Material_Name,Material_Type,Strength_MPa,Biodegradability,Recyclability,CO2_kg_per_kg,Cost_per_kg,Material_Safety,Category_Name,Moisture_Sensitivity,Fragility,Typical_Weight_kg,predicted_cost,predicted_co2
Recycled PET,Recycled Plastic,56.24753527716727,0.0,1.0,1.217509035212095,2.050102259655976,0.5,Electronics,1.0,0.9,2.0,2.05054102882291,1.2087572
Recycled PET,Recycled Plastic,56.24753527716727,0.0,1.0,1.217509035212095,2.050102259655976,0.5,Food & Beverage,0.9,0.4,0.5,2.049768220681889,1.2087572
Recycled PET,Recycled Plastic,56.24753527716727,0.0,1.0,1.217509035212095,2.050102259655976,0.5,Cosmetics,0.7,0.8,0.3,2.050953668121924,1.2087572
Recycled PET,Recycled Plastic,56.24753527716727,0.0,1.0,1.217509035212095,2.050102259655976,0.5,Pharma,1.0,0.9,0.1,2.051977043475321,1.2087572
Recycled PET,Recycled Plastic,56.24753527716727,0.0,1.0,1.217509035212095,2.050102259655976,0.5,E-commerce,0.3,0.5,1.5,2.0516179619251838,1.2087572
PLA (Bio-plastic),Biopolymer,52.372998091210654,0.95,0.2,0.5171083274697433,3.6145522958979934,0.575,Electronics,1.0,0.9,2.0,3.596417375922085,0.500585
PLA (Bio-plastic),Biopolymer,52.372998091210654,0.95,0.2,0.5171083274697433,3.6145522958979934,0.575,Food & Beverage,0.9,0.4,0.5,3.5999151189765137,0.500585
PLA (Bio-plastic),Biopolymer,52.372998091210654,0.95,0.2,0.5171083274697433,3.6145522958979934,0.575,Cosmetics,0.7,0.8,0.3,3.606119764050552,0.500585
PLA (Bio-plastic),Biopolymer,52.372998091210654,0.95,0.2,0.5171083274697433,3.6145522958979934,0.575,Pharma,1.0,0.9,0.1,3.5962159012810746,0.500585
PLA (Bio-plastic),Biopolymer,52.372998091210654,0.95,0.2,0.5171083274697433,3.6145522958979934,0.575,E-commerce,0.3,0.5,1.5,3.60389187727714,0.500585
Cardboard,Paper,14.401937366839707,1.0,1.0,0.807350991961693,0.7248984322769948,1.0,Electronics,1.0,0.9,2.0,0.7178827984553959,0.7998992
Cardboard,Paper,14.401937366839707,1.0,1.0,0.807350991961693,0.7248984322769948,1.0,Food & Beverage,0.9,0.4,0.5,0.7175914274682488,0.7998992
Cardboard,Paper,14.401937366839707,1.0,1.0,0.807350991961693,0.7248984322769948,1.0,Cosmetics,0.7,0.8,0.3,0.7102923728543932,0.8019982
Cardboard,Paper,14.401937366839707,1.0,1.0,0.807350991961693,0.7248984322769948,1.0,Pharma,1.0,0.9,0.1,0.718281429586111,0.7998992
Cardboard,Paper,14.401937366839707,1.0,1.0,0.807350991961693,0.7248984322769948,1.0,E-commerce,0.3,0.5,1.5,0.7163731223784984,0.7998992
PLA (Bio-plastic),Biopolymer,52.18511458708448,0.95,0.2,0.5058432821830801,3.624568304732005,0.575,Electronics,1.0,0.9,2.0,3.607744756929245,0.500585
PLA (Bio-plastic),Biopolymer,52.18511458708448,0.95,0.2,0.5058432821830801,3.624568304732005,0.575,Food & Beverage,0.9,0.4,0.5,3.611933636855373,0.500585
PLA (Bio-plastic),Biopolymer,52.18511458708448,0.95,0.2,0.5058432821830801,3.624568304732005,0.575,Cosmetics,0.7,0.8,0.3,3.6194107692121578,0.500585
PLA (Bio-plastic),Biopolymer,52.18511458708448,0.95,0.2,0.5058432821830801,3.624568304732005,0.575,Pharma,1.0,0.9,0.1,3.60961404001844,0.500585
PLA (Bio-plastic),Biopolymer,52.18511458708448,0.95,0.2,0.5058432821830801,3.624568304732005,0.575,E-commerce,0.3,0.5,1.5,3.615221889286028,0.500585
Mushroom Packaging,Bio-composite,4.891848816773709,1.0,1.0,0.1981485204630065,4.119642547398749,1.0,Electronics,1.0,0.9,2.0,4.11852005087313,0.20174213
Mushroom Packaging,Bio-composite,4.891848816773709,1.0,1.0,0.1981485204630065,4.119642547398749,1.0,Food & Beverage,0.9,0.4,0.5,4.097008011105939,0.20174213
Mushroom Packaging,Bio-composite,4.891848816773709,1.0,1.0,0.1981485204630065,4.119642547398749,1.0,Cosmetics,0.7,0.8,0.3,4.116415041913518,0.20174213
Mushroom Packaging,Bio-composite,4.891848816773709,1.0,1.0,0.1981485204630065,4.119642547398749,1.0,Pharma,1.0,0.9,0.1,4.107517571889906,0.20174213
Mushroom Packaging,Bio-composite,4.891848816773709,1.0,1.0,0.1981485204630065,4.119642547398749,1.0,E-commerce,0.3,0.5,1.5,4.09989904031084,0.20174213
Aluminum,Metal,206.40120843843448,0.0,1.0,12.111278279423551,2.4679310980083144,0.5,Electronics,1.0,0.9,2.0,2.4451373003310284,11.919689
Aluminum,Metal,206.40120843843448,0.0,1.0,12.111278279423551,2.4679310980083144,0.5,Food & Beverage,0.9,0.4,0.5,2.42526699785958,11.884775
Aluminum,Metal,206.40120843843448,0.0,1.0,12.111278279423551,2.4679310980083144,0.5,Cosmetics,0.7,0.8,0.3,2.4239352972969668,11.884775
Aluminum,Metal,206.40120843843448,0.0,1.0,12.111278279423551,2.4679310980083144,0.5,Pharma,1.0,0.9,0.1,2.445735906777742,11.919689
Aluminum,Metal,206.40120843843448,0.0,1.0,12.111278279423551,2.4679310980083144,0.5,E-commerce,0.3,0.5,1.5,2.424661385131561,11.884775
PLA (Bio-plastic),Biopolymer,49.03143432342514,0.95,0.2,0.5033684399227895,3.3367815646395,0.575,Electronics,1.0,0.9,2.0,3.3367756990456128,0.49793208
PLA (Bio-plastic),Biopolymer,49.03143432342514,0.95,0.2,0.5033684399227895,3.3367815646395,0.575,Food & Beverage,0.9,0.4,0.5,3.338260784008681,0.49793208
PLA (Bio-plastic),Biopolymer,49.03143432342514,0.95,0.2,0.5033684399227895,3.3367815646395,0.575,Cosmetics,0.7,0.8,0.3,3.336769833451723,0.49793208
PLA (Bio-plastic),Biopolymer,49.03143432342514,0.95,0.2,0.5033684399227895,3.3367815646395,0.575,Pharma,1.0,0.9,0.1,3.337767319846029,0.49793208
PLA (Bio-plastic),Biopolymer,49.03143432342514,0.95,0.2,0.5033684399227895,3.3367815646395,0.575,E-commerce,0.3,0.5,1.5,3.336767487214167,0.49793208
Aluminum,Metal,197.51049836059536,0.0,1.0,11.905388468383846,2.415828057838928,0.5,Electronics,1.0,0.9,2.0,2.4264933611223034,11.931577
Aluminum,Metal,197.51049836059536,0.0,1.0,11.905388468383846,2.415828057838928,0.5,Food & Beverage,0.9,0.4,0.5,2.437891983573797,11.963986
Aluminum,Metal,197.51049836059536,0.0,1.0,11.905388468383846,2.415828057838928,0.5,Cosmetics,0.7,0.8,0.3,2.435324167646296,11.963986
Aluminum,Metal,197.51049836059536,0.0,1.0,11.905388468383846,2.415828057838928,0.5,Pharma,1.0,0.9,0.1,2.422824961476856,11.931577
Aluminum,Metal,197.51049836059536,0.0,1.0,11.905388468383846,2.415828057838928,0.5,E-commerce,0.3,0.5,1.5,2.4330452161958003,11.963986
Recycled PET,Recycled Plastic,52.304228231153424,0.0,1.0,1.2297448851872614,2.041183163286848,0.5,Electronics,1.0,0.9,2.0,2.0414810723023056,1.200009
Recycled PET,Recycled Plastic,52.304228231153424,0.0,1.0,1.2297448851872614,2.041183163286848,0.5,Food & Beverage,0.9,0.4,0.5,2.0426220407246145,1.200009
Recycled PET,Recycled Plastic,52.304228231153424,0.0,1.0,1.2297448851872614,2.041183163286848,0.5,Cosmetics,0.7,0.8,0.3,2.042171462966607,1.200009
Recycled PET,Recycled Plastic,52.304228231153424,0.0,1.0,1.2297448851872614,2.041183163286848,0.5,Pharma,1.0,0.9,0.1,2.041931650060313,1.200009
Recycled PET,Recycled Plastic,52.304228231153424,0.0,1.0,1.2297448851872614,2.041183163286848,0.5,E-commerce,0.3,0.5,1.5,2.042861853630908,1.200009
Mushroom Packaging,Bio-composite,5.161809923661586,1.0,1.0,0.1945753466790361,3.899965589276689,1.0,Electronics,1.0,0.9,2.0,3.938561655085408,0.20205694
Mushroom Packaging,Bio-composite,5.161809923661586,1.0,1.0,0.1945753466790361,3.899965589276689,1.0,Food & Beverage,0.9,0.4,0.5,3.9070031421896863,0.20205694
Mushroom Packaging,Bio-composite,5.161809923661586,1.0,1.0,0.1945753466790361,3.899965589276689,1.0,Cosmetics,0.7,0.8,0.3,3.906655856858876,0.20205694
Mushroom Packaging,Bio-composite,5.161809923661586,1.0,1.0,0.1945753466790361,3.899965589276689,1.0,Pharma,1.0,0.9,0.1,3.905885742304828,0.20205694
Mushroom Packaging,Bio-composite,5.161809923661586,1.0,1.0,0.1945753466790361,3.899965589276689,1.0,E-commerce,0.3,0.5,1.5,3.918626021055124,0.20205694
PLA (Bio-plastic),Biopolymer,50.628567825493406,0.95,0.2,0.4843677604842987,3.4424757802099544,0.575,Electronics,1.0,0.9,2.0,3.4655752704490688,0.4969623
PLA (Bio-plastic),Biopolymer,50.628567825493406,0.95,0.2,0.4843677604842987,3.4424757802099544,0.575,Food & Beverage,0.9,0.4,0.5,3.46679752715242,0.4969623
PLA (Bio-plastic),Biopolymer,50.628567825493406,0.95,0.2,0.4843677604842987,3.4424757802099544,0.575,Cosmetics,0.7,0.8,0.3,3.467102308886333,0.4969623
PLA (Bio-plastic),Biopolymer,50.628567825493406,0.95,0.2,0.4843677604842987,3.4424757802099544,0.575,Pharma,1.0,0.9,0.1,3.45398230446298,0.4969623
PLA (Bio-plastic),Biopolymer,50.628567825493406,0.95,0.2,0.4843677604842987,3.4424757802099544,0.575,E-commerce,0.3,0.5,1.5,3.46679752715242,0.4969623
PLA (Bio-plastic),Biopolymer,47.58309407684551,0.95,0.2,0.4892154951348109,3.492154481942777,0.575,Electronics,1.0,0.9,2.0,3.492903364063665,0.48572138
PLA (Bio-plastic),Biopolymer,47.58309407684551,0.95,0.2,0.4892154951348109,3.492154481942777,0.575,Food & Beverage,0.9,0.4,0.5,3.4941877966281343,0.48572138
PLA (Bio-plastic),Biopolymer,47.58309407684551,0.95,0.2,0.4892154951348109,3.492154481942777,0.575,Cosmetics,0.7,0.8,0.3,3.494316307579936,0.48572138
PLA (Bio-plastic),Biopolymer,47.58309407684551,0.95,0.2,0.4892154951348109,3.492154481942777,0.575,Pharma,1.0,0.9,0.1,3.49166262172551,0.48572138
PLA (Bio-plastic),Biopolymer,47.58309407684551,0.95,0.2,0.4892154951348109,3.492154481942777,0.575,E-commerce,0.3,0.5,1.5,3.4938339208172824,0.48572138
Cardboard,Paper,14.76330356800927,1.0,1.0,0.8149518026916374,0.6780820376663611,1.0,Electronics,1.0,0.9,2.0,0.683193720839514,0.8011514
Cardboard,Paper,14.76330356800927,1.0,1.0,0.8149518026916374,0.6780820376663611,1.0,Food & Beverage,0.9,0.4,0.5,0.6816990054923899,0.8011514
Cardboard,Paper,14.76330356800927,1.0,1.0,0.8149518026916374,0.6780820376663611,1.0,Cosmetics,0.7,0.8,0.3,0.680704585881387,0.8011514
Cardboard,Paper,14.76330356800927,1.0,1.0,0.8149518026916374,0.6780820376663611,1.0,Pharma,1.0,0.9,0.1,0.6826765509762844,0.8011514
Cardboard,Paper,14.76330356800927,1.0,1.0,0.8149518026916374,0.6780820376663611,1.0,E-commerce,0.3,0.5,1.5,0.6858261553508334,0.8011514
PLA (Bio-plastic),Biopolymer,50.32114782017775,0.95,0.2,0.5131036448683662,3.365511691087988,0.575,Electronics,1.0,0.9,2.0,3.379263049777263,0.49868873
PLA (Bio-plastic),Biopolymer,50.32114782017775,0.95,0.2,0.5131036448683662,3.365511691087988,0.575,Food & Beverage,0.9,0.4,0.5,3.379989921241574,0.49868873
PLA (Bio-plastic),Biopolymer,50.32114782017775,0.95,0.2,0.5131036448683662,3.365511691087988,0.575,Cosmetics,0.7,0.8,0.3,3.37825662421621,0.49868873
PLA (Bio-plastic),Biopolymer,50.32114782017775,0.95,0.2,0.5131036448683662,3.365511691087988,0.575,Pharma,1.0,0.9,0.1,3.3747678654812447,0.49868873
PLA (Bio-plastic),Biopolymer,50.32114782017775,0.95,0.2,0.5131036448683662,3.365511691087988,0.575,E-commerce,0.3,0.5,1.5,3.382906087369938,0.49868873
Aluminum,Metal,195.55006392684533,0.0,1.0,11.477318772697387,2.423953216069512,0.5,Electronics,1.0,0.9,2.0,2.426229772555444,11.775287
Aluminum,Metal,195.55006392684533,0.0,1.0,11.477318772697387,2.423953216069512,0.5,Food & Beverage,0.9,0.4,0.5,2.43302533827616,11.807696
Aluminum,Metal,195.55006392684533,0.0,1.0,11.477318772697387,2.423953216069512,0.5,Cosmetics,0.7,0.8,0.3,2.422541169130599,11.775287
Aluminum,Metal,195.55006392684533,0.0,1.0,11.477318772697387,2.423953216069512,0.5,Pharma,1.0,0.9,0.1,2.430440179809628,11.775287
Aluminum,Metal,195.55006392684533,0.0,1.0,11.477318772697387,2.423953216069512,0.5,E-commerce,0.3,0.5,1.5,2.4259484388925463,11.775287
Mushroom Packaging,Bio-composite,4.7857108905112,1.0,1.0,0.2088276481548874,3.832542736571088,1.0,Electronics,1.0,0.9,2.0,3.836656225909855,0.20205694
Mushroom Packaging,Bio-composite,4.7857108905112,1.0,1.0,0.2088276481548874,3.832542736571088,1.0,Food & Beverage,0.9,0.4,0.5,3.838027389022775,0.20205694
Mushroom Packaging,Bio-composite,4.7857108905112,1.0,1.0,0.2088276481548874,3.832542736571088,1.0,Cosmetics,0.7,0.8,0.3,3.840769715248615,0.20205694
Mushroom Packaging,Bio-composite,4.7857108905112,1.0,1.0,0.2088276481548874,3.832542736571088,1.0,Pharma,1.0,0.9,0.1,3.835285062796935,0.20205694
Mushroom Packaging,Bio-composite,4.7857108905112,1.0,1.0,0.2088276481548874,3.832542736571088,1.0,E-commerce,0.3,0.5,1.5,3.842140878361535,0.20205694
Recycled PET,Recycled Plastic,55.30542668776344,0.0,1.0,1.186351769955749,2.0654529744293675,0.5,Electronics,1.0,0.9,2.0,2.067716072793244,1.2077423
Recycled PET,Recycled Plastic,55.30542668776344,0.0,1.0,1.186351769955749,2.0654529744293675,0.5,Food & Beverage,0.9,0.4,0.5,2.0662639083095846,1.2077423
Recycled PET,Recycled Plastic,55.30542668776344,0.0,1.0,1.186351769955749,2.0654529744293675,0.5,Cosmetics,0.7,0.8,0.3,2.067675670747672,1.2077423
Recycled PET,Recycled Plastic,55.30542668776344,0.0,1.0,1.186351769955749,2.0654529744293675,0.5,Pharma,1.0,0.9,0.1,2.072609706920567,1.2077423
Recycled PET,Recycled Plastic,55.30542668776344,0.0,1.0,1.186351769955749,2.0654529744293675,0.5,E-commerce,0.3,0.5,1.5,2.0716456926155846,1.2077423
PLA (Bio-plastic),Biopolymer,48.09843733853563,0.95,0.2,0.5129017034566578,3.492217875240822,0.575,Electronics,1.0,0.9,2.0,3.4943256202458137,0.49576998
PLA (Bio-plastic),Biopolymer,48.09843733853563,0.95,0.2,0.5129017034566578,3.492217875240822,0.575,Food & Beverage,0.9,0.4,0.5,3.495465982196368,0.49576998
PLA (Bio-plastic),Biopolymer,48.09843733853563,0.95,0.2,0.5129017034566578,3.492217875240822,0.575,Cosmetics,0.7,0.8,0.3,3.49200972263796,0.49576998
PLA (Bio-plastic),Biopolymer,48.09843733853563,0.95,0.2,0.5129017034566578,3.492217875240822,0.575,Pharma,1.0,0.9,0.1,3.4916131897602294,0.49576998
PLA (Bio-plastic),Biopolymer,48.09843733853563,0.95,0.2,0.5129017034566578,3.492217875240822,0.575,E-commerce,0.3,0.5,1.5,3.4954304202149165,0.49576998
Recycled PET,Recycled Plastic,52.83830219567256,0.0,1.0,1.249031248392607,2.1906713605525034,0.5,Electronics,1.0,0.9,2.0,2.181312103761912,1.1906515
Recycled PET,Recycled Plastic,52.83830219567256,0.0,1.0,1.249031248392607,2.1906713605525034,0.5,Food & Beverage,0.9,0.4,0.5,2.1830855746209874,1.2063434
Recycled PET,Recycled Plastic,52.83830219567256,0.0,1.0,1.249031248392607,2.1906713605525034,0.5,Cosmetics,0.7,0.8,0.3,2.1877930741777254,1.2063434
Recycled PET,Recycled Plastic,52.83830219567256,0.0,1.0,1.249031248392607,2.1906713605525034,0.5,Pharma,1.0,0.9,0.1,2.185614169931492,1.2063434
Recycled PET,Recycled Plastic,52.83830219567256,0.0,1.0,1.249031248392607,2.1906713605525034,0.5,E-commerce,0.3,0.5,1.5,2.185394502198746,1.2063434
Recycled PET,Recycled Plastic,57.233420193097935,0.0,1.0,1.235288882931078,2.200085110057676,0.5,Electronics,1.0,0.9,2.0,2.179603427228478,1.212908
Recycled PET,Recycled Plastic,57.233420193097935,0.0,1.0,1.235288882931078,2.200085110057676,0.5,Food & Beverage,0.9,0.4,0.5,2.181392268781318,1.212908
Recycled PET,Recycled Plastic,57.233420193097935,0.0,1.0,1.235288882931078,2.200085110057676,0.5,Cosmetics,0.7,0.8,0.3,2.1860024505240947,1.212908
Recycled PET,Recycled Plastic,57.233420193097935,0.0,1.0,1.235288882931078,2.200085110057676,0.5,Pharma,1.0,0.9,0.1,2.182500791714796,1.212908
Recycled PET,Recycled Plastic,57.233420193097935,0.0,1.0,1.235288882931078,2.200085110057676,0.5,E-commerce,0.3,0.5,1.5,2.1890759050192794,1.212908
PLA (Bio-plastic),Biopolymer,50.49062383233539,0.95,0.2,0.5090428548769566,3.366175639803191,0.575,Electronics,1.0,0.9,2.0,3.395654073987998,0.49868873
PLA (Bio-plastic),Biopolymer,50.49062383233539,0.95,0.2,0.5090428548769566,3.366175639803191,0.575,Food & Beverage,0.9,0.4,0.5,3.3930994318120558,0.49868873
PLA (Bio-plastic),Biopolymer,50.49062383233539,0.95,0.2,0.5090428548769566,3.366175639803191,0.575,Cosmetics,0.7,0.8,0.3,3.394250965322458,0.49868873
PLA (Bio-plastic),Biopolymer,50.49062383233539,0.95,0.2,0.5090428548769566,3.366175639803191,0.575,Pharma,1.0,0.9,0.1,3.386314233963938,0.49868873
PLA (Bio-plastic),Biopolymer,50.49062383233539,0.95,0.2,0.5090428548769566,3.366175639803191,0.575,E-commerce,0.3,0.5,1.5,3.39753919503803,0.49868873
PLA (Bio-plastic),Biopolymer,51.73809843144809,0.95,0.2,0.5060636452759891,3.6536365343563664,0.575,Electronics,1.0,0.9,2.0,3.637687757806254,0.4999033
PLA (Bio-plastic),Biopolymer,51.73809843144809,0.95,0.2,0.5060636452759891,3.6536365343563664,0.575,Food & Beverage,0.9,0.4,0.5,3.641675004259273,0.4999033
PLA (Bio-plastic),Biopolymer,51.73809843144809,0.95,0.2,0.5060636452759891,3.6536365343563664,0.575,Cosmetics,0.7,0.8,0.3,3.642106456114487,0.4999033
PLA (Bio-plastic),Biopolymer,51.73809843144809,0.95,0.2,0.5060636452759891,3.6536365343563664,0.575,Pharma,1.0,0.9,0.1,3.63070822082758,0.4999033
PLA (Bio-plastic),Biopolymer,51.73809843144809,0.95,0.2,0.5060636452759891,3.6536365343563664,0.575,E-commerce,0.3,0.5,1.5,3.643723063384832,0.4999033
Cardboard,Paper,14.495157374249407,1.0,1.0,0.8209233718170719,0.6988105565849709,1.0,Electronics,1.0,0.9,2.0,0.6951934948418096,0.8011514
Cardboard,Paper,14.495157374249407,1.0,1.0,0.8209233718170719,0.6988105565849709,1.0,Food & Beverage,0.9,0.4,0.5,0.6949059002734351,0.8011514
Cardboard,Paper,14.495157374249407,1.0,1.0,0.8209233718170719,0.6988105565849709,1.0,Cosmetics,0.7,0.8,0.3,0.6976906661879225,0.8011514
Cardboard,Paper,14.495157374249407,1.0,1.0,0.8209233718170719,0.6988105565849709,1.0,Pharma,1.0,0.9,0.1,0.6981605597147963,0.8011514
Cardboard,Paper,14.495157374249407,1.0,1.0,0.8209233718170719,0.6988105565849709,1.0,E-commerce,0.3,0.5,1.5,0.694997008925494,0.8011514
Virgin PET,Plastic,58.16149529723885,0.0,0.9,2.5597485223784364,1.7964165589120973,0.45,Electronics,1.0,0.9,2.0,1.7828933405754086,2.5034056
Virgin PET,Plastic,58.16149529723885,0.0,0.9,2.5597485223784364,1.7964165589120973,0.45,Food & Beverage,0.9,0.4,0.5,1.7837336935617525,2.5034056
Virgin PET,Plastic,58.16149529723885,0.0,0.9,2.5597485223784364,1.7964165589120973,0.45,Cosmetics,0.7,0.8,0.3,1.7875165196589944,2.5034056
Virgin PET,Plastic,58.16149529723885,0.0,0.9,2.5597485223784364,1.7964165589120973,0.45,Pharma,1.0,0.9,0.1,1.782300004625202,2.5034056
Virgin PET,Plastic,58.16149529723885,0.0,0.9,2.5597485223784364,1.7964165589120973,0.45,E-commerce,0.3,0.5,1.5,1.7876182201474249,2.5034056
Glass,Glass,39.22693532491866,0.0,1.0,1.0274771755848782,0.4955859267648627,0.5,Electronics,1.0,0.9,2.0,0.4959551378795592,1.0079757
Glass,Glass,39.22693532491866,0.0,1.0,1.0274771755848782,0.4955859267648627,0.5,Food & Beverage,0.9,0.4,0.5,0.4961262009602384,1.0079757
Glass,Glass,39.22693532491866,0.0,1.0,1.0274771755848782,0.4955859267648627,0.5,Cosmetics,0.7,0.8,0.3,0.4973083070190756,1.0079757
Glass,Glass,39.22693532491866,0.0,1.0,1.0274771755848782,0.4955859267648627,0.5,Pharma,1.0,0.9,0.1,0.4964029873319368,1.0079757
Glass,Glass,39.22693532491866,0.0,1.0,1.0274771755848782,0.4955859267648627,0.5,E-commerce,0.3,0.5,1.5,0.4961363366213648,1.0079757
Recycled PET,Recycled Plastic,54.08506152549493,0.0,1.0,1.2348797341984252,2.0754136469019464,0.5,Electronics,1.0,0.9,2.0,2.091455082809312,1.1846899
Recycled PET,Recycled Plastic,54.08506152549493,0.0,1.0,1.2348797341984252,2.0754136469019464,0.5,Food & Beverage,0.9,0.4,0.5,2.090462638490573,1.1846899
Recycled PET,Recycled Plastic,54.08506152549493,0.0,1.0,1.2348797341984252,2.0754136469019464,0.5,Cosmetics,0.7,0.8,0.3,2.0901284152620825,1.1846899
Recycled PET,Recycled Plastic,54.08506152549493,0.0,1.0,1.2348797341984252,2.0754136469019464,0.5,Pharma,1.0,0.9,0.1,2.0914872239710736,1.1846899
Recycled PET,Recycled Plastic,54.08506152549493,0.0,1.0,1.2348797341984252,2.0754136469019464,0.5,E-commerce,0.3,0.5,1.5,2.0899922332665737,1.1846899
Virgin PET,Plastic,57.1044167642023,0.0,0.9,2.533353288250847,1.855376667306408,0.45,Electronics,1.0,0.9,2.0,1.85230166756564,2.5353725
Virgin PET,Plastic,57.1044167642023,0.0,0.9,2.533353288250847,1.855376667306408,0.45,Food & Beverage,0.9,0.4,0.5,1.8540948975994536,2.5402508
Virgin PET,Plastic,57.1044167642023,0.0,0.9,2.533353288250847,1.855376667306408,0.45,Cosmetics,0.7,0.8,0.3,1.852488610897982,2.5402508
Virgin PET,Plastic,57.1044167642023,0.0,0.9,2.533353288250847,1.855376667306408,0.45,Pharma,1.0,0.9,0.1,1.8486142102435963,2.5353725
Virgin PET,Plastic,57.1044167642023,0.0,0.9,2.533353288250847,1.855376667306408,0.45,E-commerce,0.3,0.5,1.5,1.841762464557664,2.5353725
Virgin PET,Plastic,58.94743626989008,0.0,0.9,2.570492859025709,1.8861518956038308,0.45,Electronics,1.0,0.9,2.0,1.8490217871252943,2.4964836
Virgin PET,Plastic,58.94743626989008,0.0,0.9,2.570492859025709,1.8861518956038308,0.45,Food & Beverage,0.9,0.4,0.5,1.8752431964284624,2.4964836
Virgin PET,Plastic,58.94743626989008,0.0,0.9,2.570492859025709,1.8861518956038308,0.45,Cosmetics,0.7,0.8,0.3,1.8661990814606253,2.4964836
Virgin PET,Plastic,58.94743626989008,0.0,0.9,2.570492859025709,1.8861518956038308,0.45,Pharma,1.0,0.9,0.1,1.8646993716196925,2.4964836
Virgin PET,Plastic,58.94743626989008,0.0,0.9,2.570492859025709,1.8861518956038308,0.45,E-commerce,0.3,0.5,1.5,1.8484276536769635,2.4964836
PLA (Bio-plastic),Biopolymer,49.35281910589146,0.95,0.2,0.4885600389357171,3.4995502978159125,0.575,Electronics,1.0,0.9,2.0,3.504063253676632,0.49868873
PLA (Bio-plastic),Biopolymer,49.35281910589146,0.95,0.2,0.4885600389357171,3.4995502978159125,0.575,Food & Beverage,0.9,0.4,0.5,3.504715255983416,0.49868873
PLA (Bio-plastic),Biopolymer,49.35281910589146,0.95,0.2,0.4885600389357171,3.4995502978159125,0.575,Cosmetics,0.7,0.8,0.3,3.504313939775628,0.49868873
PLA (Bio-plastic),Biopolymer,49.35281910589146,0.95,0.2,0.4885600389357171,3.4995502978159125,0.575,Pharma,1.0,0.9,0.1,3.5051252954996874,0.49868873
PLA (Bio-plastic),Biopolymer,49.35281910589146,0.95,0.2,0.4885600389357171,3.4995502978159125,0.575,E-commerce,0.3,0.5,1.5,3.504101844079508,0.49868873
Virgin PET,Plastic,59.953476409917954,0.0,0.9,2.408597096089377,1.7930203979753714,0.45,Electronics,1.0,0.9,2.0,1.7914420211050277,2.4600155
Virgin PET,Plastic,59.953476409917954,0.0,0.9,2.408597096089377,1.7930203979753714,0.45,Food & Beverage,0.9,0.4,0.5,1.792818276150312,2.4650025
Virgin PET,Plastic,59.953476409917954,0.0,0.9,2.408597096089377,1.7930203979753714,0.45,Cosmetics,0.7,0.8,0.3,1.7920776584188391,2.4650025
Virgin PET,Plastic,59.953476409917954,0.0,0.9,2.408597096089377,1.7930203979753714,0.45,Pharma,1.0,0.9,0.1,1.7919477053198414,2.4600155
Virgin PET,Plastic,59.953476409917954,0.0,0.9,2.408597096089377,1.7930203979753714,0.45,E-commerce,0.3,0.5,1.5,1.7906091938967423,2.4600155
Aluminum,Metal,208.8516477662953,0.0,1.0,12.46110336882288,2.572262997226056,0.5,Electronics,1.0,0.9,2.0,2.56459443725741,12.393827
Aluminum,Metal,208.8516477662953,0.0,1.0,12.46110336882288,2.572262997226056,0.5,Food & Beverage,0.9,0.4,0.5,2.563304513701606,12.399267
Aluminum,Metal,208.8516477662953,0.0,1.0,12.46110336882288,2.572262997226056,0.5,Cosmetics,0.7,0.8,0.3,2.5652382265227462,12.393827
Aluminum,Metal,208.8516477662953,0.0,1.0,12.46110336882288,2.572262997226056,0.5,Pharma,1.0,0.9,0.1,2.5645651986639986,12.399267
Aluminum,Metal,208.8516477662953,0.0,1.0,12.46110336882288,2.572262997226056,0.5,E-commerce,0.3,0.5,1.5,2.545920674096636,12.35521
Mushroom Packaging,Bio-composite,5.102383083683307,1.0,1.0,0.2052754857596308,3.8405229912616674,1.0,Electronics,1.0,0.9,2.0,3.8553608794964136,0.20205694
Mushroom Packaging,Bio-composite,5.102383083683307,1.0,1.0,0.2052754857596308,3.8405229912616674,1.0,Food & Beverage,0.9,0.4,0.5,3.859100657775403,0.20205694
Mushroom Packaging,Bio-composite,5.102383083683307,1.0,1.0,0.2052754857596308,3.8405229912616674,1.0,Cosmetics,0.7,0.8,0.3,3.8552892238967935,0.20205694
Mushroom Packaging,Bio-composite,5.102383083683307,1.0,1.0,0.2052754857596308,3.8405229912616674,1.0,Pharma,1.0,0.9,0.1,3.856517648426198,0.20205694
Mushroom Packaging,Bio-composite,5.102383083683307,1.0,1.0,0.2052754857596308,3.8405229912616674,1.0,E-commerce,0.3,0.5,1.5,3.8527666163043977,0.20205694
PLA (Bio-plastic),Biopolymer,48.37431775224944,0.95,0.2,0.4796367712525312,3.490303255620973,0.575,Electronics,1.0,0.9,2.0,3.48811357608051,0.49576998
PLA (Bio-plastic),Biopolymer,48.37431775224944,0.95,0.2,0.4796367712525312,3.490303255620973,0.575,Food & Beverage,0.9,0.4,0.5,3.4868983329162777,0.49576998
PLA (Bio-plastic),Biopolymer,48.37431775224944,0.95,0.2,0.4796367712525312,3.490303255620973,0.575,Cosmetics,0.7,0.8,0.3,3.487300368372918,0.49576998
PLA (Bio-plastic),Biopolymer,48.37431775224944,0.95,0.2,0.4796367712525312,3.490303255620973,0.575,Pharma,1.0,0.9,0.1,3.487078519768669,0.49576998
