product_id,product_name,category,material_type,weight_kg,volume_m3,shelf_life_days,packaging_required
P07550,Trash Bag,Household,Bioplastic (PLA),1.9,0.0016,627,True
P07551,Trash Bag,Household,Mushroom Mycelium,1.503,0.0018,441,True
P07552,Trash Bag,Household,Bioplastic (PLA),1.245,0.0009,119,True
P07553,Trash Bag,Household,Bagasse,1.761,0.0016,587,True
P07554,Trash Bag,Household,Bagasse,0.887,0.001,158,True
P07555,Trash Bag,Household,Recycled Cardboard,0.68,0.0011,716,True
P07556,Trash Bag,Household,Bamboo Fiber,0.528,0.0015,112,True
P07557,Trash Bag,Household,Bagasse,1.615,0.0014,183,True
P07558,Trash Bag,Household,Bioplastic (PLA),1.571,0.0009,309,True
P07559,Trash Bag,Household,Bamboo Fiber,0.684,0.0014,498,True
P07560,Trash Bag,Household,Mushroom Mycelium,1.495,0.0013,522,True
P07561,Trash Bag,Household,Bagasse,1.413,0.0017,338,True
P07562,Trash Bag,Household,Bamboo Fiber,0.73,0.0008,124,True
P07563,Trash Bag,Household,Recycled Cardboard,1.626,0.0019,36,True
P07564,Trash Bag,Household,Mushroom Mycelium,1.973,0.0015,442,True
P07565,Trash Bag,Household,Bagasse,1.059,0.002,671,True
P07566,Trash Bag,Household,Recycled Cardboard,0.502,0.0007,599,True
P07567,Trash Bag,Household,Bamboo Fiber,1.24,0.0013,630,True
P07568,Trash Bag,Household,Mushroom Mycelium,0.665,0.0012,142,True
P07569,Trash Bag,Household,Bioplastic (PLA),1.352,0.0005,98,True
P07570,Trash Bag,Household,Bamboo Fiber,1.244,0.0012,595,True
P07571,Trash Bag,Household,Bagasse,0.963,0.0011,549,True
P07572,Trash Bag,Household,Bioplastic (PLA),0.931,0.0012,141,True
P07573,Trash Bag,Household,Recycled Cardboard,1.742,0.0012,553,True
P07574,Trash Bag,Household,Recycled Cardboard,1.413,0.0019,317,True
P07575,Trash Bag,Household,Bamboo Fiber,1.005,0.0009,672,True
P07576,Trash Bag,Household,Bioplastic (PLA),1.069,0.0008,681,True
P07577,Trash Bag,Household,Mushroom Mycelium,0.95,0.0018,671,True
P07578,Trash Bag,Household,Mushroom Mycelium,0.848,0.0019,104,True
P07579,Trash Bag,Household,Bioplastic (PLA),1.764,0.0008,292,True
P07580,Trash Bag,Household,Mushroom Mycelium,1.52,0.0008,31,True
P07581,Trash Bag,Household,Recycled Cardboard,0.613,0.0017,618,True
P07582,Trash Bag,Household,Recycled Cardboard,1.258,0.0016,227,True
P07583,Trash Bag,Household,Recycled Cardboard,1.757,0.001,54,True
P07584,Trash Bag,Household,Recycled Cardboard,0.921,0.001,242,True
P07585,Trash Bag,Household,Mushroom Mycelium,1.516,0.0007,148,True
P07586,Trash Bag,Household,Mushroom Mycelium,0.723,0.0017,526,True
P07587,Trash Bag,Household,Bioplastic (PLA),1.598,0.0011,581,True
P07588,Trash Bag,Household,Mushroom Mycelium,1.802,0.0015,467,True
P07589,Trash Bag,Household,Mushroom Mycelium,0.722,0.0005,699,True
P07590,Trash Bag,Household,Bagasse,1.825,0.0014,297,True
P07591,Trash Bag,Household,Mushroom Mycelium,0.997,0.0018,173,True
P07592,Trash Bag,Household,Bamboo Fiber,1.657,0.0017,660,True
P07593,Trash Bag,Household,Bagasse,1.301,0.0011,187,True
P07594,Trash Bag,Household,Mushroom Mycelium,1.203,0.0019,478,True
P07595,Trash Bag,Household,Bagasse,1.375,0.0012,715,True
P07596,Trash Bag,Household,Recycled Cardboard,1.421,0.0014,534,True
P07597,Trash Bag,Household,Mushroom Mycelium,0.889,0.001,52,True
P07598,Trash Bag,Household,Mushroom Mycelium,0.822,0.0006,297,True
P07599,Trash Bag,Household,Bioplastic (PLA),1.008,0.0016,413,True
P07600,Trash Bag,Household,Bioplastic (PLA),0.74,0.0014,197,True
P07601,Trash Bag,Household,Mushroom Mycelium,1.774,0.0015,202,True
P07602,Trash Bag,Household,Recycled Cardboard,1.741,0.0017,300,True
P07603,Trash Bag,Household,Mushroom Mycelium,1.963,0.0007,137,True
P07604,Trash Bag,Household,Recycled Cardboard,0.626,0.0013,309,True
P07605,Trash Bag,Household,Mushroom Mycelium,1.09,0.0016,333,True
P07606,Trash Bag,Household,Bioplastic (PLA),0.757,0.0018,315,True
P07607,Trash Bag,Household,Bagasse,1.383,0.0007,272,True
P07608,Trash Bag,Household,Bamboo Fiber,0.764,0.0007,201,True
P07609,Trash Bag,Household,Mushroom Mycelium,0.819,0.0019,407,True
P07610,Trash Bag,Household,Bamboo Fiber,1.965,0.0017,263,True
P07611,Trash Bag,Household,Bioplastic (PLA),1.867,0.0009,510,True
P07612,Trash Bag,Household,Bioplastic (PLA),1.922,0.0018,293,True
P07613,Trash Bag,Household,Bamboo Fiber,1.683,0.0009,631,True
P07614,Trash Bag,Household,Mushroom Mycelium,1.437,0.0019,181,True
P07615,Trash Bag,Household,Bamboo Fiber,1.552,0.0015,244,True
P07616,Trash Bag,Household,Bagasse,0.822,0.0018,714,True
P07617,Trash Bag,Household,Bagasse,1.708,0.0009,360,True
P07618,Trash Bag,Household,Bagasse,0.715,0.0015,146,True
P07619,Trash Bag,Household,Bioplastic (PLA),0.705,0.0019,711,True
P07620,Trash Bag,Household,Bagasse,0.745,0.0017,390,True
P07621,Trash Bag,Household,Mushroom Mycelium,0.895,0.0017,105,True
P07622,Trash Bag,Household,Bioplastic (PLA),1.389,0.0016,659,True
P07623,Trash Bag,Household,Bamboo Fiber,1.741,0.0008,540,True
P07624,Trash Bag,Household,Bamboo Fiber,1.201,0.0017,514,True
P07625,Trash Bag,Household,Bioplastic (PLA),0.852,0.0018,444,True
P07626,Trash Bag,Household,Bamboo Fiber,1.084,0.0012,336,True
P07627,Trash Bag,Household,Bagasse,1.684,0.0013,419,True
P07628,Trash Bag,Household,Bagasse,1.98,0.0016,326,True
P07629,Trash Bag,Household,Mushroom Mycelium,1.958,0.0012,89,True
P07630,Trash Bag,Household,Mushroom Mycelium,1.712,0.0018,289,True
P07631,Trash Bag,Household,Mushroom Mycelium,1.179,0.0016,151,True
P07632,Trash Bag,Household,Recycled Cardboard,1.917,0.0011,513,True
P07633,Trash Bag,Household,Recycled Cardboard,1.706,0.0017,394,True
P07634,Trash Bag,Household,Mushroom Mycelium,0.986,0.0018,155,True
P07635,Trash Bag,Household,Bagasse,0.648,0.0012,399,True
P07636,Trash Bag,Household,Bamboo Fiber,0.648,0.0011,191,True
P07637,Trash Bag,Household,Bamboo Fiber,0.85,0.0007,584,True
P07638,Trash Bag,Household,Bioplastic (PLA),1.594,0.001,337,True
P07639,Trash Bag,Household,Mushroom Mycelium,1.416,0.0009,653,True
P07640,Trash Bag,Household,Mushroom Mycelium,0.95,0.0011,283,True
P07641,Trash Bag,Household,Mushroom Mycelium,1.853,0.0011,697,True
P07642,Trash Bag,Household,Mushroom Mycelium,0.64,0.0013,634,True
P07643,Trash Bag,Household,Recycled Cardboard,1.975,0.0008,624,True
P07644,Trash Bag,Household,Bagasse,0.893,0.0015,603,True
P07645,Trash Bag,Household,Bamboo Fiber,1.063,0.001,199,True
P07646,Trash Bag,Household,Mushroom Mycelium,1.797,0.0006,120,True
P07647,Trash Bag,Household,Recycled Cardboard,1.074,0.0009,214,True
P07648,Trash Bag,Household,Bagasse,1.804,0.0006,129,True
P07649,Trash Bag,Household,Bioplastic (PLA),1.643,0.0019,378,True
P07650,Trash Bag,Household,Bagasse,1.503,0.0013,165,True
P07651,Trash Bag,Household,Bioplastic (PLA),1.312,0.0011,43,True
P07652,Trash Bag,Household,Mushroom Mycelium,1.098,0.0018,254,True
P07653,Trash Bag,Household,Recycled Cardboard,0.669,0.0015,198,True
P07654,Trash Bag,Household,Recycled Cardboard,1.58,0.0007,641,True
P07655,Trash Bag,Household,Bagasse,1.823,0.0006,533,True
P07656,Trash Bag,Household,Mushroom Mycelium,1.656,0.0013,368,True
P07657,Trash Bag,Household,Bamboo Fiber,1.449,0.0011,210,True
P07658,Trash Bag,Household,Bioplastic (PLA),0.721,0.0017,59,True
P07659,Trash Bag,Household,Mushroom Mycelium,0.709,0.002,39,True
P07660,Trash Bag,Household,Bioplastic (PLA),1.884,0.0005,526,True
P07661,Trash Bag,Household,Mushroom Mycelium,0.801,0.0007,176,True
P07662,Trash Bag,Household,Bioplastic (PLA),1.788,0.0012,561,True
P07663,Trash Bag,Household,Bamboo Fiber,0.752,0.0017,308,True
P07664,Trash Bag,Household,Bioplastic (PLA),1.699,0.0017,295,True
P07665,Trash Bag,Household,Bioplastic (PLA),0.818,0.0007,208,True
P07666,Trash Bag,Household,Bioplastic (PLA),1.274,0.0016,280,True
P07667,Trash Bag,Household,Mushroom Mycelium,0.883,0.0016,138,True
P07668,Trash Bag,Household,Bagasse,1.856,0.0008,189,True
P07669,Trash Bag,Household,Bamboo Fiber,0.852,0.0006,708,True
P07670,Trash Bag,Household,Recycled Cardboard,1.511,0.0012,76,True
P07671,Trash Bag,Household,Mushroom Mycelium,1.022,0.0017,623,True
P07672,Trash Bag,Household,Bioplastic (PLA),0.547,0.0014,183,True
P07673,Trash Bag,Household,Bagasse,1.55,0.0011,170,True
P07674,Trash Bag,Household,Bioplastic (PLA),0.905,0.0013,539,True
P07675,Trash Bag,Household,Recycled Cardboard,1.716,0.0012,586,True
P07676,Trash Bag,Household,Mushroom Mycelium,1.823,0.002,258,True
P07677,Trash Bag,Household,Bioplastic (PLA),1.299,0.0007,607,True
P07678,Trash Bag,Household,Bamboo Fiber,1.375,0.0018,536,True
P07679,Trash Bag,Household,Bamboo Fiber,1.801,0.0012,276,True
P07680,Trash Bag,Household,Mushroom Mycelium,1.942,0.0013,126,True
P07681,Trash Bag,Household,Bioplastic (PLA),0.629,0.0007,91,True
P07682,Trash Bag,Household,Mushroom Mycelium,1.408,0.0012,637,True
P07683,Trash Bag,Household,Bamboo Fiber,1.613,0.0011,392,True
P07684,Trash Bag,Household,Bioplastic (PLA),1.733,0.0015,517,True
P07685,Trash Bag,Household,Bioplastic (PLA),1.55,0.0012,372,True
P07686,Trash Bag,Household,Mushroom Mycelium,0.702,0.0012,160,True
P07687,Trash Bag,Household,Bamboo Fiber,1.051,0.001,398,True
P07688,Trash Bag,Household,Mushroom Mycelium,1.401,0.0018,230,True
P07689,Trash Bag,Household,Bioplastic (PLA),1.659,0.0006,277,True
P07690,Trash Bag,Household,Bamboo Fiber,1.979,0.0019,559,True
P07691,Trash Bag,Household,Bagasse,1.529,0.002,391,True
P07692,Trash Bag,Household,Bagasse,1.993,0.0008,195,True
P07693,Trash Bag,Household,Mushroom Mycelium,1.11,0.0017,676,True
P07694,Trash Bag,Household,Bioplastic (PLA),1.93,0.0015,719,True
P07695,Trash Bag,Household,Bagasse,1.321,0.0013,175,True
P07696,Trash Bag,Household,Bamboo Fiber,0.596,0.0012,630,True
P07697,Trash Bag,Household,Bagasse,0.758,0.0007,254,True
P07698,Trash Bag,Household,Bagasse,1.313,0.0019,200,True
P07699,Trash Bag,Household,Bamboo Fiber,0.741,0.0018,101,True
P07700,Trash Bag,Household,Recycled Cardboard,0.814,0.0011,189,True
P07701,Trash Bag,Household,Recycled Cardboard,1.37,0.0013,115,True
P07702,Trash Bag,Household,Bioplastic (PLA),0.77,0.0017,664,True
P07703,Trash Bag,Household,Bamboo Fiber,1.051,0.0006,406,True
P07704,Trash Bag,Household,Recycled Cardboard,1.657,0.0016,155,True
P07705,Trash Bag,Household,Recycled Cardboard,1.01,0.0009,73,True
P07706,Trash Bag,Household,Bioplastic (PLA),1.591,0.0008,560,True
P07707,Trash Bag,Household,Bioplastic (PLA),0.988,0.0011,210,True
P07708,Trash Bag,Household,Bioplastic (PLA),1.476,0.0017,436,True
P07709,Trash Bag,Household,Bioplastic (PLA),1.776,0.0011,574,True
P07710,Trash Bag,Household,Recycled Cardboard,1.397,0.0013,139,True
P07711,Trash Bag,Household,Mushroom Mycelium,0.546,0.001,464,True
P07712,Trash Bag,Household,Mushroom Mycelium,0.886,0.0013,462,True
P07713,Trash Bag,Household,Bioplastic (PLA),1.929,0.0007,150,True
P07714,Trash Bag,Household,Recycled Cardboard,1.947,0.001,599,True
P07715,Trash Bag,Household,Recycled Cardboard,1.726,0.0017,666,True
P07716,Trash Bag,Household,Bamboo Fiber,1.017,0.0007,570,True
P07717,Trash Bag,Household,Recycled Cardboard,0.946,0.0013,577,True
P07718,Trash Bag,Household,Bagasse,1.797,0.002,476,True
P07719,Trash Bag,Household,Mushroom Mycelium,1.817,0.0016,86,True
P07720,Trash Bag,Household,Bamboo Fiber,1.579,0.0012,506,True
P07721,Trash Bag,Household,Mushroom Mycelium,1.787,0.0007,697,True
P07722,Trash Bag,Household,Mushroom Mycelium,1.89,0.0014,240,True
P07723,Trash Bag,Household,Mushroom Mycelium,1.781,0.0019,418,True
P07724,Trash Bag,Household,Mushroom Mycelium,1.091,0.0019,50,True
P07725,Trash Bag,Household,Bamboo Fiber,1.181,0.0012,436,True
P07726,Trash Bag,Household,Recycled Cardboard,1.145,0.0014,401,True
P07727,Trash Bag,Household,Bioplastic (PLA),0.733,0.001,516,True
P07728,Trash Bag,Household,Recycled Cardboard,1.193,0.0019,154,True
P07729,Trash Bag,Household,Mushroom Mycelium,1.897,0.0012,483,True
P07730,Trash Bag,Household,Bamboo Fiber,1.872,0.0009,183,True
P07731,Trash Bag,Household,Recycled Cardboard,0.617,0.0012,195,True
P07732,Trash Bag,Household,Bamboo Fiber,0.666,0.0015,104,True
P07733,Trash Bag,Household,Bamboo Fiber,0.654,0.002,472,True
P07734,Trash Bag,Household,Recycled Cardboard,0.785,0.0009,241,True
P07735,Trash Bag,Household,Bamboo Fiber,1.65,0.0007,413,True
P07736,Trash Bag,Household,Recycled Cardboard,1.416,0.0009,459,True
P07737,Trash Bag,Household,Recycled Cardboard,1.758,0.0015,519,True
P07738,Trash Bag,Household,Bamboo Fiber,1.361,0.0013,407,True
P07739,Trash Bag,Household,Bioplastic (PLA),1.11,0.0017,533,True
P07740,Trash Bag,Household,Bagasse,0.677,0.0009,431,True
P07741,Trash Bag,Household,Bamboo Fiber,0.631,0.0009,193,True
P07742,Trash Bag,Household,Bagasse,0.614,0.0019,194,True
P07743,Trash Bag,Household,Bagasse,1.58,0.001,726,True
P07744,Trash Bag,Household,Bagasse,0.809,0.0012,683,True
P07745,Trash Bag,Household,Bamboo Fiber,1.957,0.0016,337,True
P07746,Trash Bag,Household,Bagasse,0.672,0.0005,304,True
P07747,Trash Bag,Household,Mushroom Mycelium,0.724,0.0018,324,True
P07748,Trash Bag,Household,Bagasse,1.784,0.0016,61,True
P07749,Trash Bag,Household,Recycled Cardboard,0.951,0.0014,364,True
P07750,Trash Bag,Household,Bagasse,1.025,0.0013,258,True
P07751,Trash Bag,Household,Bamboo Fiber,0.856,0.0008,540,True
P07752,Trash Bag,Household,Mushroom Mycelium,1.367,0.0015,620,True
P07753,Trash Bag,Household,Mushroom Mycelium,0.501,0.0019,224,True
P07754,Trash Bag,Household,Bagasse,1.784,0.0007,512,True
P07755,Trash Bag,Household,Bagasse,0.773,0.002,538,True
P07756,Trash Bag,Household,Bagasse,1.761,0.0014,339,True
P07757,Trash Bag,Household,Recycled Cardboard,0.544,0.0009,168,True
P07758,Trash Bag,Household,Bamboo Fiber,1.888,0.0015,663,True
P07759,Trash Bag,Household,Bamboo Fiber,1.05,0.0009,652,True
P07760,Trash Bag,Household,Bagasse,1.207,0.0012,259,True
P07761,Trash Bag,Household,Bagasse,1.406,0.001,57,True
P07762,Trash Bag,Household,Mushroom Mycelium,0.823,0.0012,544,True
P07763,Trash Bag,Household,Bamboo Fiber,1.549,0.0006,701,True
P07764,Trash Bag,Household,Mushroom Mycelium,1.599,0.001,105,True
P07765,Trash Bag,Household,Bioplastic (PLA),0.639,0.0015,381,True
P07766,Trash Bag,Household,Bamboo Fiber,1.752,0.0016,587,True
P07767,Trash Bag,Household,Mushroom Mycelium,1.171,0.0018,397,True
P07768,Trash Bag,Household,Bagasse,1.859,0.0009,598,True
P07769,Trash Bag,Household,Bamboo Fiber,1.652,0.0019,360,True
P07770,Trash Bag,Household,Bioplastic (PLA),1.854,0.0009,714,True
P07771,Trash Bag,Household,Bagasse,1.707,0.0006,564,True
P07772,Trash Bag,Household,Recycled Cardboard,0.681,0.0006,182,True
P07773,Trash Bag,Household,Bioplastic (PLA),0.769,0.0006,413,True
P07774,Trash Bag,Household,Mushroom Mycelium,1.679,0.0012,658,True
P07775,Trash Bag,Household,Mushroom Mycelium,1.746,0.0017,594,True
P07776,Trash Bag,Household,Bioplastic (PLA),1.828,0.0017,121,True
P07777,Trash Bag,Household,Mushroom Mycelium,1.162,0.0015,61,True
P07778,Trash Bag,Household,Bioplastic (PLA),1.161,0.0014,189,True
P07779,Trash Bag,Household,Mushroom Mycelium,1.967,0.0017,525,True
P07780,Trash Bag,Household,Mushroom Mycelium,1.577,0.0006,521,True
P07781,Trash Bag,Household,Recycled Cardboard,0.687,0.0005,34,True
P07782,Trash Bag,Household,Bioplastic (PLA),1.073,0.0005,511,True
P07783,Trash Bag,Household,Recycled Cardboard,1.744,0.0014,538,True
P07784,Trash Bag,Household,Bioplastic (PLA),1.642,0.0005,461,True
P07785,Trash Bag,Household,Recycled Cardboard,1.506,0.0017,372,True
P07786,Trash Bag,Household,Mushroom Mycelium,1.097,0.0015,338,True
P07787,Trash Bag,Household,Bagasse,1.726,0.0014,479,True
P07788,Trash Bag,Household,Recycled Cardboard,1.016,0.0015,216,True
P07789,Trash Bag,Household,Mushroom Mycelium,1.633,0.0009,361,True
P07790,Trash Bag,Household,Recycled Cardboard,0.557,0.0018,289,True
P07791,Trash Bag,Household,Mushroom Mycelium,1.716,0.0017,512,True
P07792,Trash Bag,Household,Bagasse,1.922,0.0019,232,True
P07793,Trash Bag,Household,Mushroom Mycelium,1.516,0.0019,216,True
P07794,Trash Bag,Household,Bagasse,0.588,0.0008,630,True
P07795,Trash Bag,Household,Bioplastic (PLA),1.552,0.0018,256,True
P07796,Trash Bag,Household,Mushroom Mycelium,0.959,0.0005,235,True
P07797,Trash Bag,Household,Bamboo Fiber,1.222,0.001,422,True
P07798,Trash Bag,Household,Bagasse,1.471,0.0009,605,True
P07799,Trash Bag,Household,Bamboo Fiber,1.377,0.0016,283,True
P07800,Trash Bag,Household,Bamboo Fiber,1.274,0.0013,518,True
P07801,Trash Bag,Household,Recycled Cardboard,0.863,0.0013,421,True
P07802,Trash Bag,Household,Recycled Cardboard,1.024,0.0017,555,True
P07803,Trash Bag,Household,Mushroom Mycelium,1.605,0.0006,414,True
P07804,Trash Bag,Household,Bagasse,0.778,0.0019,535,True
P07805,Trash Bag,Household,Bioplastic (PLA),1.811,0.0016,188,True
P07806,Trash Bag,Household,Bamboo Fiber,1.792,0.0016,612,True
P07807,Trash Bag,Household,Bagasse,1.702,0.0005,221,True
P07808,Trash Bag,Household,Bioplastic (PLA),1.965,0.0007,629,True
P07809,Trash Bag,Household,Bagasse,0.532,0.0011,102,True
P07810,Trash Bag,Household,Bioplastic (PLA),0.617,0.0012,622,True
P07811,Trash Bag,Household,Bagasse,1.042,0.0019,249,True
P07812,Trash Bag,Household,Bamboo Fiber,1.755,0.0018,562,True
P07813,Trash Bag,Household,Mushroom Mycelium,1.621,0.0013,244,True
P07814,Trash Bag,Household,Mushroom Mycelium,0.581,0.0011,426,True
P07815,Trash Bag,Household,Recycled Cardboard,1.536,0.0013,537,True
P07816,Trash Bag,Household,Recycled Cardboard,1.865,0.0005,539,True
P07817,Trash Bag,Household,Bagasse,1.038,0.0017,600,True
P07818,Trash Bag,Household,Mushroom Mycelium,1.509,0.0017,378,True
P07819,Trash Bag,Household,Bioplastic (PLA),1.771,0.0008,525,True
P07820,Trash Bag,Household,Bagasse,0.86,0.0014,132,True
P07821,Trash Bag,Household,Bioplastic (PLA),1.374,0.0011,285,True
P07822,Trash Bag,Household,Recycled Cardboard,1.626,0.0008,162,True
P07823,Trash Bag,Household,Recycled Cardboard,0.523,0.001,480,True
P07824,Trash Bag,Household,Mushroom Mycelium,1.215,0.0011,601,True
P07825,Trash Bag,Household,Bagasse,1.14,0.0015,77,True
P07826,Trash Bag,Household,Bamboo Fiber,1.533,0.0006,597,True
P07827,Trash Bag,Household,Bamboo Fiber,1.794,0.0011,632,True
P07828,Trash Bag,Household,Recycled Cardboard,1.494,0.0019,364,True
P07829,Trash Bag,Household,Bamboo Fiber,1.749,0.0016,707,True
P07830,Trash Bag,Household,Recycled Cardboard,1.119,0.0008,608,True
P07831,Trash Bag,Household,Bagasse,0.749,0.0016,603,True
P07832,Trash Bag,Household,Bamboo Fiber,1.567,0.001,635,True
P07833,Trash Bag,Household,Bioplastic (PLA),1.658,0.0016,277,True
P07834,Trash Bag,Household,Bagasse,0.685,0.0005,712,True
P07835,Trash Bag,Household,Recycled Cardboard,0.563,0.0019,516,True
P07836,Trash Bag,Household,Mushroom Mycelium,0.935,0.0009,462,True
P07837,Trash Bag,Household,Bamboo Fiber,1.906,0.0013,366,True
P07838,Trash Bag,Household,Bagasse,0.822,0.0019,500,True
P07839,Trash Bag,Household,Bioplastic (PLA),1.802,0.0018,505,True
P07840,Trash Bag,Household,Mushroom Mycelium,1.926,0.0006,153,True
P07841,Trash Bag,Household,Mushroom Mycelium,1.684,0.0012,713,True
P07842,Trash Bag,Household,Bioplastic (PLA),1.147,0.0007,423,True
P07843,Trash Bag,Household,Bamboo Fiber,0.965,0.0005,125,True
P07844,Trash Bag,Household,Bioplastic (PLA),0.586,0.0009,202,True
P07845,Trash Bag,Household,Bioplastic (PLA),0.89,0.002,357,True
P07846,Trash Bag,Household,Bagasse,0.971,0.0006,52,True
P07847,Trash Bag,Household,Bioplastic (PLA),0.776,0.0016,114,True
P07848,Trash Bag,Household,Recycled Cardboard,1.477,0.0015,40,True
P07849,Trash Bag,Household,Bagasse,1.796,0.0016,552,True
P07850,Trash Bag,Household,Mushroom Mycelium,1.332,0.0015,309,True
P07851,Trash Bag,Household,Bioplastic (PLA),0.645,0.001,452,True
P07852,Trash Bag,Household,Bamboo Fiber,1.058,0.0007,447,True
P07853,Trash Bag,Household,Bioplastic (PLA),0.91,0.0008,600,True
P07854,Trash Bag,Household,Bagasse,1.386,0.0011,579,True
P07855,Trash Bag,Household,Bagasse,1.564,0.0015,238,True
P07856,Trash Bag,Household,Recycled Cardboard,0.662,0.0011,619,True
P07857,Trash Bag,Household,Bagasse,0.936,0.0013,343,True
P07858,Trash Bag,Household,Bamboo Fiber,1.284,0.0016,128,True
P07859,Trash Bag,Household,Bagasse,0.887,0.0008,541,True
P07860,Trash Bag,Household,Mushroom Mycelium,1.483,0.0007,173,True
P07861,Trash Bag,Household,Bagasse,0.687,0.0008,488,True
P07862,Trash Bag,Household,Recycled Cardboard,1.628,0.0017,72,True
P07863,Trash Bag,Household,Mushroom Mycelium,0.868,0.0005,264,True
P07864,Trash Bag,Household,Bagasse,1.285,0.0017,179,True
P07865,Trash Bag,Household,Bamboo Fiber,0.952,0.0015,375,True
P07866,Trash Bag,Household,Bioplastic (PLA),0.612,0.0005,464,True
P07867,Trash Bag,Household,Recycled Cardboard,0.956,0.0011,387,True
P07868,Trash Bag,Household,Bamboo Fiber,1.892,0.0012,108,True
P07869,Trash Bag,Household,Bioplastic (PLA),0.77,0.0015,495,True
P07870,Trash Bag,Household,Bamboo Fiber,0.938,0.0016,239,True
P07871,Trash Bag,Household,Mushroom Mycelium,0.51,0.0017,126,True
P07872,Trash Bag,Household,Bamboo Fiber,0.88,0.0013,568,True
P07873,Trash Bag,Household,Bamboo Fiber,1.905,0.0011,367,True
P07874,Trash Bag,Household,Bioplastic (PLA),0.888,0.0009,653,True
P07875,Trash Bag,Household,Bagasse,1.796,0.0018,356,True
P07876,Trash Bag,Household,Mushroom Mycelium,0.697,0.0014,458,True
P07877,Trash Bag,Household,Mushroom Mycelium,1.191,0.0005,639,True
P07878,Trash Bag,Household,Mushroom Mycelium,0.906,0.001,397,True
P07879,Trash Bag,Household,Bioplastic (PLA),1.141,0.0014,458,True
P07880,Trash Bag,Household,Bioplastic (PLA),0.697,0.0012,620,True
P07881,Trash Bag,Household,Recycled Cardboard,0.838,0.0015,150,True
P07882,Trash Bag,Household,Bagasse,1.529,0.0006,34,True
P07883,Trash Bag,Household,Recycled Cardboard,0.531,0.0017,441,True
P07884,Trash Bag,Household,Bioplastic (PLA),1.862,0.0015,144,True
P07885,Trash Bag,Household,Recycled Cardboard,0.93,0.0007,599,True
P07886,Trash Bag,Household,Mushroom Mycelium,1.44,0.0012,563,True
P07887,Trash Bag,Household,Bamboo Fiber,1.024,0.0017,711,True
P07888,Trash Bag,Household,Recycled Cardboard,1.514,0.0013,503,True
P07889,Trash Bag,Household,Bamboo Fiber,1.678,0.0009,199,True
P07890,Trash Bag,Household,Bamboo Fiber,1.554,0.0019,233,True
P07891,Trash Bag,Household,Bagasse,0.833,0.0009,142,True
P07892,Trash Bag,Household,Mushroom Mycelium,1.496,0.0017,161,True
P07893,Trash Bag,Household,Bagasse,1.725,0.0019,269,True
P07894,Trash Bag,Household,Bagasse,1.64,0.0016,487,True
P07895,Trash Bag,Household,Bioplastic (PLA),1.696,0.0011,645,True
P07896,Trash Bag,Household,Mushroom Mycelium,1.455,0.0014,631,True
P07897,Trash Bag,Household,Bagasse,1.708,0.0005,475,True
P07898,Trash Bag,Household,Bamboo Fiber,1.061,0.0013,640,True
P07899,Trash Bag,Household,Mushroom Mycelium,0.502,0.0016,283,True
P07900,Trash Bag,Household,Mushroom Mycelium,1.917,0.001,39,True
P07901,Trash Bag,Household,Mushroom Mycelium,1.035,0.002,98,True
P07902,Trash Bag,Household,Bamboo Fiber,0.556,0.0009,345,True
P07903,Trash Bag,Household,Bagasse,1.71,0.0014,417,True
P07904,Trash Bag,Household,Bamboo Fiber,1.099,0.0008,231,True
P07905,Trash Bag,Household,Mushroom Mycelium,0.506,0.0018,617,True
P07906,Trash Bag,Household,Bamboo Fiber,0.954,0.0019,366,True
P07907,Trash Bag,Household,Bagasse,0.86,0.0008,685,True
P07908,Trash Bag,Household,Recycled Cardboard,1.775,0.0008,510,True
P07909,Trash Bag,Household,Recycled Cardboard,0.74,0.0013,391,True
P07910,Trash Bag,Household,Mushroom Mycelium,1.018,0.0015,484,True
P07911,Trash Bag,Household,Bagasse,0.968,0.0019,535,True
P07912,Trash Bag,Household,Bagasse,1.761,0.0019,162,True
P07913,Trash Bag,Household,Mushroom Mycelium,1.905,0.0007,40,True
P07914,Trash Bag,Household,Bioplastic (PLA),1.308,0.0006,102,True
P07915,Trash Bag,Household,Recycled Cardboard,1.867,0.0015,677,True
P07916,Trash Bag,Household,Mushroom Mycelium,1.449,0.0016,322,True
P07917,Trash Bag,Household,Recycled Cardboard,1.979,0.0011,179,True
P07918,Trash Bag,Household,Bagasse,1.109,0.0019,383,True
P07919,Trash Bag,Household,Bagasse,1.068,0.0017,555,True
P07920,Trash Bag,Household,Recycled Cardboard,1.232,0.0011,573,True
P07921,Trash Bag,Household,Mushroom Mycelium,1.068,0.0006,379,True
P07922,Trash Bag,Household,Bamboo Fiber,1.164,0.0007,53,True
P07923,Trash Bag,Household,Bamboo Fiber,1.789,0.0011,246,True
P07924,Trash Bag,Household,Bagasse,0.564,0.0008,725,True
P07925,Trash Bag,Household,Bamboo Fiber,0.719,0.0011,478,True
P07926,Trash Bag,Household,Bagasse,1.431,0.0011,261,True
P07927,Trash Bag,Household,Recycled Cardboard,1.099,0.0012,254,True
P07928,Trash Bag,Household,Bioplastic (PLA),0.628,0.0008,91,True
P07929,Trash Bag,Household,Recycled Cardboard,1.624,0.0017,310,True
P07930,Trash Bag,Household,Recycled Cardboard,0.521,0.0008,168,True
P07931,Trash Bag,Household,Bagasse,1.968,0.0007,177,True
