material_id,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,moisture_barrier_grade,cost_per_unit,heat_resistance_c,flexibility_score
M07293,Bamboo Fiber,41.35,3.23,93.75,0.6,34.64,5,18.94,176,3
M07294,Bamboo Fiber,35.82,4.49,97.72,0.74,36.96,6,17.93,163,3
M07295,Bamboo Fiber,50.04,3.68,98.22,0.73,41.98,6,18.35,143,2
M07296,Bamboo Fiber,46.67,4.92,96.47,0.83,40.86,5,19.37,174,4
M07297,Bamboo Fiber,48.69,2.59,98.01,0.69,38.0,8,19.57,162,2
M07298,Bamboo Fiber,48.42,4.09,95.94,0.85,33.95,6,18.59,151,3
M07299,Bamboo Fiber,46.88,2.3,95.86,0.79,36.5,7,20.24,183,3
M07300,Bamboo Fiber,45.58,3.48,100.0,0.8,33.49,6,18.81,161,2
M07301,Bamboo Fiber,46.27,4.9,93.86,0.71,38.39,8,20.38,183,4
M07302,Bamboo Fiber,39.43,3.87,99.06,0.83,44.89,8,18.14,152,2
M07303,Bamboo Fiber,37.68,5.11,97.0,0.83,43.5,7,17.27,142,3
M07304,Bamboo Fiber,47.67,3.65,96.68,0.9,32.04,7,18.97,156,2
M07305,Bamboo Fiber,42.74,3.94,97.42,0.6,37.01,5,18.92,173,2
M07306,Bamboo Fiber,48.85,3.58,94.07,0.77,42.42,7,19.48,164,5
M07307,Bamboo Fiber,43.53,5.36,96.51,0.65,42.25,5,17.75,148,4
M07308,Bamboo Fiber,38.72,4.67,97.64,0.82,40.37,5,17.02,143,4
M07309,Bamboo Fiber,42.1,4.76,95.25,0.63,42.77,7,18.41,156,2
M07310,Bamboo Fiber,45.48,4.74,95.93,0.87,37.84,5,19.35,176,4
M07311,Bamboo Fiber,48.8,2.34,93.62,0.79,36.85,7,19.13,157,4
M07312,Bamboo Fiber,42.88,3.61,99.56,0.74,42.79,8,18.79,158,2
M07313,Bamboo Fiber,49.4,6.0,95.82,0.67,45.0,6,19.54,168,2
M07314,Bamboo Fiber,49.22,4.91,97.16,0.66,40.62,5,18.77,157,2
M07315,Bamboo Fiber,44.39,4.12,97.94,0.7,40.54,8,18.34,146,2
M07316,Bamboo Fiber,46.29,4.08,97.69,0.7,41.41,7,19.58,171,2
M07317,Bamboo Fiber,46.37,3.73,97.87,0.7,41.41,6,19.79,179,3
M07318,Bamboo Fiber,37.5,3.46,95.46,0.6,39.87,7,18.95,176,2
M07319,Bamboo Fiber,43.45,3.68,95.2,0.7,45.0,7,18.2,149,4
M07320,Bamboo Fiber,44.15,2.0,99.55,0.74,43.65,7,19.36,171,3
M07321,Bamboo Fiber,46.2,3.63,98.74,0.61,30.0,8,19.72,170,4
M07322,Bamboo Fiber,55.0,4.03,97.99,0.84,43.88,5,19.55,161,3
M07323,Bamboo Fiber,40.78,3.72,96.81,0.69,38.82,5,17.88,156,2
M07324,Bamboo Fiber,55.0,3.24,96.33,0.87,34.62,6,20.2,170,4
M07325,Bamboo Fiber,53.96,4.72,97.77,0.79,43.93,6,19.35,155,2
M07326,Bamboo Fiber,39.09,3.89,100.0,0.74,37.24,8,18.61,162,4
M07327,Bamboo Fiber,48.73,5.85,93.29,0.79,45.0,9,20.47,176,2
M07328,Bamboo Fiber,49.03,3.14,95.59,0.69,38.69,8,19.7,164,4
M07329,Bamboo Fiber,45.33,2.02,94.48,0.6,34.66,7,19.03,162,2
M07330,Bamboo Fiber,48.11,3.14,95.98,0.82,35.67,6,18.51,150,2
M07331,Bamboo Fiber,53.73,4.83,96.75,0.7,37.4,6,19.02,149,2
M07332,Bamboo Fiber,37.25,2.4,97.54,0.8,39.19,6,17.22,146,4
M07333,Bamboo Fiber,46.94,5.09,97.5,0.69,36.5,6,18.54,153,2
M07334,Bamboo Fiber,44.22,6.0,95.0,0.81,36.2,6,17.97,147,2
M07335,Bamboo Fiber,47.5,6.0,94.29,0.89,38.47,5,18.0,145,2
M07336,Bamboo Fiber,40.49,2.56,97.45,0.73,39.18,6,18.65,168,3
M07337,Bamboo Fiber,50.71,4.14,95.11,0.77,39.3,7,18.82,147,4
M07338,Bamboo Fiber,44.81,3.95,96.67,0.79,33.86,7,19.23,167,4
M07339,Bamboo Fiber,39.29,4.58,97.88,0.66,36.64,6,18.78,173,2
M07340,Bamboo Fiber,52.62,4.85,95.21,0.88,35.53,5,18.76,150,3
M07341,Bamboo Fiber,39.75,3.65,96.71,0.7,38.67,5,19.12,183,2
M07342,Bamboo Fiber,47.64,4.42,99.52,0.74,39.6,5,19.31,171,3
M07343,Bamboo Fiber,44.82,3.84,94.33,0.85,35.53,6,18.58,158,2
M07344,Bamboo Fiber,44.29,4.04,98.16,0.73,34.1,7,18.23,148,2
M07345,Bamboo Fiber,38.73,2.83,96.28,0.69,34.79,6,17.67,152,4
M07346,Bamboo Fiber,46.57,2.0,97.73,0.69,39.4,8,19.56,166,2
M07347,Bamboo Fiber,41.81,4.65,96.38,0.79,36.61,7,18.63,161,2
M07348,Bamboo Fiber,48.31,5.09,95.74,0.89,30.94,6,19.63,172,2
M07349,Bamboo Fiber,46.79,3.52,97.31,0.85,33.36,7,19.88,176,2
M07350,Bamboo Fiber,47.98,3.49,96.81,0.63,35.5,8,20.35,179,3
M07351,Bamboo Fiber,37.69,3.05,97.62,0.69,39.75,5,17.97,164,2
M07352,Bamboo Fiber,52.41,4.07,97.74,0.88,31.46,8,20.79,179,2
M07353,Bamboo Fiber,46.86,2.92,99.33,0.83,40.71,6,20.39,190,4
M07354,Bamboo Fiber,48.45,4.76,98.33,0.8,32.88,9,20.95,186,3
M07355,Bamboo Fiber,45.28,4.31,97.72,0.69,43.14,7,19.08,163,3
M07356,Bamboo Fiber,45.65,4.79,94.52,0.77,44.22,6,19.36,172,3
M07357,Bamboo Fiber,36.86,4.57,96.77,0.63,43.32,6,18.49,172,2
M07358,Bamboo Fiber,40.88,5.09,99.09,0.71,41.87,7,17.64,143,2
M07359,Bamboo Fiber,35.45,4.35,98.88,0.68,39.02,5,16.7,143,2
M07360,Bamboo Fiber,35.31,4.92,94.38,0.6,42.36,7,16.98,141,2
M07361,Bamboo Fiber,48.81,4.05,95.9,0.87,38.06,7,19.38,162,2
M07362,Bamboo Fiber,35.7,4.37,94.91,0.61,30.65,7,17.57,152,2
M07363,Bamboo Fiber,49.09,2.96,95.34,0.9,39.99,5,18.66,155,4
M07364,Bamboo Fiber,45.41,4.21,98.18,0.81,35.34,9,19.99,173,3
M07365,Bamboo Fiber,43.92,4.24,95.55,0.7,42.63,6,18.89,166,4
M07366,Bamboo Fiber,46.12,5.1,97.7,0.75,32.72,5,19.31,174,2
M07367,Bamboo Fiber,42.97,3.21,96.09,0.74,35.11,6,18.15,153,3
M07368,Bamboo Fiber,35.0,4.14,95.17,0.69,41.17,5,17.9,168,4
M07369,Bamboo Fiber,43.59,3.59,98.74,0.66,44.5,6,18.71,163,2
M07370,Bamboo Fiber,50.79,4.28,100.0,0.77,35.7,7,20.53,181,3
M07371,Bamboo Fiber,41.79,4.99,96.54,0.84,39.81,6,17.13,135,3
M07372,Bamboo Fiber,51.29,3.53,95.48,0.9,33.35,7,20.38,177,3
M07373,Bamboo Fiber,44.04,4.6,95.95,0.76,40.9,7,18.85,161,2
M07374,Bamboo Fiber,45.8,6.0,97.52,0.62,30.54,6,20.08,186,2
M07375,Bamboo Fiber,41.13,4.54,95.89,0.73,34.44,7,18.81,166,3
M07376,Bamboo Fiber,41.42,3.65,96.84,0.6,33.63,6,18.59,165,3
M07377,Bamboo Fiber,52.4,5.22,95.34,0.9,40.73,8,19.39,151,2
M07378,Bamboo Fiber,38.37,5.66,96.24,0.71,39.01,7,18.09,157,3
M07379,Bamboo Fiber,52.83,4.26,97.19,0.75,40.37,7,19.58,158,4
M07380,Bamboo Fiber,42.85,6.0,100.0,0.69,40.03,5,18.38,162,2
M07381,Bamboo Fiber,43.92,3.04,94.86,0.8,37.89,6,19.19,172,3
M07382,Bamboo Fiber,36.04,4.59,98.43,0.81,39.37,7,18.2,164,2
M07383,Bamboo Fiber,38.76,4.86,98.12,0.72,41.82,7,18.88,172,4
M07384,Bamboo Fiber,44.16,5.36,96.21,0.72,37.72,6,18.12,150,3
M07385,Bamboo Fiber,45.51,5.39,97.53,0.79,38.15,7,18.2,145,3
M07386,Bamboo Fiber,46.68,4.22,97.56,0.7,37.53,6,18.92,161,3
M07387,Bamboo Fiber,45.88,3.58,99.55,0.64,40.85,7,18.04,141,2
M07388,Bamboo Fiber,55.0,4.49,93.76,0.9,41.22,8,20.9,176,2
M07389,Bamboo Fiber,55.0,5.01,95.16,0.81,44.32,5,19.45,159,2
M07390,Bamboo Fiber,44.86,4.12,93.96,0.67,45.0,5,17.64,143,3
M07391,Bamboo Fiber,40.44,3.56,94.81,0.74,37.18,6,18.84,172,2
M07392,Bamboo Fiber,48.89,5.5,94.73,0.8,39.55,6,19.49,168,3
M07393,Bamboo Fiber,35.7,3.0,94.84,0.64,34.61,7,18.02,161,2
M07394,Bamboo Fiber,38.89,4.99,98.85,0.63,45.0,8,17.44,139,2
M07395,Bamboo Fiber,46.66,2.92,95.08,0.66,32.26,7,18.02,139,2
M07396,Bamboo Fiber,46.13,5.25,95.01,0.85,33.9,6,18.66,157,3
M07397,Bamboo Fiber,40.8,5.47,95.07,0.81,33.57,7,18.73,165,2
M07398,Bamboo Fiber,45.09,3.23,96.65,0.85,38.78,5,18.96,169,3
M07399,Bamboo Fiber,38.55,4.9,94.21,0.6,36.65,6,18.3,165,4
M07400,Bamboo Fiber,52.16,4.7,97.87,0.9,42.31,6,19.32,158,2
M07401,Bamboo Fiber,42.42,3.82,94.82,0.8,33.72,6,17.74,146,2
M07402,Bamboo Fiber,42.76,4.38,95.04,0.8,38.23,5,18.68,168,2
M07403,Bamboo Fiber,43.45,3.21,98.86,0.67,33.11,6,18.25,154,3
M07404,Bamboo Fiber,50.49,3.57,93.77,0.7,32.21,7,19.75,166,2
M07405,Bamboo Fiber,45.38,2.95,97.72,0.79,37.32,5,18.39,157,3
M07406,Bamboo Fiber,44.43,4.77,92.47,0.7,34.86,6,19.29,173,3
M07407,Bamboo Fiber,45.97,2.99,96.84,0.74,36.0,7,17.65,133,2
M07408,Bamboo Fiber,52.2,6.0,99.78,0.9,34.1,7,19.42,156,3
M07409,Bamboo Fiber,39.5,3.27,100.0,0.63,40.73,7,16.85,130,2
M07410,Bamboo Fiber,50.89,3.77,94.94,0.89,37.49,6,19.99,174,3
M07411,Bamboo Fiber,48.7,6.0,97.58,0.89,42.31,6,20.02,179,3
M07412,Bamboo Fiber,55.0,3.85,96.09,0.89,36.29,6,19.4,154,2
M07413,Bamboo Fiber,43.32,3.54,95.23,0.77,32.34,6,18.53,160,2
M07414,Bamboo Fiber,48.94,3.54,99.4,0.9,34.35,6,18.54,149,3
M07415,Bamboo Fiber,46.66,2.87,97.79,0.73,41.13,5,17.67,140,3
M07416,Bamboo Fiber,52.19,3.55,95.46,0.82,39.15,8,19.02,144,2
M07417,Bamboo Fiber,52.48,4.46,99.48,0.75,31.66,7,19.4,155,4
M07418,Bamboo Fiber,37.97,3.78,98.06,0.67,38.18,6,18.5,170,2
M07419,Bamboo Fiber,41.79,5.26,97.16,0.71,35.17,5,19.08,178,4
M07420,Bamboo Fiber,47.44,3.33,100.0,0.86,35.49,6,18.24,146,2
M07421,Bamboo Fiber,52.25,3.47,95.69,0.74,37.87,6,18.43,140,2
M07422,Bamboo Fiber,44.12,3.23,94.53,0.85,36.73,5,18.16,155,5
M07423,Bamboo Fiber,41.81,2.41,96.51,0.69,40.08,8,19.03,165,2
M07424,Bamboo Fiber,43.36,3.71,97.5,0.65,32.52,8,19.64,174,2
M07425,Bamboo Fiber,49.41,5.3,96.01,0.83,40.93,7,18.49,143,4
M07426,Bamboo Fiber,40.52,4.13,99.45,0.71,36.29,6,17.8,151,4
M07427,Bamboo Fiber,42.14,3.5,95.25,0.64,42.89,7,17.26,133,2
M07428,Bamboo Fiber,45.49,3.64,97.65,0.85,38.21,6,19.45,174,3
M07429,Bamboo Fiber,35.0,5.02,95.67,0.6,30.49,6,17.25,151,3
M07430,Bamboo Fiber,49.64,3.89,96.81,0.81,34.97,7,18.51,143,2
M07431,Bamboo Fiber,35.0,3.58,95.16,0.8,34.32,5,17.3,156,3
M07432,Bamboo Fiber,47.17,3.6,97.03,0.76,32.37,5,19.62,178,2
M07433,Bamboo Fiber,45.85,4.49,96.77,0.66,45.0,8,18.54,147,3
M07434,Bamboo Fiber,47.75,2.89,94.75,0.85,33.27,6,20.32,187,3
M07435,Bamboo Fiber,47.14,3.16,93.87,0.76,41.7,5,18.86,163,2
M07436,Bamboo Fiber,44.53,4.04,96.41,0.68,35.06,6,18.1,149,3
M07437,Bamboo Fiber,50.37,3.66,95.93,0.77,30.89,7,20.79,187,2
M07438,Bamboo Fiber,45.27,2.9,97.7,0.71,40.55,7,20.08,183,2
M07439,Bamboo Fiber,44.71,4.9,96.4,0.71,32.96,6,17.82,143,3
M07440,Bamboo Fiber,49.82,4.9,97.7,0.83,37.74,7,18.88,150,3
M07441,Bamboo Fiber,45.09,4.37,95.68,0.72,43.33,9,20.11,176,4
M07442,Bamboo Fiber,51.98,3.9,93.85,0.67,40.63,7,19.0,148,3
M07443,Bamboo Fiber,49.15,5.8,95.84,0.77,30.18,7,19.52,164,2
M07444,Bamboo Fiber,44.99,5.01,97.14,0.78,38.95,6,19.3,172,4
M07445,Bamboo Fiber,39.95,3.01,95.09,0.74,41.37,7,17.25,137,4
M07446,Bamboo Fiber,46.23,4.48,97.15,0.73,39.54,6,18.57,155,3
M07447,Bamboo Fiber,45.02,4.02,98.62,0.86,39.11,6,19.6,178,2
M07448,Bamboo Fiber,46.44,4.86,95.36,0.71,34.31,7,20.24,184,2
M07449,Bamboo Fiber,43.21,3.75,95.66,0.81,35.03,7,19.02,166,2
M07450,Bamboo Fiber,51.4,4.38,95.51,0.77,43.39,6,18.39,141,5
M07451,Bamboo Fiber,35.69,5.25,97.34,0.6,45.0,5,16.87,146,2
M07452,Bamboo Fiber,47.38,4.13,97.21,0.62,36.62,5,19.09,167,3
M07453,Bamboo Fiber,38.16,3.31,96.19,0.61,35.61,7,17.82,152,3
M07454,Bamboo Fiber,46.72,4.28,95.38,0.88,41.28,5,18.12,149,2
M07455,Bamboo Fiber,46.9,4.65,97.17,0.88,40.79,5,19.74,181,4
M07456,Bamboo Fiber,47.66,3.81,96.35,0.88,37.56,7,19.57,168,4
M07457,Bamboo Fiber,41.66,4.07,97.05,0.71,31.91,7,17.07,130,2
M07458,Bamboo Fiber,39.83,5.01,95.14,0.85,42.59,6,19.33,183,2
M07459,Bamboo Fiber,47.64,4.07,97.48,0.87,39.72,6,18.96,160,3
M07460,Bamboo Fiber,46.71,2.64,99.59,0.81,44.12,7,19.62,171,3
M07461,Bamboo Fiber,44.35,5.48,95.77,0.6,39.86,6,19.39,175,2
M07462,Bamboo Fiber,41.8,3.73,95.94,0.79,35.17,7,18.53,159,3
M07463,Bamboo Fiber,46.85,3.3,95.72,0.8,43.05,8,19.14,157,3
M07464,Bamboo Fiber,46.53,3.17,95.42,0.74,36.13,6,19.55,174,4
M07465,Bamboo Fiber,42.71,3.86,93.34,0.77,41.1,7,18.62,159,5
M07466,Bamboo Fiber,43.33,4.9,97.33,0.81,31.58,6,19.63,182,3
M07467,Bamboo Fiber,46.34,3.57,97.92,0.78,43.26,7,18.98,159,3
M07468,Bamboo Fiber,55.0,5.03,95.35,0.9,38.69,7,19.2,146,3
M07469,Bamboo Fiber,49.74,3.95,96.57,0.85,42.94,5,19.12,163,2
M07470,Bamboo Fiber,43.06,3.42,96.69,0.74,34.56,6,17.91,148,3
M07471,Bamboo Fiber,38.64,3.47,95.64,0.66,33.76,7,18.36,162,2
M07472,Bamboo Fiber,44.13,4.7,97.22,0.6,36.45,6,17.26,133,2
M07473,Bamboo Fiber,45.15,2.62,98.1,0.76,43.55,5,18.87,167,4
M07474,Bamboo Fiber,39.59,4.42,100.0,0.61,35.98,5,18.66,174,2
M07475,Bamboo Fiber,43.56,2.56,100.0,0.84,30.0,6,18.76,164,2
M07476,Bamboo Fiber,48.88,4.07,100.0,0.9,32.06,6,19.24,163,2
M07477,Bamboo Fiber,49.61,5.89,95.03,0.8,38.97,7,18.86,150,3
M07478,Bamboo Fiber,53.76,4.76,99.3,0.73,37.69,7,20.73,179,2
M07479,Bamboo Fiber,47.31,3.77,99.35,0.66,38.34,8,17.88,131,2
M07480,Bamboo Fiber,48.05,2.72,96.83,0.83,39.71,7,19.91,174,2
M07481,Bamboo Fiber,49.69,2.71,96.56,0.71,37.81,8,19.12,151,2
M07482,Bamboo Fiber,46.89,4.66,96.6,0.86,36.46,6,19.59,174,3
M07483,Bamboo Fiber,51.01,3.33,95.32,0.88,40.55,6,18.95,153,3
M07484,Bamboo Fiber,40.35,3.65,97.12,0.6,37.66,7,19.28,177,3
M07485,Bamboo Fiber,46.97,5.08,97.54,0.82,39.61,5,19.25,171,2
M07486,Bamboo Fiber,48.2,4.28,98.13,0.8,38.09,7,19.57,167,2
M07487,Bamboo Fiber,48.39,3.67,99.72,0.84,39.66,8,19.64,164,2
M07488,Bamboo Fiber,39.61,3.92,97.47,0.81,36.63,6,17.61,149,4
M07489,Bamboo Fiber,42.63,2.0,95.19,0.6,33.48,5,18.36,162,3
M07490,Bamboo Fiber,49.82,4.91,98.23,0.69,30.22,7,19.03,153,2
M07491,Bamboo Fiber,43.52,2.94,97.17,0.74,31.3,6,18.35,156,3
M07492,Bamboo Fiber,43.36,2.94,94.35,0.62,31.6,6,17.99,149,3
M07493,Bamboo Fiber,40.06,6.0,98.07,0.71,43.42,8,18.16,151,3
M07494,Bamboo Fiber,46.57,3.25,98.15,0.75,35.05,7,19.41,167,2
M07495,Bamboo Fiber,51.73,3.09,99.07,0.9,37.01,6,19.97,172,2
M07496,Bamboo Fiber,52.77,3.49,96.24,0.85,41.7,6,19.03,151,2
M07497,Bamboo Fiber,45.61,4.85,99.18,0.66,40.75,5,18.46,158,3
M07498,Bamboo Fiber,50.13,3.86,99.35,0.76,36.34,8,19.86,165,2
M07499,Bamboo Fiber,43.46,2.94,98.21,0.77,33.8,6,20.05,190,4
M07500,Bamboo Fiber,44.11,2.15,95.16,0.63,35.89,7,18.91,162,2
M07501,Bamboo Fiber,46.18,3.33,94.63,0.73,42.1,7,19.07,161,2
M07502,Bamboo Fiber,48.93,4.56,100.0,0.9,43.21,7,19.24,159,3
M07503,Bamboo Fiber,41.03,4.94,95.94,0.86,41.57,6,16.8,130,3
M07504,Bamboo Fiber,47.56,4.56,94.77,0.78,41.09,8,20.41,181,2
M07505,Bamboo Fiber,46.92,4.05,98.58,0.87,42.41,7,18.39,146,2
M07506,Bamboo Fiber,40.42,4.36,96.09,0.73,34.09,6,18.29,161,2
M07507,Bamboo Fiber,48.8,4.84,95.94,0.71,41.48,6,18.03,139,2
M07508,Bamboo Fiber,43.91,4.6,97.98,0.7,34.67,5,18.89,170,2
M07509,Bamboo Fiber,46.02,3.38,94.67,0.82,38.88,7,18.95,159,4
M07510,Bamboo Fiber,52.69,3.91,93.55,0.68,39.72,5,18.82,151,3
M07511,Bamboo Fiber,46.0,3.74,95.46,0.71,42.31,5,17.25,133,2
M07512,Bamboo Fiber,48.44,4.58,94.81,0.85,35.94,6,18.44,148,4
M07513,Bamboo Fiber,36.45,4.3,99.6,0.67,38.5,8,17.6,147,4
M07514,Bamboo Fiber,41.89,3.92,98.28,0.6,33.16,6,19.79,188,3
M07515,Bamboo Fiber,35.0,4.83,100.0,0.68,41.8,6,17.0,146,2
M07516,Bamboo Fiber,41.01,3.06,96.23,0.6,32.18,7,18.95,169,4
M07517,Bamboo Fiber,41.59,4.11,100.0,0.6,40.17,8,19.26,170,2
M07518,Bamboo Fiber,45.23,3.05,96.7,0.85,35.72,6,18.82,162,3
M07519,Bamboo Fiber,35.0,5.78,97.51,0.71,33.46,7,18.65,175,3
M07520,Bamboo Fiber,43.54,3.18,97.81,0.6,33.76,5,17.7,147,2
M07521,Bamboo Fiber,46.51,3.67,94.21,0.65,36.36,7,19.55,170,5
M07522,Bamboo Fiber,48.81,3.32,98.16,0.9,31.04,6,18.68,152,2
M07523,Bamboo Fiber,48.71,4.08,92.95,0.86,35.29,6,19.77,174,3
M07524,Bamboo Fiber,42.93,4.44,98.99,0.62,33.91,6,17.84,147,4
M07525,Bamboo Fiber,46.63,3.49,94.65,0.66,38.84,6,18.21,147,4
M07526,Bamboo Fiber,42.9,3.81,97.59,0.6,42.01,7,20.19,190,2
M07527,Bamboo Fiber,43.47,3.28,95.36,0.85,37.01,8,20.15,184,2
M07528,Bamboo Fiber,46.27,4.34,93.59,0.84,34.75,8,18.33,142,2
M07529,Bamboo Fiber,51.34,4.29,98.86,0.82,43.3,6,18.13,136,3
M07530,Bamboo Fiber,51.53,4.77,99.92,0.73,35.0,8,18.75,140,2
M07531,Bamboo Fiber,44.43,4.24,95.24,0.62,41.24,8,19.84,176,3
M07532,Bamboo Fiber,50.9,3.28,94.31,0.66,43.7,6,19.64,167,3
M07533,Bamboo Fiber,49.53,3.24,95.17,0.9,44.24,8,19.55,160,2
M07534,Bamboo Fiber,41.12,2.95,96.98,0.6,43.25,7,18.86,167,4
M07535,Bamboo Fiber,38.97,3.17,95.0,0.66,34.96,6,17.65,151,4
M07536,Bamboo Fiber,36.3,4.6,93.72,0.6,36.12,6,16.88,141,3
M07537,Bamboo Fiber,37.16,4.08,96.02,0.6,44.09,6,18.27,167,2
M07538,Bamboo Fiber,41.01,4.25,96.87,0.6,38.1,5,18.6,170,4
M07539,Bamboo Fiber,40.02,4.41,98.72,0.64,34.53,6,17.05,137,3
M07540,Bamboo Fiber,45.05,3.72,96.23,0.71,35.7,6,18.7,160,2
M07541,Bamboo Fiber,45.87,4.61,98.82,0.67,35.05,6,18.44,153,3
M07542,Bamboo Fiber,45.89,2.51,99.81,0.61,41.51,8,18.79,152,2
M07543,Bamboo Fiber,42.09,2.0,93.31,0.6,36.0,6,19.26,177,3
M07544,Bamboo Fiber,55.0,2.97,94.51,0.83,32.02,7,19.85,159,2
M07545,Bamboo Fiber,41.35,4.38,97.82,0.6,37.45,6,19.84,190,3
M07546,Bamboo Fiber,44.61,3.66,98.41,0.6,37.2,7,18.11,145,2
M07547,Bamboo Fiber,49.14,5.27,98.49,0.7,41.04,7,19.36,161,2
M07548,Bamboo Fiber,50.49,3.55,98.64,0.8,35.57,6,18.75,150,2
M07549,Bamboo Fiber,47.35,3.88,95.98,0.76,39.53,7,19.68,171,3
M07550,Bamboo Fiber,50.57,4.35,98.29,0.77,41.63,6,19.21,159,3
M07551,Bamboo Fiber,40.87,4.01,95.29,0.83,33.38,7,17.74,145,2
M07552,Bamboo Fiber,46.41,3.95,98.12,0.62,36.4,7,18.64,152,2
M07553,Bamboo Fiber,48.71,4.83,95.31,0.79,43.02,6,19.12,161,3
M07554,Bamboo Fiber,47.79,3.85,94.0,0.8,42.14,7,18.33,143,4
M07555,Bamboo Fiber,49.64,4.56,96.04,0.69,40.43,6,19.56,168,2
M07556,Bamboo Fiber,41.71,3.3,95.42,0.83,41.23,5,18.02,157,2
M07557,Bamboo Fiber,43.44,3.3,95.93,0.61,42.28,8,18.04,142,3
M07558,Bamboo Fiber,45.11,4.71,94.5,0.82,36.99,6,18.66,159,2
M07559,Bamboo Fiber,55.0,3.84,97.48,0.84,40.53,6,20.15,169,3
M07560,Bamboo Fiber,43.3,4.5,100.0,0.6,40.02,6,19.43,178,3
M07561,Bamboo Fiber,38.01,4.71,97.86,0.73,42.39,7,18.65,169,3
M07562,Bamboo Fiber,50.81,4.47,96.86,0.88,37.44,7,18.58,142,2
M07563,Bamboo Fiber,43.25,4.71,98.0,0.74,33.67,5,17.07,135,3
M07564,Bamboo Fiber,50.46,2.95,98.06,0.88,39.6,7,20.0,171,2
M07565,Bamboo Fiber,49.27,3.92,98.37,0.7,40.99,7,19.28,159,2
M07566,Bamboo Fiber,42.24,4.03,98.82,0.79,42.52,8,19.12,166,2
M07567,Bamboo Fiber,42.65,4.06,94.73,0.8,44.32,7,18.36,154,3
M07568,Bamboo Fiber,35.47,2.28,96.96,0.72,35.29,7,16.75,136,3
M07569,Bamboo Fiber,48.1,2.22,97.11,0.69,34.21,5,18.96,163,2
M07570,Bamboo Fiber,45.69,3.68,96.2,0.74,39.69,7,19.77,176,3
M07571,Bamboo Fiber,39.81,4.78,92.82,0.74,40.08,8,18.33,155,3
M07572,Bamboo Fiber,49.57,5.68,99.83,0.69,33.23,5,19.41,169,3
M07573,Bamboo Fiber,40.01,4.6,98.35,0.65,37.97,6,17.05,137,2
M07574,Bamboo Fiber,35.92,3.73,96.25,0.6,36.47,9,19.89,190,3
M07575,Bamboo Fiber,41.53,3.8,94.0,0.74,30.94,5,19.65,190,2
M07576,Bamboo Fiber,44.28,5.08,93.26,0.7,42.94,6,18.78,163,2
M07577,Bamboo Fiber,52.14,4.35,97.28,0.77,39.48,6,19.21,156,2
M07578,Bamboo Fiber,45.38,3.42,100.0,0.67,37.27,7,20.29,187,3
M07579,Bamboo Fiber,43.39,5.34,99.03,0.62,45.0,6,19.14,172,3
M07580,Bamboo Fiber,41.03,3.73,97.3,0.62,38.8,9,18.55,153,3
M07581,Bamboo Fiber,47.24,4.18,95.64,0.9,37.53,7,18.32,144,4
M07582,Bamboo Fiber,40.37,4.31,96.65,0.7,35.01,6,18.79,171,2
M07583,Bamboo Fiber,49.25,3.64,97.09,0.9,33.15,7,19.88,171,2
M07584,Bamboo Fiber,39.36,4.39,97.23,0.62,38.65,6,18.69,171,3
M07585,Bamboo Fiber,44.61,3.02,94.59,0.87,30.0,6,18.41,155,4
M07586,Bamboo Fiber,43.17,3.93,98.8,0.84,41.3,6,19.52,180,2
M07587,Bamboo Fiber,42.63,3.32,93.99,0.72,35.0,6,18.51,161,2
M07588,Bamboo Fiber,41.06,4.69,97.67,0.6,31.49,5,18.01,158,2
M07589,Bamboo Fiber,48.8,5.0,99.05,0.82,33.43,8,20.98,190,3
M07590,Bamboo Fiber,38.46,3.25,96.56,0.74,42.09,7,17.75,150,5
M07591,Bamboo Fiber,43.31,3.31,96.89,0.72,36.36,6,17.83,146,3
M07592,Bamboo Fiber,45.01,5.63,97.31,0.62,38.25,7,18.95,161,2
M07593,Bamboo Fiber,48.95,3.26,96.94,0.75,37.09,8,19.35,157,2
M07594,Bamboo Fiber,48.83,3.67,96.45,0.69,41.11,6,19.88,176,2
M07595,Bamboo Fiber,51.96,2.82,97.15,0.9,33.73,8,19.25,149,4
M07596,Bamboo Fiber,52.93,5.23,96.12,0.75,33.1,7,18.99,146,2
M07597,Bamboo Fiber,44.45,3.16,99.26,0.77,37.85,7,18.45,152,5
M07598,Bamboo Fiber,46.29,2.58,98.51,0.64,43.42,8,20.73,190,4
M07599,Bamboo Fiber,47.01,2.45,97.88,0.88,38.59,5,18.8,162,2
M07600,Bamboo Fiber,46.9,3.09,99.65,0.86,38.36,8,18.54,145,2
M07601,Bamboo Fiber,44.0,2.65,95.91,0.65,37.08,7,19.4,172,2
M07602,Bamboo Fiber,55.0,5.03,93.91,0.81,42.2,7,19.65,155,2
M07603,Bamboo Fiber,45.78,3.51,94.29,0.64,39.69,6,20.13,187,2
M07604,Bamboo Fiber,46.96,4.35,98.25,0.89,39.63,6,18.35,149,3
M07605,Bamboo Fiber,50.23,4.64,97.59,0.74,44.81,6,19.02,156,3
M07606,Bamboo Fiber,46.46,4.66,95.02,0.71,37.62,6,18.45,152,2
M07607,Bamboo Fiber,48.11,5.43,97.88,0.82,43.18,5,18.11,146,2
M07608,Bamboo Fiber,46.01,2.49,93.87,0.9,41.09,5,17.7,142,2
