material_id,material_name,material_type,recommended_product_category,max_weight_capacity_kg,moisture_resistance_level,suitable_for_fragile,suitable_for_liquid,suitable_for_moisture_sensitive,suitable_for_temperature_sensitive,recyclable_percent,biodegradable_days,co2_per_kg,cost_per_kg_inr,suitability_score,strength_rating_per_kg
598,Starch-based Bioplastic Variant 97-4,Starch-based Bioplastic,Food & Beverages,39.5,5,False,False,False,True,72,624,1.064,233.33,0.583,8.1
599,Starch-based Bioplastic Variant 97-5,Starch-based Bioplastic,Industrial Goods,35.7,5,True,True,False,True,68,513,1.955,348.91,0.496,7.3
600,Starch-based Bioplastic Variant 97-6,Starch-based Bioplastic,Industrial Goods,49.6,1,False,True,False,False,52,355,2.223,239.92,0.488,9.0
601,Starch-based Bioplastic Variant 97-7,Starch-based Bioplastic,Pharmaceuticals,50.0,4,True,False,False,True,43,283,2.298,196.46,0.487,10.0
602,Steel Can Variant 98-1,Steel Can,Pharmaceuticals,6.5,4,False,True,False,False,85,-1,6.267,334.2,0.378,1.8
603,Steel Can Variant 98-2,Steel Can,Cosmetics & Beauty,3.7,2,True,False,False,True,81,-1,8.253,351.27,0.362,2.1
604,Steel Can Variant 98-3,Steel Can,Apparel & Fashion,41.5,4,True,True,False,True,95,-1,4.74,196.98,0.561,7.8
605,Steel Can Variant 98-4,Steel Can,Home & Living,29.4,4,True,False,False,False,100,-1,4.898,291.21,0.51,5.4
606,Steel Can Variant 98-5,Steel Can,Home & Living,3.7,3,False,False,True,True,82,-1,6.411,327.45,0.379,2.3
607,Corrugated Cardboard Variant 99-1,Corrugated Cardboard,Home & Living,48.8,2,False,True,True,False,42,706,1.902,80.92,0.54,10.0
608,Corrugated Cardboard Variant 99-2,Corrugated Cardboard,Home & Living,8.7,3,False,True,False,False,79,533,1.891,46.83,0.509,1.6
609,Corrugated Cardboard Variant 99-3,Corrugated Cardboard,Industrial Goods,21.4,4,False,False,False,False,80,932,1.41,48.58,0.615,5.8
610,Corrugated Cardboard Variant 99-4,Corrugated Cardboard,Electronics,49.6,3,False,True,False,False,55,605,1.164,82.59,0.593,9.0
611,Corrugated Cardboard Variant 99-5,Corrugated Cardboard,Electronics,9.8,1,False,False,True,False,70,291,1.029,55.43,0.545,2.9
612,Corrugated Cardboard Variant 99-6,Corrugated Cardboard,Industrial Goods,14.0,1,True,True,False,False,76,449,1.23,56.55,0.538,2.4
613,Corrugated Cardboard Variant 99-7,Corrugated Cardboard,Cosmetics & Beauty,26.0,5,False,False,False,False,69,861,1.435,104.12,0.512,4.2
614,PET Plastic Variant 100-1,PET Plastic,Apparel & Fashion,34.3,4,False,False,False,True,45,-1,4.129,228.31,0.39,6.8
615,PET Plastic Variant 100-2,PET Plastic,Electronics,21.4,5,True,False,False,True,53,-1,3.03,198.46,0.402,5.1
616,PET Plastic Variant 100-3,PET Plastic,Food & Beverages,3.4,5,False,False,False,False,13,-1,3.745,203.86,0.204,1.8
617,PET Plastic Variant 100-4,PET Plastic,Cosmetics & Beauty,16.7,5,False,True,True,False,11,-1,2.775,179.67,0.252,3.4
618,PET Plastic Variant 100-5,PET Plastic,Food & Beverages,43.5,5,True,True,True,False,22,-1,4.433,213.74,0.347,8.1
619,PET Plastic Variant 100-6,PET Plastic,Apparel & Fashion,12.9,3,True,True,False,True,52,-1,2.798,181.43,0.396,4.5
620,PET Plastic Variant 100-7,PET Plastic,Cosmetics & Beauty,46.7,2,True,True,False,True,24,-1,2.497,175.33,0.426,9.8
621,EPE Foam Variant 101-1,EPE Foam,Pharmaceuticals,4.0,1,False,False,False,False,17,-1,2.977,165.85,0.222,1.0
622,EPE Foam Variant 101-2,EPE Foam,Cosmetics & Beauty,44.0,5,True,True,True,False,24,-1,4.082,165.34,0.354,7.4
623,EPE Foam Variant 101-3,EPE Foam,Food & Beverages,44.9,1,True,False,False,True,14,-1,3.052,219.68,0.337,7.9
624,EPE Foam Variant 101-4,EPE Foam,Pharmaceuticals,27.1,5,True,False,True,True,50,-1,2.575,156.36,0.452,7.0
625,EPE Foam Variant 101-5,EPE Foam,Pharmaceuticals,43.4,1,False,True,False,True,18,-1,3.205,211.06,0.346,7.8
626,EPE Foam Variant 101-6,EPE Foam,Cosmetics & Beauty,36.9,4,True,True,False,True,29,-1,3.363,202.7,0.392,8.5
627,Starch-based Bioplastic Variant 102-1,Starch-based Bioplastic,Cosmetics & Beauty,45.9,4,True,False,True,False,79,630,2.04,226.61,0.573,8.8
628,Starch-based Bioplastic Variant 102-2,Starch-based Bioplastic,Electronics,11.1,1,True,False,True,False,38,725,2.165,173.95,0.326,2.2
629,Starch-based Bioplastic Variant 102-3,Starch-based Bioplastic,Industrial Goods,45.1,2,True,True,True,False,44,191,1.063,249.51,0.499,8.2
630,Starch-based Bioplastic Variant 102-4,Starch-based Bioplastic,Home & Living,18.9,4,True,False,True,False,33,503,2.287,334.23,0.354,5.9
631,Paperboard Variant 103-1,Paperboard,Apparel & Fashion,1.4,4,True,False,False,True,74,325,0.909,46.86,0.545,1.5
632,Paperboard Variant 103-2,Paperboard,Industrial Goods,34.8,1,True,True,True,False,97,290,0.811,111.18,0.721,8.5
633,Paperboard Variant 103-3,Paperboard,Electronics,48.0,2,True,True,False,False,87,217,0.926,56.96,0.744,10.0
634,Paperboard Variant 103-4,Paperboard,Pharmaceuticals,8.8,5,False,False,True,False,87,338,0.947,112.6,0.545,1.8
635,Paperboard Variant 103-5,Paperboard,Industrial Goods,44.1,2,True,False,True,False,85,131,0.995,93.7,0.697,9.4
636,Paperboard Variant 103-6,Paperboard,Electronics,37.2,1,True,False,False,False,94,336,1.118,101.97,0.657,6.7
637,Corrugated Cardboard Variant 104-1,Corrugated Cardboard,Apparel & Fashion,36.3,5,True,True,False,True,44,769,1.182,80.68,0.542,8.1
638,Corrugated Cardboard Variant 104-2,Corrugated Cardboard,Pharmaceuticals,15.1,4,False,False,False,False,38,814,0.958,89.94,0.423,2.5
639,Corrugated Cardboard Variant 104-3,Corrugated Cardboard,Electronics,14.5,5,True,False,True,False,57,417,1.053,101.64,0.472,2.8
640,Corrugated Cardboard Variant 104-4,Corrugated Cardboard,Home & Living,12.4,4,True,True,False,False,32,290,0.974,54.06,0.41,1.6
641,Corrugated Cardboard Variant 104-5,Corrugated Cardboard,Apparel & Fashion,45.8,3,True,False,True,False,80,450,1.937,114.6,0.597,8.1
642,PLA Bioplastic Variant 105-1,PLA Bioplastic,Cosmetics & Beauty,7.6,2,True,False,True,False,60,318,1.515,302.06,0.381,1.6
643,PLA Bioplastic Variant 105-2,PLA Bioplastic,Industrial Goods,45.2,5,False,True,False,False,56,166,1.216,339.22,0.535,9.3
644,PLA Bioplastic Variant 105-3,PLA Bioplastic,Electronics,15.8,4,False,False,True,False,47,674,1.552,151.86,0.404,3.3
645,PLA Bioplastic Variant 105-4,PLA Bioplastic,Home & Living,27.7,4,True,False,False,False,77,475,1.284,256.39,0.554,6.8
646,PLA Bioplastic Variant 105-5,PLA Bioplastic,Apparel & Fashion,33.8,2,True,True,False,False,75,514,1.739,214.13,0.528,6.5
647,Glass Jar Variant 106-1,Glass Jar,Pharmaceuticals,3.2,5,True,True,True,False,94,-1,1.752,167.48,0.486,1.0
648,Glass Jar Variant 106-2,Glass Jar,Food & Beverages,8.2,2,True,False,True,True,80,-1,2.818,179.11,0.41,1.0
649,Glass Jar Variant 106-3,Glass Jar,Apparel & Fashion,6.1,4,False,True,False,False,80,-1,3.424,100.92,0.433,1.3
650,Glass Jar Variant 106-4,Glass Jar,Home & Living,4.1,1,True,False,True,False,97,-1,1.758,136.73,0.504,1.0
651,Glass Jar Variant 106-5,Glass Jar,Home & Living,14.5,1,False,True,True,False,84,-1,2.553,176.02,0.429,1.0
652,Glass Jar Variant 106-6,Glass Jar,Industrial Goods,18.8,5,False,False,True,True,88,-1,2.564,89.52,0.52,3.3
653,Kraft Paper Variant 107-1,Kraft Paper,Food & Beverages,35.4,3,True,True,False,True,100,296,0.897,44.5,0.711,5.7
654,Kraft Paper Variant 107-2,Kraft Paper,Electronics,39.4,4,True,False,False,False,95,178,1.415,79.15,0.685,8.2
655,Kraft Paper Variant 107-3,Kraft Paper,Home & Living,23.3,5,False,False,True,True,85,287,1.011,94.3,0.663,7.8
656,Kraft Paper Variant 107-4,Kraft Paper,Electronics,35.6,4,True,False,False,False,97,144,1.495,79.46,0.661,6.9
657,Kraft Paper Variant 107-5,Kraft Paper,Food & Beverages,45.1,2,False,True,False,True,89,200,0.907,87.1,0.697,8.3
658,Air Cushion Film Variant 108-1,Air Cushion Film,Cosmetics & Beauty,9.6,2,False,False,False,True,43,259,2.046,84.12,0.364,1.4
659,Air Cushion Film Variant 108-2,Air Cushion Film,Industrial Goods,4.9,4,False,False,True,True,46,786,2.407,105.59,0.343,1.0
660,Air Cushion Film Variant 108-3,Air Cushion Film,Apparel & Fashion,29.7,3,False,False,True,False,55,490,2.548,140.48,0.473,7.0
661,Air Cushion Film Variant 108-4,Air Cushion Film,Electronics,34.7,3,True,True,True,False,87,207,2.408,150.68,0.581,7.6
662,Air Cushion Film Variant 108-5,Air Cushion Film,Home & Living,5.9,3,True,False,False,True,82,365,1.069,115.76,0.504,1.0
663,Air Cushion Film Variant 108-6,Air Cushion Film,Industrial Goods,11.3,5,True,True,False,False,62,355,2.672,200.35,0.412,3.9
664,Air Cushion Film Variant 108-7,Air Cushion Film,Pharmaceuticals,32.9,3,True,False,False,False,40,720,2.823,249.81,0.382,6.3
665,PLA Bioplastic Variant 109-1,PLA Bioplastic,Industrial Goods,12.0,3,False,False,False,True,67,616,2.216,316.89,0.392,2.5
666,PLA Bioplastic Variant 109-2,PLA Bioplastic,Pharmaceuticals,15.3,5,True,False,False,True,42,683,0.822,283.48,0.423,4.0
667,PLA Bioplastic Variant 109-3,PLA Bioplastic,Food & Beverages,22.9,2,True,False,True,False,34,239,2.173,269.86,0.353,5.1
668,PLA Bioplastic Variant 109-4,PLA Bioplastic,Pharmaceuticals,20.5,5,True,True,True,False,62,232,1.937,192.57,0.433,3.8
669,Paper Cushioning Variant 110-1,Paper Cushioning,Pharmaceuticals,41.8,1,True,False,True,False,92,348,1.069,54.87,0.728,8.9
670,Paper Cushioning Variant 110-2,Paper Cushioning,Home & Living,48.1,2,False,False,True,True,68,190,1.665,65.97,0.623,9.3
671,Paper Cushioning Variant 110-3,Paper Cushioning,Pharmaceuticals,48.0,2,True,False,False,False,80,206,0.978,106.87,0.654,8.3
672,Paper Cushioning Variant 110-4,Paper Cushioning,Electronics,25.1,5,False,True,False,True,84,317,1.301,101.74,0.598,5.8
673,Aluminum Foil Variant 111-1,Aluminum Foil,Cosmetics & Beauty,48.1,1,False,True,False,False,83,-1,6.653,363.9,0.521,9.5
674,Aluminum Foil Variant 111-2,Aluminum Foil,Industrial Goods,34.1,3,False,False,False,False,82,-1,5.748,307.71,0.488,7.4
675,Aluminum Foil Variant 111-3,Aluminum Foil,Food & Beverages,20.2,3,False,True,False,True,93,-1,5.49,326.68,0.466,4.7
676,Aluminum Foil Variant 111-4,Aluminum Foil,Electronics,12.0,4,False,False,False,False,100,-1,7.38,330.03,0.402,1.0
677,Aluminum Foil Variant 111-5,Aluminum Foil,Home & Living,25.0,5,True,False,False,True,95,-1,4.588,373.69,0.489,5.4
678,Aluminum Foil Variant 111-6,Aluminum Foil,Industrial Goods,11.3,3,True,False,True,True,97,-1,8.52,295.06,0.411,1.9
679,Aluminum Foil Variant 111-7,Aluminum Foil,Food & Beverages,33.8,1,True,True,True,False,99,-1,4.253,309.64,0.509,5.3
680,Aluminum Foil Variant 111-8,Aluminum Foil,Electronics,48.1,5,False,False,True,False,97,-1,4.728,243.22,0.582,9.0
681,Glass Bottle Variant 112-1,Glass Bottle,Electronics,6.5,3,True,False,True,False,97,-1,1.613,134.8,0.511,1.0
682,Glass Bottle Variant 112-2,Glass Bottle,Cosmetics & Beauty,23.1,1,True,True,True,False,83,-1,2.871,118.02,0.512,4.7
683,Glass Bottle Variant 112-3,Glass Bottle,Food & Beverages,2.0,3,True,False,False,False,88,-1,1.577,137.07,0.493,1.4
684,Glass Bottle Variant 112-4,Glass Bottle,Industrial Goods,39.1,1,True,False,True,False,89,-1,2.185,164.52,0.617,9.0
685,Glass Bottle Variant 112-5,Glass Bottle,Pharmaceuticals,28.5,3,False,False,False,False,87,-1,2.56,172.51,0.513,4.7
686,Glass Bottle Variant 112-6,Glass Bottle,Cosmetics & Beauty,24.6,5,True,True,True,False,87,-1,1.645,160.54,0.531,4.0
687,Glass Bottle Variant 112-7,Glass Bottle,Industrial Goods,13.6,4,False,True,False,False,92,-1,3.002,179.6,0.47,2.4
688,PET Plastic Variant 113-1,PET Plastic,Apparel & Fashion,18.4,4,False,True,True,False,40,-1,2.084,234.53,0.361,4.2
689,PET Plastic Variant 113-2,PET Plastic,Industrial Goods,12.6,2,True,False,True,False,59,-1,2.444,165.18,0.396,2.8
690,PET Plastic Variant 113-3,PET Plastic,Home & Living,28.8,2,True,True,False,False,52,-1,2.449,229.04,0.418,5.7
691,PET Plastic Variant 113-4,PET Plastic,Industrial Goods,19.9,2,True,False,False,True,57,-1,2.334,207.87,0.394,3.4
692,PET Plastic Variant 113-5,PET Plastic,Food & Beverages,49.5,2,False,True,False,True,10,-1,3.114,120.58,0.394,10.0
693,PET Plastic Variant 113-6,PET Plastic,Home & Living,44.6,1,False,False,False,False,57,-1,2.979,114.03,0.512,8.6
694,PET Plastic Variant 113-7,PET Plastic,Pharmaceuticals,33.3,1,False,False,False,False,32,-1,3.772,180.62,0.364,6.7
695,Bubble Wrap Variant 114-1,Bubble Wrap,Cosmetics & Beauty,16.9,2,True,False,False,False,35,407,1.039,229.46,0.395,4.1
696,Bubble Wrap Variant 114-2,Bubble Wrap,Cosmetics & Beauty,25.0,3,False,False,False,True,89,212,2.957,152.91,0.52,4.9
697,Bubble Wrap Variant 114-3,Bubble Wrap,Pharmaceuticals,1.0,1,True,True,True,True,73,334,1.669,83.55,0.46,1.0
698,Bubble Wrap Variant 114-4,Bubble Wrap,Industrial Goods,6.1,1,True,True,False,False,68,624,2.893,91.96,0.419,1.7
699,Bubble Wrap Variant 114-5,Bubble Wrap,Home & Living,27.5,2,False,False,False,True,77,339,3.441,101.34,0.468,3.5
700,Bubble Wrap Variant 114-6,Bubble Wrap,Food & Beverages,26.9,1,True,False,False,False,70,497,3.19,120.22,0.456,4.2
701,Bubble Wrap Variant 114-7,Bubble Wrap,Food & Beverages,34.3,5,False,False,False,True,69,646,2.263,164.26,0.531,7.8
702,PLA Bioplastic Variant 115-1,PLA Bioplastic,Food & Beverages,12.3,1,False,False,True,True,73,483,1.388,188.74,0.476,3.1
703,PLA Bioplastic Variant 115-2,PLA Bioplastic,Cosmetics & Beauty,1.4,3,False,True,False,False,51,123,1.507,227.73,0.354,1.0
704,PLA Bioplastic Variant 115-3,PLA Bioplastic,Apparel & Fashion,5.6,4,False,False,False,True,47,220,1.056,230.03,0.368,1.0
705,PLA Bioplastic Variant 115-4,PLA Bioplastic,Pharmaceuticals,40.3,4,False,False,False,False,64,728,1.258,194.23,0.525,6.6
706,Glass Jar Variant 116-1,Glass Jar,Home & Living,3.2,3,True,True,False,True,95,-1,2.326,165.68,0.47,1.0
707,Glass Jar Variant 116-2,Glass Jar,Industrial Goods,3.4,1,False,False,False,False,86,-1,1.857,145.45,0.464,1.0
708,Glass Jar Variant 116-3,Glass Jar,Cosmetics & Beauty,47.1,4,False,True,False,True,99,-1,3.039,158.62,0.643,9.7
709,Glass Jar Variant 116-4,Glass Jar,Food & Beverages,17.5,1,True,False,False,True,89,-1,1.919,137.74,0.48,1.3
710,Glass Jar Variant 116-5,Glass Jar,Electronics,45.3,5,False,False,False,True,83,-1,1.658,80.57,0.647,8.7
711,Glass Jar Variant 116-6,Glass Jar,Cosmetics & Beauty,39.5,2,False,False,True,False,86,-1,2.697,116.22,0.56,6.4
712,Glass Jar Variant 116-7,Glass Jar,Pharmaceuticals,14.5,5,True,False,False,False,82,-1,2.532,168.7,0.475,3.5
713,Glass Jar Variant 116-8,Glass Jar,Food & Beverages,46.2,5,True,True,False,False,99,-1,2.146,117.94,0.662,8.9
714,HDPE Plastic Variant 117-1,HDPE Plastic,Apparel & Fashion,15.6,5,True,False,False,False,59,-1,2.683,118.69,0.444,4.7
715,HDPE Plastic Variant 117-2,HDPE Plastic,Food & Beverages,23.3,1,False,False,True,True,29,-1,3.734,141.18,0.313,4.0
716,HDPE Plastic Variant 117-3,HDPE Plastic,Pharmaceuticals,42.1,4,False,True,False,False,17,-1,3.544,175.71,0.356,8.3
717,HDPE Plastic Variant 117-4,HDPE Plastic,Food & Beverages,44.8,2,True,True,False,False,29,-1,3.311,136.42,0.405,8.2
718,HDPE Plastic Variant 117-5,HDPE Plastic,Food & Beverages,18.3,2,True,False,False,False,12,-1,4.138,143.42,0.265,4.4
719,HDPE Plastic Variant 117-6,HDPE Plastic,Food & Beverages,48.7,1,True,False,False,True,40,-1,4.175,104.99,0.476,10.0
720,HDPE Plastic Variant 117-7,HDPE Plastic,Home & Living,7.2,1,False,False,False,False,15,-1,3.607,129.31,0.239,2.1
721,Starch-based Bioplastic Variant 118-1,Starch-based Bioplastic,Electronics,43.1,4,True,False,True,False,78,647,1.77,239.82,0.573,8.6
722,Starch-based Bioplastic Variant 118-2,Starch-based Bioplastic,Home & Living,21.3,2,True,True,True,False,44,161,1.333,247.21,0.396,3.9
723,Starch-based Bioplastic Variant 118-3,Starch-based Bioplastic,Apparel & Fashion,11.5,4,False,False,False,False,51,196,1.796,238.66,0.357,1.9
724,Starch-based Bioplastic Variant 118-4,Starch-based Bioplastic,Electronics,27.1,5,False,False,False,True,72,451,0.881,227.77,0.557,6.0
725,Starch-based Bioplastic Variant 118-5,Starch-based Bioplastic,Apparel & Fashion,30.6,3,True,True,False,False,71,584,1.363,246.55,0.526,6.4
726,Starch-based Bioplastic Variant 118-6,Starch-based Bioplastic,Industrial Goods,16.3,3,True,False,True,False,40,158,1.282,280.99,0.362,2.9
727,Starch-based Bioplastic Variant 118-7,Starch-based Bioplastic,Cosmetics & Beauty,7.2,2,False,True,False,False,51,252,1.847,212.12,0.342,1.0
728,Starch-based Bioplastic Variant 118-8,Starch-based Bioplastic,Cosmetics & Beauty,20.8,2,True,False,True,False,34,497,1.319,172.89,0.441,6.8
729,Bubble Wrap Variant 119-1,Bubble Wrap,Industrial Goods,18.9,3,False,False,True,False,39,213,2.207,145.44,0.356,3.2
730,Bubble Wrap Variant 119-2,Bubble Wrap,Cosmetics & Beauty,48.2,2,True,False,False,True,83,874,1.325,216.97,0.641,10.0
731,Bubble Wrap Variant 119-3,Bubble Wrap,Industrial Goods,31.3,4,False,False,True,False,80,670,1.284,86.86,0.584,5.3
732,Bubble Wrap Variant 119-4,Bubble Wrap,Industrial Goods,8.5,3,True,True,False,False,46,432,1.991,136.92,0.343,1.0
733,Bubble Wrap Variant 119-5,Bubble Wrap,Cosmetics & Beauty,7.6,2,True,True,True,True,53,259,1.574,91.2,0.4,1.0
734,Glass Jar Variant 120-1,Glass Jar,Electronics,46.9,5,True,False,False,False,81,-1,3.122,164.99,0.591,10.0
735,Glass Jar Variant 120-2,Glass Jar,Food & Beverages,46.4,5,False,True,False,False,89,-1,3.109,171.45,0.576,8.1
736,Glass Jar Variant 120-3,Glass Jar,Apparel & Fashion,13.2,1,True,False,False,False,85,-1,2.127,60.54,0.508,1.6
737,Glass Jar Variant 120-4,Glass Jar,Cosmetics & Beauty,16.9,5,False,False,False,True,81,-1,2.166,109.41,0.521,4.4
738,PLA Bioplastic Variant 121-1,PLA Bioplastic,Industrial Goods,11.6,5,True,True,False,False,59,363,2.493,199.44,0.4,3.5
739,PLA Bioplastic Variant 121-2,PLA Bioplastic,Home & Living,9.9,1,True,True,False,False,41,476,1.983,272.3,0.335,2.9
740,PLA Bioplastic Variant 121-3,PLA Bioplastic,Food & Beverages,6.3,5,False,False,False,False,60,472,1.184,185.86,0.407,1.0
741,PLA Bioplastic Variant 121-4,PLA Bioplastic,Cosmetics & Beauty,36.4,2,False,True,False,False,49,681,0.959,306.91,0.493,7.2
742,PLA Bioplastic Variant 121-5,PLA Bioplastic,Home & Living,42.0,2,False,False,True,False,68,256,1.208,252.74,0.583,9.3
743,PLA Bioplastic Variant 121-6,PLA Bioplastic,Home & Living,29.7,3,True,False,False,False,52,430,1.092,165.73,0.463,4.4
744,Aluminum Foil Variant 122-1,Aluminum Foil,Industrial Goods,6.2,1,False,True,False,True,98,-1,7.521,318.13,0.433,2.8
745,Aluminum Foil Variant 122-2,Aluminum Foil,Home & Living,45.3,5,False,False,False,False,97,-1,6.879,301.99,0.559,9.0
746,Aluminum Foil Variant 122-3,Aluminum Foil,Food & Beverages,7.1,2,False,False,False,True,86,-1,6.182,174.51,0.415,2.1
747,Aluminum Foil Variant 122-4,Aluminum Foil,Food & Beverages,41.9,2,False,True,True,True,95,-1,6.267,208.35,0.545,7.7
748,Aluminum Foil Variant 122-5,Aluminum Foil,Industrial Goods,38.4,1,False,False,True,True,99,-1,7.039,322.31,0.536,7.7
749,Aluminum Foil Variant 122-6,Aluminum Foil,Cosmetics & Beauty,24.0,2,True,True,False,False,98,-1,8.148,166.67,0.472,3.5
750,Aluminum Foil Variant 122-7,Aluminum Foil,Food & Beverages,33.9,4,True,False,True,False,85,-1,7.731,392.39,0.466,6.8
751,EPS Foam Variant 123-1,EPS Foam,Apparel & Fashion,4.2,4,False,False,False,False,54,-1,3.069,230.02,0.328,1.6
752,EPS Foam Variant 123-2,EPS Foam,Electronics,42.7,5,True,False,True,False,53,-1,3.357,165.54,0.473,8.5
753,EPS Foam Variant 123-3,EPS Foam,Industrial Goods,3.3,4,True,True,False,True,35,-1,2.391,121.5,0.342,2.9
754,EPS Foam Variant 123-4,EPS Foam,Apparel & Fashion,6.7,5,True,False,True,False,17,-1,3.492,154.61,0.216,1.0
755,EPS Foam Variant 123-5,EPS Foam,Food & Beverages,10.4,4,True,False,False,True,34,-1,3.763,153.81,0.298,2.7
756,EPS Foam Variant 123-6,EPS Foam,Electronics,49.3,1,False,False,True,False,22,-1,2.425,242.85,0.386,8.7
757,Bubble Wrap Variant 124-1,Bubble Wrap,Apparel & Fashion,19.7,1,True,False,False,False,82,657,1.927,97.19,0.572,6.1
758,Bubble Wrap Variant 124-2,Bubble Wrap,Apparel & Fashion,48.2,1,True,True,True,False,88,784,2.568,195.11,0.616,10.0
759,Bubble Wrap Variant 124-3,Bubble Wrap,Industrial Goods,8.6,5,True,True,False,False,36,891,1.695,167.36,0.348,2.7
760,Bubble Wrap Variant 124-4,Bubble Wrap,Cosmetics & Beauty,40.7,1,True,False,True,False,33,523,1.51,174.45,0.469,8.9
761,Bubble Wrap Variant 124-5,Bubble Wrap,Food & Beverages,21.8,2,False,False,False,True,46,520,2.356,230.29,0.382,4.7
762,Air Cushion Film Variant 125-1,Air Cushion Film,Home & Living,3.4,4,True,False,False,False,34,640,2.273,156.89,0.292,1.0
763,Air Cushion Film Variant 125-2,Air Cushion Film,Food & Beverages,21.9,2,True,False,False,True,44,936,2.22,146.3,0.4,4.7
764,Air Cushion Film Variant 125-3,Air Cushion Film,Electronics,8.5,4,True,False,False,False,53,888,3.578,101.69,0.36,1.8
765,Air Cushion Film Variant 125-4,Air Cushion Film,Pharmaceuticals,17.4,4,False,False,True,False,78,456,3.978,108.4,0.458,3.4
766,Air Cushion Film Variant 125-5,Air Cushion Film,Apparel & Fashion,18.5,4,False,False,True,False,82,748,2.456,229.92,0.475,4.1
767,Air Cushion Film Variant 125-6,Air Cushion Film,Food & Beverages,46.0,5,True,True,False,False,75,886,1.804,249.88,0.563,8.7
768,Air Cushion Film Variant 125-7,Air Cushion Film,Apparel & Fashion,33.3,1,True,True,False,False,60,740,1.414,216.79,0.491,6.2
769,Air Cushion Film Variant 125-8,Air Cushion Film,Food & Beverages,40.1,3,False,True,False,False,66,372,2.562,139.12,0.532,8.3
770,HDPE Plastic Variant 126-1,HDPE Plastic,Electronics,21.5,2,False,True,False,False,24,-1,3.22,112.72,0.357,6.0
771,HDPE Plastic Variant 126-2,HDPE Plastic,Industrial Goods,19.1,5,True,False,False,True,10,-1,3.456,235.12,0.277,6.0
772,HDPE Plastic Variant 126-3,HDPE Plastic,Home & Living,32.2,4,False,True,False,True,28,-1,2.6,174.76,0.372,6.6
773,HDPE Plastic Variant 126-4,HDPE Plastic,Apparel & Fashion,27.6,5,True,False,False,False,33,-1,2.689,168.0,0.397,7.1
774,HDPE Plastic Variant 126-5,HDPE Plastic,Food & Beverages,27.3,2,True,False,False,False,30,-1,3.032,131.51,0.391,7.0
775,HDPE Plastic Variant 126-6,HDPE Plastic,Electronics,29.6,2,True,False,False,True,28,-1,2.089,165.93,0.374,5.9
776,Paperboard Variant 127-1,Paperboard,Food & Beverages,28.2,2,True,True,False,True,78,87,1.415,57.69,0.611,6.3
777,Paperboard Variant 127-2,Paperboard,Industrial Goods,2.7,2,False,True,True,False,87,319,1.171,91.88,0.523,1.0
778,Paperboard Variant 127-3,Paperboard,Apparel & Fashion,26.7,2,False,True,True,False,76,149,1.507,117.03,0.566,6.3
779,Paperboard Variant 127-4,Paperboard,Industrial Goods,29.1,4,True,False,False,False,74,145,1.668,45.42,0.596,6.2
780,Paperboard Variant 127-5,Paperboard,Pharmaceuticals,15.2,2,False,False,False,True,87,224,1.788,112.05,0.529,3.3
781,Paperboard Variant 127-6,Paperboard,Pharmaceuticals,35.3,4,True,False,False,False,70,72,1.768,52.24,0.58,6.5
782,Paperboard Variant 127-7,Paperboard,Cosmetics & Beauty,48.9,1,False,True,True,True,80,170,1.303,87.95,0.649,8.6
783,Paperboard Variant 127-8,Paperboard,Electronics,3.6,3,True,False,False,False,96,343,1.826,116.63,0.506,1.0
784,Corrugated Cardboard Variant 128-1,Corrugated Cardboard,Food & Beverages,17.1,1,True,False,True,False,60,414,1.75,104.33,0.463,3.8
785,Corrugated Cardboard Variant 128-2,Corrugated Cardboard,Cosmetics & Beauty,20.5,1,False,False,False,True,45,440,1.727,58.45,0.489,5.9
786,Corrugated Cardboard Variant 128-3,Corrugated Cardboard,Cosmetics & Beauty,8.0,4,True,True,False,False,52,808,1.022,49.36,0.476,1.9
787,Corrugated Cardboard Variant 128-4,Corrugated Cardboard,Cosmetics & Beauty,17.7,1,False,False,True,True,47,692,1.717,52.63,0.452,3.5
788,Corrugated Cardboard Variant 128-5,Corrugated Cardboard,Food & Beverages,17.6,2,False,False,True,True,70,987,1.6,52.43,0.519,3.1
789,Corrugated Cardboard Variant 128-6,Corrugated Cardboard,Apparel & Fashion,5.3,4,False,False,False,True,58,715,0.953,119.42,0.439,1.0
790,Corrugated Cardboard Variant 128-7,Corrugated Cardboard,Electronics,44.0,2,True,True,False,False,82,614,1.664,72.86,0.668,9.7
791,Corrugated Cardboard Variant 128-8,Corrugated Cardboard,Food & Beverages,47.2,5,False,False,True,False,54,885,1.679,41.52,0.595,9.0
792,Wooden Crate Variant 129-1,Wooden Crate,Pharmaceuticals,33.2,1,False,True,False,False,46,444,1.882,190.43,0.455,7.2
793,Wooden Crate Variant 129-2,Wooden Crate,Electronics,21.6,4,True,False,True,False,40,705,1.402,179.92,0.414,4.9
794,Wooden Crate Variant 129-3,Wooden Crate,Cosmetics & Beauty,34.9,2,False,True,False,True,40,429,1.19,93.5,0.51,7.5
795,Wooden Crate Variant 129-4,Wooden Crate,Cosmetics & Beauty,19.3,5,False,False,False,False,85,921,1.858,87.31,0.503,1.8
796,Recycled Paper Variant 130-1,Recycled Paper,Industrial Goods,10.1,2,True,False,True,False,100,259,0.89,86.29,0.62,2.7
