Material_Type,Tensile_Strength_MPa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Moisture_Barrier_Grade,AI_Recommendation,Strength_to_Weight_Ratio,Strength_to_Weight_Ratio_Normalized,Environmental_Impact_Raw,Environmental_Impact_Score,CO2_Impact_Index_Raw,CO2_Impact_Index,Cost_Efficiency_Raw,Cost_Efficiency_Index,Durability_Score,Durability_Score_Normalized,Material_Suitability_Score
Edible Seaweed Film,15.0,1.2,100.0,0.42,1.4,2,Consider as Option,11.538461538461538,7.374005305039788,80.07,60.7618671666831,1.923076923076923,37.42466463612209,83.80165289256199,21.114905427757012,17.0,7.2289156626506035,33.629445274488425
Bioplastic (PLA),53.4,2.7,91.6,1.76,59.8,9,Highly Recommended,19.07142857142857,12.413300492610835,88.56,77.51899733543866,0.5376344086021505,9.248942395666312,55.86715867158671,13.968552299806817,68.03999999999999,68.72289156626505,39.91140904371038
Bioplastic (PLA),65.7,7.6,86.3,2.46,47.2,9,Consider as Option,8.532467532467534,5.363098969995523,84.1,68.71607618671665,0.390625,6.259214406065711,17.54270696452037,4.164184153125988,75.42,77.61445783132531,35.190941859854966
Aluminum Foil,40.1,8.0,0.0,11.37,99.9,10,Avoid,4.950617283950618,2.9669646658152407,64.295,29.625974538636136,0.08718395815170009,0.08813879509860165,12.471910112359552,2.866945525535962,64.06,63.9277108433735,19.36906925856023
Bamboo Fiber,56.5,8.2,99.8,1.12,33.3,6,Highly Recommended,6.807228915662652,4.208973826339843,86.03999999999999,72.54514951149706,0.8196721311475409,14.98473904456751,16.21193666260658,3.823739309756534,57.9,56.506024096385545,35.17127847363411
Mushroom Mycelium,15.4,3.9,100.0,0.1,100.0,6,Highly Recommended,3.85,2.230689655172414,99.95,100.0,5.0,100.0,51.150895140664964,12.762012300556266,33.24,26.795180722891565,61.79474853406223
Edible Seaweed Film,12.4,9.7,100.0,0.59,4.3,3,Consider as Option,1.2653061224489797,0.5016185784658691,80.565,61.738872989243056,1.4492753623188408,27.78896987900321,10.741503604531411,2.42426359036215,19.439999999999998,10.168674698795177,27.52922014726201
Virgin Plastic (PP),78.0,10.0,4.4,5.17,17.7,10,Avoid,7.722772277227723,4.821440764766132,52.275,5.901509918089398,0.18975332068311196,2.1740902790988392,2.207792207792208,0.24112346794964304,86.8,91.32530120481928,16.54313949599096
Bamboo Fiber,48.5,8.6,96.2,0.63,32.8,7,Highly Recommended,5.574712643678161,3.3844629409433216,85.105,70.69969406888383,1.36986301369863,26.173962216246778,14.982578397212544,3.50923824108591,57.099999999999994,55.542168674698786,37.125018018243175
Aluminum Foil,34.6,9.1,0.0,8.34,92.2,10,Avoid,3.7608695652173916,2.1710644677661173,64.27,29.576630810224014,0.11848341232227488,0.7246752935633662,10.120746432491769,2.265458139187307,60.760000000000005,59.951807228915676,18.71712722540947
Edible Seaweed Film,12.3,7.3,100.0,0.36,2.0,4,Consider as Option,1.6621621621621623,0.7671015843429638,80.22,61.05792953715581,2.173913043478261,42.52591480165562,13.953488372093023,3.2459708748762464,23.38,14.91566265060241,31.912111292560553
Bamboo Fiber,48.9,7.0,97.9,1.1,45.3,7,Highly Recommended,6.887323943661972,4.262554638173871,87.88000000000001,76.17684792262904,0.8333333333333333,15.262566694748664,20.42796005706134,4.902305176535314,57.339999999999996,55.831325301204814,36.45011134478104
Bioplastic (PLA),53.5,3.0,83.6,1.86,45.8,8,Consider as Option,17.258064516129032,11.200222469410456,83.31,67.15681436889372,0.510204081632653,8.691092275157745,42.99003322259136,10.674256544763713,64.1,63.97590361445783,35.17107647752002
Bamboo Fiber,55.2,7.2,99.4,1.1,39.9,8,Highly Recommended,7.561643835616439,4.713651393481342,87.25000000000001,74.93338596664366,0.8333333333333333,15.262566694748664,19.320388349514566,4.618960202610108,65.12,65.20481927710846,37.47153753511669
Bioplastic (PLA),62.7,6.4,87.4,2.42,46.8,8,Consider as Option,9.646153846153847,6.108116710875333,84.37,69.24898845356755,0.3968253968253968,6.385311777055669,20.936037441497657,5.032284276095343,69.62,70.6265060240964,34.58226891025524
Bioplastic (PLA),51.7,0.6,93.2,1.88,49.7,8,Highly Recommended,73.85714285714286,49.06305418719212,86.96000000000001,74.36099871706307,0.5050505050505051,8.58628407069856,234.26229508196724,59.60655923891779,63.019999999999996,62.67469879518073,50.68369271857344
Bamboo Fiber,51.3,7.1,96.9,0.74,49.7,6,Highly Recommended,7.125,4.421551724137932,88.64,77.67689726635744,1.1904761904761905,22.525775263770207,20.618846694796066,4.951138826783941,54.78,52.746987951807235,38.27894412639145
Edible Seaweed Film,12.9,3.4,100.0,0.28,6.8,4,Consider as Option,3.685714285714286,2.1207881773399015,81.22,63.03167867364057,2.6315789473684212,51.83345896333083,31.319648093841643,7.688675613550698,23.740000000000002,15.34939759036145,35.92009192192322
Aluminum Foil,26.3,8.4,0.0,10.03,91.6,10,Avoid,3.0941176470588236,1.7250304259634892,63.305,27.671962893516234,0.0987166831194472,0.32267963816634826,10.89179548156956,2.462712069761165,55.78,53.95180722891567,17.140075318482392
Bagasse (Sugarcane),34.9,1.4,99.3,1.04,52.7,7,Highly Recommended,23.266666666666666,15.219770114942527,89.81,79.98618375604461,0.8771929824561403,16.154539676909206,107.80141843971631,27.25465502305109,48.94,45.71084337349398,41.86402456816925
Bioplastic (PLA),52.3,4.5,88.0,2.4,54.5,9,Highly Recommended,11.369565217391305,7.261019490254872,86.1,72.66357445968616,0.4,6.449873631002529,31.596452328159646,7.759489167220232,67.38,67.92771084337349,35.87869715463203
Aluminum Foil,23.9,1.0,0.0,9.22,98.7,10,Avoid,21.727272727272723,14.189968652037615,65.13,31.274055067600905,0.1072961373390558,0.49715986130143797,97.72277227722772,24.676281347872052,54.339999999999996,52.21686746987951,23.693289740865733
Edible Seaweed Film,12.1,1.7,100.0,0.57,4.2,2,Consider as Option,6.722222222222221,4.152107279693486,80.555,61.71913549787822,1.492537313432836,28.66878748632574,60.93567251461989,15.265206875676007,15.26,5.132530120481926,29.92106914212174
Edible Seaweed Film,8.3,7.2,100.0,0.54,5.3,3,Consider as Option,1.1369863013698631,0.4157770429853568,80.78999999999999,62.18296654495212,1.5625,30.091617523167645,14.604715672676837,3.4125713588413085,16.98,7.2048192771084345,27.98260921191061
Aluminum Foil,36.4,6.1,0.0,9.91,92.5,10,Avoid,5.870967741935484,3.5826473859844277,63.545,28.145662686272566,0.0999000999000999,0.3467467662918378,15.139116202945992,3.5492845876850803,61.84,61.25301204819278,18.786458960819104
Recycled Cardboard,30.3,0.5,95.9,1.17,91.6,4,Highly Recommended,50.5,33.43793103448276,96.505,93.20043422481001,0.7874015748031495,14.328453256738019,367.6470588235294,93.7297696341025,34.18,27.9277108433735,57.82114723840231
Aluminum Foil,25.1,3.0,0.0,8.05,96.8,10,Avoid,8.096774193548388,5.071635150166853,65.33500000000001,31.6786736405803,0.12269938650306748,0.8104154929941442,32.159468438538205,7.903522988261065,55.06,53.0843373493976,19.756724680501165
Bioplastic (PLA),69.7,9.8,81.7,2.06,58.6,9,Highly Recommended,7.040404040404041,4.364959944270289,85.2,70.88720023684989,0.4629629629629629,7.730350400948546,14.301732925586137,3.3350606766983413,77.82,80.50602409638554,36.37815941551663
Aluminum Foil,35.9,0.9,0.0,10.29,99.6,10,Avoid,35.9,23.67103448275862,64.775,30.57337412414882,0.0962463907603465,0.2724413420006441,109.45054945054945,27.676544621783034,61.54,60.89156626506025,26.276269885136315
Recycled Cardboard,15.9,5.1,97.2,0.96,90.3,3,Highly Recommended,3.0576923076923084,1.7006631299734751,96.74000000000001,93.66426527188396,0.9433962264150942,17.500913989604356,36.69275929549902,9.063253930202526,21.54,12.698795180722891,36.36204445511257
Virgin Plastic (PP),66.4,4.2,3.1,5.74,24.4,10,Avoid,15.441860465116282,9.985244587008822,52.940000000000005,7.214053093851769,0.17123287671232876,1.7974403065169466,6.532066508313539,1.3473826659572863,79.84,82.9397590361446,16.322540852098797
Bamboo Fiber,58.8,1.1,95.6,0.6,31.0,7,Highly Recommended,48.99999999999999,32.43448275862069,84.58,69.66347577222933,1.4285714285714286,27.36791430978457,114.05405405405403,28.854238023444328,63.279999999999994,62.98795180722892,46.20350996075022
Recycled Cardboard,34.9,9.3,93.6,1.4,95.1,5,Highly Recommended,3.712765957446808,2.1388848129126923,96.39999999999999,92.9931905654791,0.6666666666666666,11.87306936253861,20.268528464017184,4.861518525642966,40.94,36.0722891566265,37.46326007019222
Bamboo Fiber,57.0,8.1,99.6,0.77,37.3,8,Highly Recommended,6.951219512195123,4.305298570227083,86.955,74.35112997138063,1.1494252873563218,21.690923704112556,16.880394574599258,3.994747821759052,66.19999999999999,66.50602409638553,38.933452953274674
Mushroom Mycelium,12.6,9.1,100.0,0.3,100.0,6,Highly Recommended,1.3695652173913044,0.5713643178410795,99.85,99.8026250863515,2.5,49.1575400168492,21.953896816684964,5.29267855680587,31.56,24.771084337349393,47.06150732386544
Edible Seaweed Film,12.9,4.7,100.0,0.33,8.2,3,Consider as Option,2.6875,1.4530172413793105,81.47500000000001,63.53498470344421,2.325581395348837,45.61039164593169,22.9723991507431,5.553237322726022,19.740000000000002,10.530120481927712,33.29856058348848
Bamboo Fiber,41.1,2.1,97.1,0.73,38.3,8,Highly Recommended,18.68181818181818,12.152664576802506,86.42499999999998,73.30504292904368,1.2048192771084338,22.817470387024088,64.17061611374407,16.092787612433533,56.66,55.01204819277109,40.38151168455175
Mushroom Mycelium,17.2,8.7,100.0,0.24,100.0,6,Highly Recommended,1.9545454545454548,0.9626959247648905,99.88,99.86183756044605,2.9411764705882355,58.12973883740522,22.962112514351322,5.5506057398674615,34.32,28.09638554216868,49.911834549260405
Bamboo Fiber,48.1,9.5,96.9,0.72,41.7,6,Highly Recommended,5.010416666666667,3.0069683908045977,87.05000000000001,74.5386361393467,1.2195121951219512,23.116280025479274,14.574132492113568,3.404747404473204,52.86,50.43373493975905,36.68736740911279
Virgin Plastic (PP),68.6,5.5,4.4,5.15,28.3,10,Avoid,12.25,7.85,54.405,10.105595578801928,0.19047619047619047,2.1887912705098884,5.934664246823957,1.194551994090855,81.16,84.53012048192772,17.28230496237538
Recycled Cardboard,17.5,5.7,95.8,1.11,90.4,5,Highly Recommended,3.0172413793103448,1.673602853745541,96.265,92.72673443205368,0.8264462809917354,15.122504821516841,32.60945709281961,8.01864151525596,30.5,23.49397590361446,36.893831508963224
Bioplastic (PLA),70.4,8.6,83.5,1.9,57.6,8,Highly Recommended,8.091954022988507,5.06841062227507,85.61999999999999,71.71617487417346,0.5,8.48357203032856,16.387921022067363,3.868760578720787,74.24000000000001,76.19277108433737,36.34525431045645
Virgin Plastic (PP),72.3,8.3,2.1,4.97,27.8,10,Avoid,8.607142857142856,5.413054187192118,53.705000000000005,8.723971183262623,0.19723865877712035,2.32631948010083,3.598074608904934,0.5967930178377442,83.38,87.20481927710843,16.94015813885702
Mushroom Mycelium,23.3,4.8,100.0,0.37,100.0,4,Highly Recommended,4.755102040816327,2.8361717100633363,99.815,99.73354386657454,2.127659574468085,41.5852587427629,41.58004158004158,10.313544870322398,29.98,22.867469879518072,46.092824472661604
Bioplastic (PLA),74.6,1.8,80.3,1.99,52.8,8,Consider as Option,39.263157894736835,25.920871143375678,83.655,67.83775782098094,0.47846889952153115,8.045694384540658,73.53591160220994,18.488668066854707,76.75999999999999,79.2289156626506,40.53690901953554
Edible Seaweed Film,7.0,7.5,100.0,0.47,1.1,4,Consider as Option,0.9210526315789475,0.27132486388384763,79.985,60.594098490081905,1.7543859649122808,33.99399932012001,13.462050599201065,3.120248610577569,20.2,11.084337349397591,28.990562187968113
Bamboo Fiber,47.3,7.2,95.4,0.77,36.3,7,Highly Recommended,6.47945205479452,3.9897024090694377,85.495,71.46945623211289,1.1494252873563218,21.690923704112556,18.26629680998613,4.349296814002964,56.379999999999995,54.67469879518072,36.33360221864665
Bioplastic (PLA),50.0,5.6,82.8,2.47,41.5,8,Consider as Option,8.771929824561404,5.523290986085906,81.905,64.38369683213263,0.3891050583657587,6.228303377379456,22.156862745098042,5.344602396411063,62.0,61.44578313253013,31.710301941754974
Bagasse (Sugarcane),39.5,1.7,97.4,1.26,56.2,5,Highly Recommended,21.944444444444443,14.335249042145593,89.83000000000001,80.02565873877433,0.7352941176470588,13.268744734625102,89.82456140350878,22.65571840028055,43.7,39.397590361445786,39.19919094377611
Virgin Plastic (PP),74.4,1.4,3.7,3.56,11.9,10,Avoid,49.6,32.83586206896552,51.71,4.786341655975512,0.27322404371584696,3.8716330373214367,11.063829787234043,2.5067228146371896,84.64,88.72289156626506,19.497175260886763
Recycled Cardboard,23.4,1.0,98.9,0.96,82.6,4,Highly Recommended,21.27272727272727,13.885893416927896,95.71,91.63130366130463,0.9433962264150942,17.500913989604356,179.7029702970297,45.64889821053506,30.04,22.939759036144576,45.823952435013965
Bamboo Fiber,41.3,9.2,99.8,1.2,44.3,7,Highly Recommended,4.440860215053764,2.6259547645532075,88.2,76.80844764630415,0.7692307692307692,13.958913874667871,15.646036916395223,3.6789677814284096,52.78,50.33734939759037,35.08125420493777
Recycled Cardboard,22.2,2.6,96.2,1.15,92.5,4,Highly Recommended,8.222222222222221,5.155555555555556,96.785,93.75308398302573,0.8,14.584667228306655,72.29885057471265,18.172196435996167,29.32,22.07228915662651,39.23293021823315
Aluminum Foil,42.1,3.9,0.0,10.22,97.8,10,Avoid,10.525,6.69603448275862,64.45,29.93190565479127,0.09689922480620154,0.28571801754145343,25.012787723785166,6.075220543393903,65.26,65.37349397590363,20.741672854162932
Bagasse (Sugarcane),25.2,4.9,98.0,1.35,56.7,7,Highly Recommended,5.04,3.0267586206896553,90.065,80.4894897858482,0.689655172413793,12.340586235946894,31.5071283095723,7.736637814531217,43.12,38.69879518072289,34.886816196824824
Bamboo Fiber,56.0,9.1,99.0,0.52,45.2,8,Highly Recommended,6.086956521739131,3.7271364317841083,88.48,77.36109740451988,1.6129032258064517,31.11666711960214,15.828759604829857,3.72571288609051,65.6,65.78313253012048,41.97282210117108
Mushroom Mycelium,19.1,7.7,100.0,0.32,100.0,5,Highly Recommended,2.448717948717949,1.2932802829354555,99.84,99.78288759498668,2.380952380952381,46.73647049384201,25.940337224383917,6.312511264410619,31.46,24.65060240963856,46.70840454457795
Aluminum Foil,41.4,3.3,0.0,9.35,98.0,10,Avoid,12.176470588235293,7.800811359026369,64.92500000000001,30.86943649462155,0.10582010582010583,0.4671418319270048,29.607250755287012,7.250600881290654,64.84,64.86746987951808,21.337938200456694
Virgin Plastic (PP),79.3,8.3,2.2,3.61,27.8,10,Avoid,9.44047619047619,5.970525451559935,54.415,10.125333070166786,0.2695417789757412,3.796746878242959,3.6101083032490973,0.5998715424939248,87.58,92.26506024096388,18.543572530410135
Virgin Plastic (PP),64.2,2.1,0.2,5.71,10.9,10,Avoid,29.18181818181818,19.17680250783699,49.385000000000005,0.1973749136484848,0.17211703958691912,1.815421512744926,5.260663507109005,1.0221254859750932,78.52000000000001,81.34939759036146,14.837582838813713
Mushroom Mycelium,22.9,8.0,100.0,0.29,100.0,4,Highly Recommended,2.8271604938271606,1.5464452958705834,99.85499999999999,99.81249383203392,2.564102564102564,50.46119283692998,24.968789013732835,6.0639645558424204,29.74,22.57831325301205,47.313230787550026
Recycled Cardboard,30.5,8.3,91.8,1.03,88.3,5,Highly Recommended,3.630952380952381,2.0841543513957306,94.685,89.60821079640777,0.8849557522123893,16.312411001185406,21.672683513838745,5.220737051421201,38.3,32.891566265060234,37.14686377440153
Bamboo Fiber,50.9,9.7,96.3,0.88,46.1,6,Highly Recommended,5.1938775510204085,3.1296973961998598,87.67,75.76236060396724,1.0204081632653061,19.067104516617093,14.665293511843462,3.4280687087123436,54.54,52.45783132530121,36.36274249050208
Aluminum Foil,36.5,6.0,0.0,9.66,97.7,10,Avoid,5.983606557377049,3.6579988694177508,64.71000000000001,30.445080430277315,0.10245901639344263,0.39878741005703877,16.25623960066556,3.8350731265591826,61.9,61.32530120481928,19.564830674573958
Bioplastic (PLA),51.7,2.7,91.6,2.48,58.6,9,Highly Recommended,18.464285714285715,12.007142857142858,87.96,76.3347478535478,0.38759689922480617,6.197631969070615,55.42435424354243,13.855271680355033,67.02,67.49397590361446,38.54569735565945
Virgin Plastic (PP),78.0,5.6,0.1,5.55,24.7,10,Avoid,13.684210526315791,8.809437386569874,52.195,5.743609987170628,0.1769911504424779,1.9145462271958014,4.420677361853833,0.807235695270676,86.8,91.32530120481928,16.942905611384155
Bioplastic (PLA),67.7,3.1,90.4,2.23,46.3,9,Highly Recommended,21.15625,13.807974137931033,85.265,71.01549393072139,0.4291845493562232,7.043399344110554,43.95498392282958,10.921115442598605,76.62,79.06024096385543,38.4895546621352
Recycled Cardboard,27.7,5.6,93.1,0.9,99.5,4,Highly Recommended,4.859649122807018,2.9061101028433156,97.38,94.92746471923417,1.0,18.65206402695872,34.33155080213904,8.459196825435066,32.62,26.048192771084334,39.03093471354392
Bioplastic (PLA),56.6,4.6,82.6,1.97,57.0,8,Highly Recommended,12.042553191489365,7.71122523844461,85.19500000000001,70.87733149116748,0.48309178743961356,8.139709982133336,30.281995661605208,7.4232177661245595,65.96000000000001,66.21686746987953,35.48642314043488
Aluminum Foil,44.1,5.0,0.0,8.28,92.8,10,Avoid,8.647058823529413,5.43975659229209,64.42,29.872693180696743,0.11933174224343678,0.7419277655910393,18.522954091816366,4.414956265515118,66.46000000000001,66.81927710843375,20.597148374204078
Aluminum Foil,44.9,7.3,0.0,9.96,96.5,10,Avoid,6.0675675675675675,3.7141658900279593,64.32,29.675318267048233,0.09940357852882703,0.33664901911194983,13.20109439124487,3.053489384574276,66.94,67.3975903614458,20.078510755026976
Edible Seaweed Film,5.5,8.7,100.0,0.31,5.8,2,Consider as Option,0.6250000000000001,0.07327586206896555,81.005,62.60732260929633,2.4390243902439024,47.91748001726015,12.14695752009185,2.783814398986188,11.3,0.3614457831325302,31.37987412057795
Aluminum Foil,24.9,0.5,0.0,9.5,96.2,10,Avoid,41.5,27.417241379310347,64.49000000000001,30.010855620250677,0.10416666666666667,0.4335158663296826,188.62745098039215,47.93200704158701,54.94,52.939759036144586,29.380725054327748
Bamboo Fiber,44.3,4.7,97.1,0.82,42.5,6,Highly Recommended,9.229166666666666,5.829166666666667,87.22,74.87417349254908,1.0869565217391306,20.42049741767701,29.639065817409765,7.258739982250146,50.58,47.686746987951814,36.755053113493446
Edible Seaweed Film,10.9,2.3,100.0,0.5,9.5,2,Consider as Option,4.541666666666667,2.6933908045977013,81.65,63.88039080232903,1.6666666666666667,32.21005335579893,47.40259740259741,11.803102536411894,14.54,4.265060240963855,30.486349203535163
Aluminum Foil,44.3,9.6,0.0,11.84,96.5,10,Avoid,4.56701030927835,2.7103448275862068,63.379999999999995,27.819994078752575,0.08375209380234507,0.018345024758727874,10.04162330905307,2.245216434569124,66.58,66.96385542168674,19.11524056274091
Mushroom Mycelium,10.7,3.1,100.0,0.2,100.0,4,Highly Recommended,3.3437499999999996,1.8920258620689654,99.9,99.90131254317576,3.333333333333333,66.10502667789946,64.30868167202573,16.12810828895924,22.419999999999998,13.75903614457831,51.97533009811308
Bamboo Fiber,48.7,1.0,96.6,0.55,49.5,7,Highly Recommended,44.27272727272727,29.272100313479626,88.605,77.60781604658047,1.5384615384615383,29.602747715637346,144.65346534653466,36.68234462432407,57.22,55.68674698795181,49.29972274728902
Bagasse (Sugarcane),29.4,1.2,97.6,1.19,50.2,6,Highly Recommended,22.615384615384613,14.784084880636602,88.72500000000001,77.84466594295867,0.7751937984496123,14.08018390444283,122.14876033057853,30.925069485846198,41.64,36.91566265060241,40.07421754182157
Bagasse (Sugarcane),22.0,5.3,98.2,1.18,52.5,5,Highly Recommended,4.074074074074074,2.3805874840357606,89.37,79.11773413599133,0.78125,14.203348778433023,28.380414312617702,6.936744958924611,33.2,26.746987951807235,32.92361336836523
Bioplastic (PLA),53.8,4.8,92.9,2.21,54.0,9,Highly Recommended,10.979591836734695,7.000140745953553,87.565,75.55511694463632,0.4329004329004329,7.118969208269965,30.540540540540544,7.489360112919144,68.28,69.01204819277109,36.995970711553234
Bamboo Fiber,59.8,5.0,95.7,1.05,31.3,6,Highly Recommended,11.725490196078432,7.499121027721434,84.44500000000001,69.39701963880391,0.8695652173913042,15.999413940881283,25.34930139720559,6.161309288141619,59.879999999999995,58.891566265060234,35.63486827702099
Bioplastic (PLA),50.7,9.1,87.3,1.76,41.8,8,Highly Recommended,5.5108695652173925,3.3417541229385317,83.67,67.86736405802823,0.5376344086021505,9.248942395666312,14.171240395170143,3.3016773730474647,62.42,61.95180722891567,32.95972678756574
Bagasse (Sugarcane),28.2,9.6,95.3,1.25,59.5,5,Highly Recommended,2.907216494845361,1.6000000000000003,89.86500000000001,80.09473995855127,0.7407407407407407,13.379512621298634,16.108220603537983,3.7972061075700068,36.92,31.228915662650603,32.977078713801625
Virgin Plastic (PP),64.5,4.5,2.9,4.72,19.9,10,Avoid,14.021739130434783,9.035232383808097,52.489999999999995,6.325865982433609,0.2074688796680498,2.5343713186071795,5.055432372505543,0.9696221490925895,78.69999999999999,81.56626506024097,15.86374005161735
Recycled Cardboard,20.0,7.0,94.4,1.17,92.1,4,Highly Recommended,2.8169014084507045,1.5395823215152988,96.155,92.50962202704036,0.7874015748031495,14.328453256738019,26.60485021398003,6.482510565067294,28.0,20.481927710843376,35.857749424088105
Bioplastic (PLA),61.9,8.2,83.3,2.42,54.0,9,Highly Recommended,7.457831325301205,4.644204403822186,84.58,69.66347577222933,0.3968253968253968,6.385311777055669,16.72350791717418,3.954612230036705,73.14,74.86746987951808,34.98083404424999
Mushroom Mycelium,23.0,7.7,100.0,0.37,100.0,6,Highly Recommended,2.948717948717949,1.627763041556145,99.815,99.73354386657454,2.127659574468085,41.5852587427629,25.940337224383917,6.312511264410619,37.8,32.28915662650602,46.58502989667672
Mushroom Mycelium,10.3,0.9,100.0,0.28,100.0,6,Highly Recommended,10.3,6.545517241379311,99.86,99.82236257771635,2.6315789473684212,51.83345896333083,219.78021978021977,55.90167654753394,30.18,23.108433734939762,58.20622560803329
Aluminum Foil,26.6,6.4,0.0,10.85,91.4,10,Avoid,4.092307692307693,2.3927851458885945,62.855000000000004,26.783775782098097,0.09132420091324202,0.17233884586829173,14.258970358814354,3.3241209259947375,55.96,54.168674698795186,17.10762135070359
Bioplastic (PLA),51.0,5.3,90.1,2.17,48.3,8,Highly Recommended,9.444444444444445,5.973180076628353,85.60499999999999,71.68656863712619,0.44052863436123346,7.2741038192756315,26.06403013182674,6.344155051801821,62.599999999999994,62.16867469879518,34.51594676879924
Mushroom Mycelium,14.1,2.1,100.0,0.36,100.0,5,Highly Recommended,6.409090909090908,3.942633228840125,99.82,99.74341261225696,2.173913043478261,42.52591480165562,94.7867298578199,23.9251671246557,28.46,21.036144578313255,48.88922091865314
Mushroom Mycelium,14.0,7.1,100.0,0.36,100.0,4,Highly Recommended,1.9444444444444446,0.9559386973180077,99.82,99.74341261225696,2.173913043478261,42.52591480165562,28.129395218002816,6.872527898906057,24.4,16.144578313253014,44.446288680591955
Mushroom Mycelium,14.0,4.2,100.0,0.21,100.0,5,Highly Recommended,3.255813953488372,1.8331996792301526,99.89500000000001,99.89144379749335,3.2258064516129035,63.91825420550589,47.50593824228029,11.829539747949386,28.4,20.96385542168675,51.640802921390375
Virgin Plastic (PP),85.1,4.1,1.0,5.76,18.6,10,Avoid,20.261904761904763,13.20968801313629,51.13999999999999,3.6613046481791978,0.17064846416382254,1.7855551178725158,4.768856447688566,0.8963087488029486,91.06,96.45783132530123,17.51368542379129
Bioplastic (PLA),64.0,4.5,86.6,2.27,56.0,8,Highly Recommended,13.913043478260871,8.962518740629685,86.045,72.55501825717951,0.42194092827004215,6.896085938027646,31.61862527716186,7.765161570744147,70.4,71.56626506024098,36.674750908908706
Bioplastic (PLA),55.8,2.0,83.2,1.55,54.7,9,Highly Recommended,26.57142857142857,17.430541871921182,85.125,70.73916905161353,0.606060606060606,10.640524878098589,68.60696517412936,17.227718380593203,69.47999999999999,70.4578313253012,39.63915449711464
Mushroom Mycelium,15.0,9.2,100.0,0.22,100.0,5,Highly Recommended,1.6129032258064517,0.7341490545050057,99.89,99.8815750518109,3.125,61.86815501263689,21.71552660152009,5.231697401418615,29.0,21.686746987951807,49.804277702629484
Virgin Plastic (PP),60.4,5.0,1.6,4.12,23.0,10,Avoid,11.843137254901961,7.577822853279242,53.019999999999996,7.371953024770539,0.23696682464454977,3.1342705534283333,4.910179640718563,0.932462811037714,76.24,78.60240963855422,15.729789839106843
Bioplastic (PLA),58.3,2.0,89.2,1.75,56.0,9,Highly Recommended,27.76190476190476,18.226929392446632,87.08500000000001,74.60771735912365,0.5405405405405405,9.308044354379652,72.23880597014926,18.156835501080227,70.97999999999999,72.26506024096385,41.00314537193729
Bamboo Fiber,58.8,9.8,99.7,0.75,49.2,7,Highly Recommended,5.939393939393939,3.6284221525600833,89.375,79.12760288167374,1.1764705882352942,22.24094355518113,15.178389398572884,3.559331668623532,63.279999999999994,62.98795180722892,39.82141807336245
Bioplastic (PLA),55.4,0.9,84.3,2.46,41.9,9,Consider as Option,55.4,36.715862068965514,82.44,65.43965262015196,0.390625,6.259214406065711,138.68131868131866,35.15451782123496,69.24,70.16867469879519,42.42449036352483
Bamboo Fiber,58.2,5.9,99.5,1.13,47.8,7,Highly Recommended,9.700000000000001,6.144137931034485,88.845,78.0815158393368,0.8130081300813008,14.849213361552316,24.923857868020306,6.052470027566194,62.92,62.55421686746989,38.344798420926296
Bagasse (Sugarcane),29.4,5.9,99.2,1.1,50.9,5,Highly Recommended,4.8999999999999995,2.933103448275862,89.39000000000001,79.15720911872104,0.8333333333333333,15.262566694748664,25.39763113367174,6.173673262253187,37.64,32.09638554216868,33.905307237907
Edible Seaweed Film,5.5,7.3,100.0,0.44,9.8,3,Consider as Option,0.7432432432432433,0.15237651444548,81.74,64.05802822461264,1.8518518518518516,35.976161502698986,15.020519835841315,3.5189446247590412,15.3,5.180722891566266,29.707583853189835
Edible Seaweed Film,5.2,4.8,100.0,0.35,2.8,3,Consider as Option,1.0612244897959184,0.3650950035186489,80.385,61.38359814467582,2.2222222222222223,43.50837779649911,21.372141372141375,5.14385073812661,15.120000000000001,4.9638554216867465,31.102031853757723
Aluminum Foil,44.2,9.9,0.0,9.4,95.2,10,Avoid,4.42,2.612,64.34,29.714793249777948,0.10526315789473684,0.45581519088369604,9.606458123107972,2.1338901272748725,66.52,66.89156626506025,19.750104737868316
Mushroom Mycelium,12.7,5.8,100.0,0.17,100.0,6,Highly Recommended,2.152542372881356,1.0951490356516658,99.91499999999999,99.930918780223,3.7037037037037033,73.63724297169956,34.42340791738383,8.482696208586995,31.619999999999997,24.843373493975903,53.921146546370736
Recycled Cardboard,18.9,3.2,99.0,0.84,82.7,3,Highly Recommended,5.727272727272727,3.486520376175548,95.82000000000001,91.84841606631797,1.0638297872340425,19.950169388230652,56.60436137071651,14.157147474402954,23.339999999999996,14.867469879518067,37.95226918137891
Aluminum Foil,30.0,1.0,0.0,8.17,94.0,10,Avoid,27.27272727272727,17.899686520376175,64.715,30.454949175959744,0.12091898428053205,0.7742074814928758,93.06930693069307,23.485806719194326,58.0,56.62650602409639,24.311142522652084
Bagasse (Sugarcane),36.4,5.4,95.7,1.4,57.0,7,Highly Recommended,6.618181818181818,4.0825078369905965,89.41,79.19668410145069,0.6666666666666666,11.87306936253861,28.22550831792976,6.897116071037132,49.84,46.79518072289157,35.53422367741008
Bioplastic (PLA),66.5,7.8,93.3,1.88,53.9,9,Highly Recommended,8.417721518987342,5.2863378437363595,87.83,76.07816046580479,0.5050505050505051,8.58628407069856,18.847631241997437,4.498016926983198,75.9,78.19277108433737,38.12717198983696
