product_id,category,sub_category,physical_state,product_weight_kg,fragility_level_1_to_10,moisture_sensitivity_0_to_1,leakage_risk_0_to_1,compression_tolerance_index,shipping_stress_index_1_to_10,shelf_life_months,regulatory_requirement_level_1_to_5
7472,Food & Beverages,Snacks,Fragile Solid,3.82,9,0.5,0.25,1.97,5,43,3
7473,Chemical Products,Lubricant,Liquid,4.01,5,0.67,0.97,10.51,8,10,4
7474,Chemical Products,Paint,Liquid,4.82,3,0.52,0.84,21.23,5,30,5
7475,Food & Beverages,Edible Oil,Liquid,0.25,3,0.5,0.77,29.34,6,30,4
7476,Pharmaceuticals & Healthcare,Tablets,Solid,6.78,3,0.44,0.1,18.11,5,33,5
7477,Pharmaceuticals & Healthcare,Ointment,Semi-solid,6.01,3,0.24,0.09,39.84,3,71,1
7478,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,0.84,9,0.36,0.25,3.81,7,67,1
7479,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,3.25,9,0.22,0.08,4.4,5,7,3
7480,Chemical Products,Solvent,Liquid (Flammable),6.36,3,0.43,0.93,23.62,7,25,5
7481,E-commerce & Logistics Goods,Home Decor,Fragile Solid,3.66,7,0.3,0.23,9.43,9,29,1
7482,Agriculture & Raw Materials,Seeds,Granular Solid,22.56,5,0.98,0.23,16.95,6,51,1
7483,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,2.59,8,0.25,0.3,8.41,9,20,4
7484,E-commerce & Logistics Goods,Toys,Solid,9.66,5,0.28,0.24,27.9,5,24,4
7485,Luxury & Specialty Items,Artwork,Highly Fragile Solid,4.12,7,0.4,0.27,12.06,6,7,4
7486,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,1.84,3,0.37,0.14,11,3,8,5
7487,Clothing & Textiles,Fabric Roll,Solid (Roll Form),0.87,6,0.53,0.22,16.76,4,40,5
7488,Luxury & Specialty Items,Artwork,Highly Fragile Solid,2.72,8,0.39,0.28,13.48,3,7,4
7489,Cosmetics,Makeup Powder,Powder,4.02,4,0.87,0.11,6.05,3,25,4
7490,Cosmetics,Nail Polish,Liquid (Flammable),8.46,5,0.74,0.99,26.76,8,59,2
7491,Pharmaceuticals & Healthcare,Tablets,Solid,12.54,5,0.21,0.08,27.13,3,67,5
7492,Cosmetics,Nail Polish,Liquid (Flammable),8.62,3,0.72,0.73,25.5,3,7,2
7493,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),0.14,3,0.41,0.19,9.83,7,59,2
7494,Agriculture & Raw Materials,Grains,Granular Solid,19.49,6,0.78,0.17,15.39,5,53,5
7495,Clothing & Textiles,Fabric Roll,Solid (Roll Form),4.53,5,0.32,0.16,27.81,8,47,4
7496,Food & Beverages,Flour,Powder,14.32,2,0.92,0.17,8.15,8,5,3
7497,Pharmaceuticals & Healthcare,Syrup,Liquid,6.52,3,0.6,1,23.12,7,67,1
7498,Food & Beverages,Juice,Liquid,3.73,3,0.47,0.88,9.03,8,56,4
7499,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),7.4,5,0.56,0.05,16.94,5,62,2
7500,Chemical Products,Pesticide Liquid,Liquid,7.64,4,0.75,0.83,28.53,6,11,4
7501,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,0.43,3,0.51,0.09,34.67,8,10,4
7502,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),7.42,5,0.76,0.92,5.84,5,59,5
7503,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,7.17,2,0.31,0.21,13.03,8,43,2
7504,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,10.55,4,0.46,0.1,23.82,3,35,3
7505,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),6.05,4,0.2,0.3,7.53,5,33,2
7506,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),2.04,9,0.36,0.29,9.74,8,16,2
7507,Agriculture & Raw Materials,Animal Feed,Granular Solid,2.77,4,0.92,0.17,13.11,4,33,1
7508,Pharmaceuticals & Healthcare,Powder Medicine,Powder,5.45,3,0.92,0.21,34.37,4,5,5
7509,Food & Beverages,Snacks,Fragile Solid,3.66,8,0.58,0.27,7.59,3,6,2
7510,Automotive Parts & Accessories,Engine Part,Solid (Heavy),16.42,3,0.45,0.09,23.56,7,4,1
7511,Pharmaceuticals & Healthcare,Syrup,Liquid,3.06,5,0.8,0.77,5.7,5,9,5
7512,Automotive Parts & Accessories,Brake Fluid,Liquid,0.74,4,0.44,0.95,12.67,4,32,2
7513,Chemical Products,Pesticide Granular,Granular Solid,24.34,5,0.83,0.14,9.68,9,61,4
7514,Electronics & Consumer Goods,Tablet,Solid (Fragile),1.2,8,0.29,0.09,7.09,3,3,4
7515,Luxury & Specialty Items,Artwork,Highly Fragile Solid,4.35,7,0.33,0.26,6.02,3,13,5
7516,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),6.73,5,0.47,0.18,25.77,7,17,1
7517,Electronics & Consumer Goods,Home Appliance,Solid,13.77,6,0.51,0.13,12.64,8,58,5
7518,Pharmaceuticals & Healthcare,Capsules,Solid,6.09,2,0.32,0.12,8.4,9,27,2
7519,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,3.64,8,0.25,0.07,5.89,7,22,3
7520,Clothing & Textiles,T-shirt,Solid (Flexible),0.1,6,0.43,0.1,16.32,5,6,1
7521,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,12.9,3,0.26,0.21,31.94,6,10,2
7522,Cosmetics,Serum,Liquid,3.57,4,0.57,0.74,17.48,7,24,5
7523,Automotive Parts & Accessories,Brake Fluid,Liquid,9.56,4,0.54,0.82,23.32,6,13,3
7524,Chemical Products,Fertilizer,Granular Solid,16.18,5,0.87,0.28,8.05,5,40,4
7525,Electronics & Consumer Goods,Headphones,Solid,8.88,4,0.21,0.08,5.3,4,35,5
7526,Clothing & Textiles,Bedding,Compressible Solid,5.88,2,0.49,0.21,38.7,5,34,4
7527,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),1.26,2,0.49,0.15,31.6,4,59,1
7528,Electronics & Consumer Goods,Tablet,Solid (Fragile),3.02,7,0.36,0.07,13.86,3,47,4
7529,Automotive Parts & Accessories,Brake Fluid,Liquid,0.76,3,0.41,0.91,9.76,9,14,4
7530,Clothing & Textiles,T-shirt,Solid (Flexible),2.47,4,0.43,0.23,17.02,5,61,5
7531,Food & Beverages,Flour,Powder,11.32,2,0.92,0.18,22.07,8,39,1
7532,Agriculture & Raw Materials,Animal Feed,Granular Solid,24.38,3,0.8,0.1,12.48,3,61,1
7533,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),1.39,7,0.32,0.23,2.43,3,15,3
7534,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,5.56,5,0.54,0.22,12.66,5,35,4
7535,Automotive Parts & Accessories,Spare Part,Solid,1.05,2,0.25,0.1,17.58,9,49,3
7536,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),8.96,4,0.61,0.77,6.2,6,54,5
7537,E-commerce & Logistics Goods,Books,Solid,6.91,6,0.21,0.12,9.13,6,34,1
7538,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,1.94,7,0.27,0.14,10.03,9,56,1
7539,Chemical Products,Adhesive,Viscous Liquid,5.65,3,0.59,0.92,6.84,7,44,5
7540,Food & Beverages,Sauce/Ketchup,Viscous Liquid,3.57,4,0.72,0.83,21.21,4,43,2
7541,Pharmaceuticals & Healthcare,Tablets,Solid,8.74,5,0.43,0.24,23.79,5,4,1
7542,Pharmaceuticals & Healthcare,Tablets,Solid,11.93,4,0.51,0.06,17.35,6,13,3
7543,Agriculture & Raw Materials,Animal Feed,Granular Solid,15.31,6,0.96,0.09,12.47,9,27,1
7544,Clothing & Textiles,T-shirt,Solid (Flexible),11.24,6,0.45,0.16,21.81,7,65,1
7545,Luxury & Specialty Items,Watch,Solid (Fragile),1.33,8,0.46,0.09,11.34,4,11,5
7546,E-commerce & Logistics Goods,Home Decor,Fragile Solid,3.99,9,0.34,0.18,1.07,4,4,2
7547,Cosmetics,Serum,Liquid,8.17,4,0.52,0.95,32.4,3,50,4
7548,E-commerce & Logistics Goods,Books,Solid,14.28,5,0.4,0.09,9.96,8,48,5
7549,Pharmaceuticals & Healthcare,Capsules,Solid,7.99,4,0.3,0.22,15.76,8,17,2
7550,Cosmetics,Lipstick,Solid,13.61,3,0.38,0.09,37.63,7,61,5
7551,Chemical Products,Paint,Liquid,9.86,3,0.54,0.76,8.64,5,24,2
7552,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,13.32,2,0.42,0.21,9.97,7,70,3
7553,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,0.8,7,0.49,0.09,3.5,9,41,1
7554,E-commerce & Logistics Goods,Books,Solid,13.12,6,0.36,0.29,10.19,9,3,5
7555,Clothing & Textiles,Shoes,Solid,3.29,4,0.28,0.28,32.94,3,34,3
7556,E-commerce & Logistics Goods,Toys,Solid,6.68,4,0.22,0.22,10.76,3,54,5
7557,Luxury & Specialty Items,Watch,Solid (Fragile),3.88,7,0.37,0.28,19.35,7,16,3
7558,E-commerce & Logistics Goods,Books,Solid,0.97,4,0.42,0.08,12.76,3,16,1
7559,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,2.29,6,0.46,0.1,17.32,5,36,4
7560,Agriculture & Raw Materials,Seeds,Granular Solid,9.36,4,0.73,0.1,21.68,7,52,1
7561,Clothing & Textiles,Bedding,Compressible Solid,9.25,6,0.35,0.08,16.21,4,46,3
7562,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),2.38,7,0.22,0.06,7.27,7,4,3
7563,Food & Beverages,Sauce/Ketchup,Viscous Liquid,0.64,5,0.57,0.91,16.35,4,18,1
7564,Automotive Parts & Accessories,Spare Part,Solid,1.87,5,0.24,0.13,18.35,7,39,3
7565,E-commerce & Logistics Goods,Home Decor,Fragile Solid,2.43,7,0.51,0.26,2.44,6,70,2
7566,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),10.27,4,0.29,0.11,12.84,4,42,3
7567,Pharmaceuticals & Healthcare,Capsules,Solid,12.91,6,0.29,0.1,11.4,5,54,4
7568,Pharmaceuticals & Healthcare,Ointment,Semi-solid,8.67,5,0.47,0.11,9.53,9,55,2
7569,E-commerce & Logistics Goods,Toys,Solid,12.45,2,0.57,0.1,37.27,4,40,3
7570,Clothing & Textiles,T-shirt,Solid (Flexible),3.98,4,0.3,0.26,31.77,7,3,3
7571,Food & Beverages,Dry Grains,Granular Solid,1.58,3,0.94,0.25,30.65,4,22,4
7572,Electronics & Consumer Goods,Tablet,Solid (Fragile),0.69,8,0.5,0.28,13.05,6,43,4
7573,Pharmaceuticals & Healthcare,Capsules,Solid,2.02,2,0.32,0.25,10.21,6,53,5
7574,Cosmetics,Nail Polish,Liquid (Flammable),7.78,5,0.74,0.81,28.83,6,21,2
7575,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,0.45,8,0.45,0.27,6.41,4,9,1
7576,Cosmetics,Makeup Powder,Powder,3.27,6,0.95,0.27,4.04,9,6,3
7577,Agriculture & Raw Materials,Grains,Granular Solid,19.01,6,0.86,0.2,4.75,5,19,5
7578,Cosmetics,Serum,Liquid,4.42,3,0.44,0.94,18.45,7,34,5
7579,Pharmaceuticals & Healthcare,Syrup,Liquid,1.98,3,0.45,0.82,13.39,3,26,2
7580,Clothing & Textiles,Jeans,Solid (Flexible),7.58,4,0.27,0.19,31.12,7,33,3
7581,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),13.56,6,0.29,0.08,18.28,4,22,4
7582,Agriculture & Raw Materials,Seeds,Granular Solid,11.6,6,0.73,0.19,23.02,5,22,2
7583,Clothing & Textiles,T-shirt,Solid (Flexible),10.45,5,0.42,0.21,26.9,8,68,2
7584,Electronics & Consumer Goods,Tablet,Solid (Fragile),4.27,9,0.32,0.2,1.54,9,20,2
7585,Agriculture & Raw Materials,Grains,Granular Solid,23.58,6,0.83,0.08,23.92,9,5,3
7586,Automotive Parts & Accessories,Engine Part,Solid (Heavy),34.56,3,0.27,0.23,8.7,6,51,3
7587,Pharmaceuticals & Healthcare,Capsules,Solid,10.57,2,0.31,0.2,5.53,3,9,3
7588,Automotive Parts & Accessories,Spare Part,Solid,9.6,6,0.48,0.18,13.25,8,42,4
7589,Cosmetics,Perfume,Liquid (Volatile),1.88,5,0.44,0.74,23.89,7,59,3
7590,E-commerce & Logistics Goods,Books,Solid,4.63,4,0.41,0.08,23.74,7,70,2
7591,E-commerce & Logistics Goods,Books,Solid,6.15,2,0.4,0.1,7.04,6,65,2
7592,Clothing & Textiles,Fabric Roll,Solid (Roll Form),12.7,6,0.3,0.12,4.04,3,6,3
7593,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),0.47,9,0.27,0.1,2.42,4,38,1
7594,Luxury & Specialty Items,Watch,Solid (Fragile),3.49,9,0.42,0.08,9.85,4,56,1
7595,Electronics & Consumer Goods,Smartphone,Solid (Fragile),2.43,7,0.31,0.2,7.58,8,24,3
7596,Food & Beverages,Dry Grains,Granular Solid,14.55,3,0.78,0.08,4.62,7,11,4
7597,Chemical Products,Paint,Liquid,4.12,5,0.59,0.86,24.21,5,18,1
7598,Luxury & Specialty Items,Watch,Solid (Fragile),1.83,7,0.37,0.15,11.29,6,3,1
7599,Pharmaceuticals & Healthcare,Syrup,Liquid,3.17,4,0.53,0.71,4.12,5,6,3
7600,Electronics & Consumer Goods,Home Appliance,Solid,10.75,2,0.21,0.07,23.64,3,41,1
7601,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,0.31,9,0.41,0.06,5.01,5,54,2
7602,Cosmetics,Lotion,Liquid,2.5,3,0.53,0.99,21.94,6,71,3
7603,Cosmetics,Cream,Semi-solid,4.02,5,0.42,0.14,17.93,4,64,4
7604,Food & Beverages,Sauce/Ketchup,Viscous Liquid,8.5,3,0.71,0.87,17.69,8,58,2
7605,Clothing & Textiles,Shoes,Solid,2.52,3,0.59,0.17,33.6,9,58,1
7606,Chemical Products,Lubricant,Liquid,7.57,4,0.48,0.84,3.7,8,22,4
7607,Automotive Parts & Accessories,Engine Part,Solid (Heavy),14.57,3,0.36,0.2,4.68,6,49,3
7608,Electronics & Consumer Goods,Laptop,Solid (Fragile),3,9,0.27,0.14,8.86,5,26,4
7609,Food & Beverages,Milk,Liquid,4.26,3,0.53,0.79,39.3,5,3,5
7610,Food & Beverages,Flour,Powder,19.56,2,0.83,0.06,25.38,7,51,2
7611,Cosmetics,Serum,Liquid,9.09,4,0.44,0.9,32.8,6,15,2
7612,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,7.85,3,0.35,0.17,10.28,7,31,3
7613,E-commerce & Logistics Goods,Toys,Solid,14.34,6,0.54,0.06,10.8,6,60,2
7614,Food & Beverages,Dry Grains,Granular Solid,4.45,2,0.98,0.29,6.83,9,64,4
7615,Food & Beverages,Flour,Powder,21.65,2,0.82,0.21,28.96,9,71,2
7616,Clothing & Textiles,T-shirt,Solid (Flexible),8.94,4,0.35,0.13,17.79,6,5,1
7617,Electronics & Consumer Goods,Tablet,Solid (Fragile),0.12,7,0.57,0.15,16.2,3,42,2
7618,Electronics & Consumer Goods,Home Appliance,Solid,5.56,2,0.26,0.24,21.49,9,52,5
7619,Clothing & Textiles,Jeans,Solid (Flexible),10.23,3,0.24,0.23,25.65,4,63,2
7620,Agriculture & Raw Materials,Animal Feed,Granular Solid,16.48,6,0.87,0.11,6.95,4,28,4
7621,Luxury & Specialty Items,Watch,Solid (Fragile),1.33,8,0.41,0.12,10.55,6,49,4
7622,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),10.05,4,0.23,0.25,12.84,7,14,5
7623,Automotive Parts & Accessories,Engine Oil,Liquid,6.7,4,0.77,0.97,18.51,8,54,1
7624,Luxury & Specialty Items,Jewelry,Solid (Fragile),3.15,7,0.32,0.14,17.27,4,19,5
7625,Cosmetics,Makeup Powder,Powder,20.84,6,0.92,0.25,4.95,8,30,1
7626,Cosmetics,Cream,Semi-solid,12.98,2,0.23,0.19,18.48,6,11,3
7627,Electronics & Consumer Goods,Headphones,Solid,11.51,2,0.58,0.15,41.66,9,48,1
7628,E-commerce & Logistics Goods,Home Decor,Fragile Solid,4.69,7,0.33,0.26,15.8,7,44,5
7629,Cosmetics,Lipstick,Solid,7.7,5,0.24,0.24,23.36,5,40,1
7630,Luxury & Specialty Items,Artwork,Highly Fragile Solid,4.09,9,0.38,0.15,2.02,8,28,4
7631,Agriculture & Raw Materials,Animal Feed,Granular Solid,23.6,5,0.81,0.11,27.5,4,42,3
7632,Clothing & Textiles,Fabric Roll,Solid (Roll Form),3.97,2,0.55,0.27,6.97,7,18,5
7633,E-commerce & Logistics Goods,Toys,Solid,9.44,6,0.25,0.13,11.48,9,57,5
7634,Pharmaceuticals & Healthcare,Syrup,Liquid,4.86,3,0.53,0.82,37.28,8,34,5
7635,Cosmetics,Nail Polish,Liquid (Flammable),5.63,4,0.67,0.85,6.19,4,59,4
7636,Automotive Parts & Accessories,Engine Oil,Liquid,9.75,5,0.49,0.82,11.9,5,6,5
7637,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),3.64,3,0.41,0.28,17.01,8,34,1
7638,Electronics & Consumer Goods,Laptop,Solid (Fragile),4.02,8,0.37,0.29,7.87,6,70,1
7639,Cosmetics,Serum,Liquid,6.88,4,0.67,0.99,13.34,7,27,2
7640,Pharmaceuticals & Healthcare,Ointment,Semi-solid,6.79,4,0.51,0.12,32.58,6,44,4
7641,Cosmetics,Lipstick,Solid,14.74,5,0.31,0.2,25.81,7,7,4
7642,Luxury & Specialty Items,Watch,Solid (Fragile),2.48,7,0.33,0.1,19.64,9,41,4
7643,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,3.59,4,0.58,0.13,20.39,9,7,3
7644,Food & Beverages,Juice,Liquid,5.92,3,0.47,0.91,5.55,8,63,1
7645,Agriculture & Raw Materials,Grains,Granular Solid,2.91,3,0.79,0.07,13.29,5,60,3
7646,Chemical Products,Paint,Liquid,3.48,3,0.68,0.81,13.44,7,5,4
7647,Cosmetics,Nail Polish,Liquid (Flammable),3.99,4,0.75,0.98,13.23,3,37,2
7648,Clothing & Textiles,T-shirt,Solid (Flexible),7.81,3,0.46,0.07,21.82,4,17,1
7649,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),12.67,2,0.59,0.23,20.48,4,55,3
7650,E-commerce & Logistics Goods,Toys,Solid,8.82,4,0.21,0.12,28.61,5,8,2
7651,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),5.62,4,0.56,0.78,8.07,5,55,1
7652,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,8.99,6,0.32,0.14,2.82,7,34,3
7653,Automotive Parts & Accessories,Brake Fluid,Liquid,4.79,4,0.55,0.72,12.57,6,49,4
7654,E-commerce & Logistics Goods,Toys,Solid,0.81,5,0.22,0.22,8.65,8,45,3
7655,Food & Beverages,Flour,Powder,15.81,4,0.97,0.17,17.54,3,16,4
7656,Food & Beverages,Dry Grains,Granular Solid,24.98,5,0.88,0.13,6.01,5,27,5
7657,Clothing & Textiles,Bedding,Compressible Solid,4.6,2,0.36,0.22,26.89,6,39,2
7658,Food & Beverages,Juice,Liquid,9.88,5,0.67,0.97,12.91,3,52,3
7659,Clothing & Textiles,Fabric Roll,Solid (Roll Form),13.11,3,0.53,0.11,12.49,7,68,5
7660,E-commerce & Logistics Goods,Toys,Solid,6.46,6,0.36,0.28,8.41,5,43,5
7661,Chemical Products,Adhesive,Viscous Liquid,9.38,5,0.72,0.89,21.68,7,5,2
7662,Luxury & Specialty Items,Watch,Solid (Fragile),1.8,7,0.54,0.16,12.81,7,53,3
7663,Automotive Parts & Accessories,Spare Part,Solid,8.83,3,0.42,0.19,14.4,8,28,2
7664,Luxury & Specialty Items,Jewelry,Solid (Fragile),1.59,8,0.28,0.18,3.85,7,65,3
7665,Food & Beverages,Snacks,Fragile Solid,3.09,8,0.26,0.09,1.62,7,25,2
7666,Agriculture & Raw Materials,Grains,Granular Solid,19.46,6,0.9,0.14,10.38,4,41,2
7667,Cosmetics,Perfume,Liquid (Volatile),9.19,5,0.42,0.86,21.82,4,34,4
7668,Agriculture & Raw Materials,Animal Feed,Granular Solid,21.59,6,0.84,0.18,19.44,3,21,1
7669,Agriculture & Raw Materials,Seeds,Granular Solid,6.55,5,0.89,0.14,16.39,9,55,4
7670,Clothing & Textiles,Bedding,Compressible Solid,7.5,3,0.26,0.21,25.65,9,33,2
7671,Cosmetics,Perfume,Liquid (Volatile),5.59,5,0.69,0.77,28.43,5,3,3
7672,Agriculture & Raw Materials,Animal Feed,Granular Solid,18.02,2,0.97,0.1,44.58,7,67,4
7673,Luxury & Specialty Items,Watch,Solid (Fragile),3.67,9,0.3,0.09,4.24,8,24,2
7674,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,3.96,6,0.41,0.15,4.77,4,11,5
7675,Agriculture & Raw Materials,Animal Feed,Granular Solid,3.56,5,0.86,0.16,20.26,9,9,3
7676,Agriculture & Raw Materials,Grains,Granular Solid,8.39,2,0.84,0.2,18.03,5,44,4
7677,Electronics & Consumer Goods,Smartphone,Solid (Fragile),2.2,8,0.49,0.23,8.17,7,34,5
7678,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,0.93,7,0.27,0.11,11.77,5,54,4
7679,Luxury & Specialty Items,Jewelry,Solid (Fragile),2.93,9,0.54,0.09,3.45,4,53,1
7680,E-commerce & Logistics Goods,Books,Solid,11.03,5,0.21,0.23,29.58,5,25,1
7681,Automotive Parts & Accessories,Engine Part,Solid (Heavy),7.47,3,0.25,0.19,13.51,5,66,2
7682,Electronics & Consumer Goods,Laptop,Solid (Fragile),0.63,8,0.37,0.14,4.91,8,38,5
7683,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),12.1,5,0.38,0.21,28.89,9,37,1
7684,Luxury & Specialty Items,Watch,Solid (Fragile),2.91,7,0.4,0.07,18.01,5,64,5
7685,Agriculture & Raw Materials,Animal Feed,Granular Solid,3.19,6,0.82,0.13,9.68,4,63,2
7686,Clothing & Textiles,Bedding,Compressible Solid,0.06,6,0.4,0.19,11.95,7,19,4
7687,Automotive Parts & Accessories,Spare Part,Solid,7.26,2,0.32,0.05,32.79,8,44,4
7688,Food & Beverages,Milk,Liquid,6.86,4,0.61,0.72,17.19,9,22,4
7689,Luxury & Specialty Items,Premium Perfume,Liquid,1.36,4,0.59,0.71,5.22,9,34,2
7690,Pharmaceuticals & Healthcare,Capsules,Solid,3.7,2,0.44,0.12,31.46,8,19,2
7691,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,10,6,0.31,0.18,18.15,7,53,3
7692,Luxury & Specialty Items,Jewelry,Solid (Fragile),0.55,7,0.52,0.16,12.05,3,50,5
7693,Luxury & Specialty Items,Premium Perfume,Liquid,1.95,3,0.43,0.78,28.42,3,51,3
7694,Food & Beverages,Dry Grains,Granular Solid,13.81,2,0.9,0.07,31.17,3,17,4
7695,Agriculture & Raw Materials,Grains,Granular Solid,13.09,6,0.86,0.06,18.94,9,42,4
7696,Clothing & Textiles,Bedding,Compressible Solid,13.37,5,0.56,0.2,23.3,4,48,5
7697,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,8.75,5,0.38,0.16,21.21,7,4,5
7698,Luxury & Specialty Items,Artwork,Highly Fragile Solid,0.58,8,0.37,0.17,5.4,3,59,5
7699,Luxury & Specialty Items,Watch,Solid (Fragile),3.52,8,0.56,0.13,13.14,8,45,4
7700,Food & Beverages,Juice,Liquid,2.71,5,0.75,0.77,21.4,3,16,5
7701,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,7.14,5,0.26,0.27,14.03,9,62,3
7702,Electronics & Consumer Goods,Headphones,Solid,10.77,6,0.28,0.24,9.48,9,4,5
7703,Food & Beverages,Snacks,Fragile Solid,2.53,9,0.39,0.05,9.94,6,34,4
7704,Clothing & Textiles,Fabric Roll,Solid (Roll Form),11.7,6,0.28,0.14,9.97,9,65,5
7705,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,4.66,9,0.4,0.09,2.64,9,52,1
7706,Clothing & Textiles,Bedding,Compressible Solid,4.38,6,0.49,0.23,3.8,5,31,1
7707,Clothing & Textiles,Shoes,Solid,3.97,3,0.46,0.1,30.11,3,34,2
7708,Agriculture & Raw Materials,Animal Feed,Granular Solid,23,6,0.82,0.08,23.28,8,37,4
7709,Luxury & Specialty Items,Watch,Solid (Fragile),0.83,8,0.21,0.19,4.98,6,61,2
7710,Chemical Products,Chemical Powder,Powder,0.58,6,0.84,0.25,4.6,3,68,2
7711,Electronics & Consumer Goods,Headphones,Solid,14,4,0.25,0.17,23.78,9,41,4
7712,Clothing & Textiles,T-shirt,Solid (Flexible),1.24,3,0.32,0.21,34.06,6,34,1
7713,Food & Beverages,Edible Oil,Liquid,2.25,3,0.48,0.85,23.85,7,7,2
7714,Electronics & Consumer Goods,Laptop,Solid (Fragile),1.35,8,0.52,0.19,4.97,5,39,1
7715,Electronics & Consumer Goods,Laptop,Solid (Fragile),2.32,9,0.42,0.12,3.33,7,49,5
7716,Luxury & Specialty Items,Jewelry,Solid (Fragile),1.05,9,0.45,0.15,1.05,8,69,4
7717,Agriculture & Raw Materials,Animal Feed,Granular Solid,11.37,5,0.93,0.08,22.19,3,10,1
7718,Food & Beverages,Juice,Liquid,1.43,5,0.51,0.72,19.64,4,66,1
7719,Electronics & Consumer Goods,Headphones,Solid,9.09,5,0.35,0.25,25.27,4,3,5
7720,E-commerce & Logistics Goods,Books,Solid,10.76,6,0.53,0.3,5.75,8,5,2
7721,Clothing & Textiles,T-shirt,Solid (Flexible),11.76,3,0.41,0.18,6.74,3,42,5
7722,Chemical Products,Pesticide Liquid,Liquid,3.49,4,0.74,0.9,25.66,9,23,5
7723,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),8.52,5,0.3,0.27,28.44,4,36,1
7724,Automotive Parts & Accessories,Brake Fluid,Liquid,4.44,3,0.65,0.89,20.42,7,47,5
7725,Chemical Products,Solvent,Liquid (Flammable),3.44,5,0.52,0.72,16.29,3,10,1
7726,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),0.49,3,0.23,0.15,12.73,9,40,5
7727,Agriculture & Raw Materials,Seeds,Granular Solid,20.54,5,0.84,0.28,3.28,8,69,1
7728,Electronics & Consumer Goods,Home Appliance,Solid,6.65,5,0.41,0.29,21.5,4,5,4
7729,Automotive Parts & Accessories,Spare Part,Solid,14.58,2,0.29,0.1,26.84,9,58,2
7730,Cosmetics,Lipstick,Solid,12.41,6,0.23,0.19,23.3,8,11,4
7731,Food & Beverages,Snacks,Fragile Solid,2.43,7,0.58,0.08,5.66,4,10,1
7732,E-commerce & Logistics Goods,Books,Solid,1.04,5,0.31,0.16,14.2,5,39,1
7733,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),10.92,5,0.5,0.09,20.03,8,63,2
7734,Cosmetics,Lotion,Liquid,7.07,3,0.41,1,15.16,5,25,5
7735,Automotive Parts & Accessories,Spare Part,Solid,8.96,4,0.22,0.09,27.67,9,64,2
7736,Automotive Parts & Accessories,Engine Part,Solid (Heavy),23.01,1,0.32,0.25,13.12,3,54,4
7737,Food & Beverages,Sauce/Ketchup,Viscous Liquid,2.16,3,0.62,0.74,37.74,3,11,3
7738,Cosmetics,Lipstick,Solid,5.85,2,0.59,0.29,34.85,6,70,1
7739,Clothing & Textiles,Fabric Roll,Solid (Roll Form),12.47,5,0.37,0.22,27.81,9,36,5
7740,Electronics & Consumer Goods,Smartphone,Solid (Fragile),0.34,7,0.23,0.06,10.03,4,42,2
7741,Chemical Products,Chemical Powder,Powder,1.77,2,0.86,0.29,17.99,7,13,1
