material_id,base_category,material_form,tensile_strength_mpa,thickness_mm,weight_capacity_kg,moisture_barrier_score,leakage_resistance_score,biodegradability_score,co2_kg_per_kg,recyclability_percent,cost_per_kg_inr
4146,Glass,Borosilicate Glass,73.85,7.43,278.62,0.931,0.888,0,1.48,85.6,103.75
4147,Sustainable,Bagasse,19.72,1.42,14.12,0.339,0.364,0.983,0.538,74.7,103.75
4148,Glass,Tempered Glass,78.72,0.8,22.05,0.982,0.806,0,1.528,82,120.35
4149,Paper,Molded Pulp,18.32,7.91,75.58,0.199,0.129,0.932,0.633,84.4,65.57
4150,Glass,Soda-Lime Glass,70.48,7.14,199.71,0.974,0.932,0,0.953,99.3,45.65
4151,Plastic,HDPE,25.55,1.11,11.3,0.875,0.873,0.047,1.82,66.9,173.47
4152,Paper,Corrugated Board,29.22,6.5,66.86,0.355,0.216,0.915,0.738,100,91.3
4153,Metal,Aluminum Alloy 3003,110.68,6.09,283.11,1,1,0,7.99,97.7,289.67
4154,Glass,Soda-Lime Glass,68.28,3.8,128.28,1,0.99,0,1.186,90.5,73.87
4155,Paper,Corrugated Board,36.12,7.17,108.42,0.364,0.222,1,0.946,96.3,100.43
4156,Metal,Aluminum Rigid (Can Grade),97.44,0.52,15.42,1,0.804,0,6.797,100,240.7
4157,Sustainable,Bagasse,20.59,4.6,48.4,0.334,0.35,0.908,0.409,84.3,70.55
4158,Metal,Aluminum Foil (Thin Gauge),64.25,8,237.87,1,0.849,0,7.514,92.7,247.34
4159,Metal,Aluminum Rigid (Can Grade),93.06,0.6,24.77,1,0.832,0,5.933,100,190.9
4160,Sustainable,Hemp Fiber Board,27.96,4.66,56.95,0.48,0.494,0.886,0.766,81.7,135.29
4161,Metal,Aluminum Alloy 3003,111.51,5.23,251.4,1,1,0,6.48,100,218.29
4162,Paper,Corrugated Board,29.88,4.19,46.51,0.324,0.213,0.876,0.809,100,94.62
4163,Plastic,PET,46.52,4.57,75.5,0.902,0.874,0.019,2.119,81.9,132.8
4164,Sustainable,Seaweed-based Film,18.42,2.66,24.39,0.637,0.685,0.903,0.51,77.2,136.12
4165,Glass,Soda-Lime Glass,70.47,7.87,218.46,1,0.87,0,1.173,91,69.72
4166,Paper,Kraft Paper,29.64,2.84,37.86,0.309,0.202,0.914,0.895,85.3,61.42
4167,Metal,Aluminum Foil (Thin Gauge),65.72,7.22,154.85,1,0.822,0,7.146,94.8,259.79
4168,Glass,Borosilicate Glass,75.92,4.61,177.18,0.968,1,0,1.493,85.2,104.58
4169,Metal,Aluminum Alloy 3003,107.61,5.44,315.96,0.952,0.809,0,6.817,100,238.21
4170,Glass,Borosilicate Glass,77.1,7.01,288.14,0.972,1,0,1.378,88.7,84.66
4171,Metal,Aluminum Foil (Thin Gauge),65.54,2.61,75.22,1,0.939,0,6.384,99.1,193.39
4172,Metal,Aluminum Rigid (Can Grade),94.46,1.44,46.67,1,0.949,0,7.99,97.7,237.38
4173,Metal,Aluminum Foil (Thin Gauge),65.37,3.75,108.29,1,0.88,0,6.611,97.8,254.81
4174,Sustainable,Hemp Fiber Board,27.61,0.52,6.95,0.446,0.512,0.946,0.647,87.7,131.14
4175,Sustainable,Seaweed-based Film,17.99,5.76,52.78,0.644,0.618,0.932,0.552,74.5,132.8
4176,Glass,Tempered Glass,82.36,6.87,282.85,1,0.839,0,1.407,85.4,122.01
4177,Glass,Tempered Glass,78.95,1.37,45.4,0.983,1,0,1.556,81.2,97.11
4178,Glass,Soda-Lime Glass,69.48,7.93,295.93,1,0.808,0,1.009,97.2,68.06
4179,Sustainable,Seaweed-based Film,17.77,3.74,29.85,0.647,0.745,0.893,0.504,77.6,110.39
4180,Glass,Soda-Lime Glass,69.12,7.77,219.41,1,0.978,0,1.046,95.8,66.4
4181,Bioplastic,PLA,51.01,5.04,78.22,0.724,0.704,0.789,1.202,56.4,187.58
4182,Sustainable,Mycelium Packaging,14.78,3.35,19.11,0.215,0.243,0.94,0.345,66.1,95.45
4183,Metal,Aluminum Foil (Thin Gauge),63.88,2.25,63.8,0.966,0.765,0,6.646,97.6,228.25
4184,Sustainable,Seaweed-based Film,17.53,6.49,54.33,0.628,0.679,0.922,0.482,79,131.97
4185,Plastic,HDPE,21.71,3.8,25.18,0.918,0.83,0.05,1.54,73.5,151.89
4186,Metal,Aluminum Alloy 3003,108.75,0.36,16.59,0.95,1,0,8.22,96.5,296.31
4187,Metal,Steel (304 Grade),398.99,6.34,1351.07,1,0.924,0,2.048,97.1,141.1
4188,Glass,Tempered Glass,78.48,4.54,151.56,1,0.812,0,1.166,92.2,87.98
4189,Glass,Soda-Lime Glass,71.19,7.49,285.69,0.937,0.872,0,0.839,100,60.59
4190,Metal,Aluminum Rigid (Can Grade),95.29,6.02,195.05,0.993,0.807,0,7.99,97.7,264.77
4191,Sustainable,Mycelium Packaging,14.64,7.85,43.99,0.19,0.264,0.924,0.396,60.4,119.52
4192,Sustainable,Mycelium Packaging,14.98,2.93,19.48,0.203,0.204,1,0.381,62.2,125.33
4193,Sustainable,Hemp Fiber Board,28.35,1.38,14.27,0.423,0.412,1,0.751,82.5,107.9
4194,Metal,Tinplate (Coated Steel),255.52,6.26,797.13,1,0.889,0,2.005,96.9,146.08
4195,Metal,Aluminum Foil (Thin Gauge),65.72,5.9,145.82,1,1,0,7.709,91.6,260.62
4196,Metal,Tinplate (Coated Steel),246.28,3.28,290.26,0.929,0.935,0,2.316,91.3,149.4
4197,Sustainable,Seaweed-based Film,18.32,7.68,64.23,0.608,0.761,1,0.626,69.7,131.14
4198,Plastic,PP,25.84,4.92,56.54,0.848,0.769,0.043,1.305,82.4,195.05
4199,Plastic,HDPE,21.41,1.85,16.23,0.972,0.95,0.053,1.538,73.6,117.03
4200,Metal,Steel (304 Grade),394.1,0.7,138.71,1,0.805,0,1.868,100,160.19
4201,Glass,Soda-Lime Glass,69.76,5.39,183.74,0.997,0.988,0,0.885,100,61.42
4202,Sustainable,Mycelium Packaging,15.28,0.35,1.96,0.187,0.22,1,0.324,68.6,116.2
4203,Metal,Aluminum Alloy 3003,108.23,6.21,259.55,1,0.927,0,5.965,100,216.63
4204,Metal,Aluminum Rigid (Can Grade),96.78,6.64,257.52,1,0.834,0,5.797,100,174.3
4205,Metal,Aluminum Foil (Thin Gauge),65.94,4.76,142.79,1,0.999,0,5.555,100,270.58
4206,Sustainable,Hemp Fiber Board,28.8,7.23,110.33,0.438,0.473,0.916,0.856,77.2,143.59
4207,Paper,Molded Pulp,20.62,7.51,54.17,0.205,0.123,0.974,0.746,78,74.7
4208,Sustainable,Hemp Fiber Board,27.16,0.41,4.74,0.429,0.538,0.998,0.734,83.3,112.05
4209,Metal,Steel (304 Grade),388.05,1.47,262.69,0.962,0.813,0,2.511,89.6,153.55
4210,Sustainable,Seaweed-based Film,18.38,3.99,25.09,0.62,0.642,0.945,0.664,67.3,122.84
4211,Glass,Soda-Lime Glass,69.37,7.15,185.8,0.921,0.894,0,0.841,100,59.76
4212,Metal,Aluminum Rigid (Can Grade),92.24,0.55,27.02,1,0.806,0,6.497,100,204.18
4213,Plastic,PET,50.23,2.36,41.04,0.956,0.858,0.019,2.254,79.4,140.27
4214,Metal,Aluminum Rigid (Can Grade),93.34,4.59,140.21,0.959,1,0,5.804,100,204.18
4215,Paper,Molded Pulp,16.41,2.09,17.94,0.213,0.147,1,0.585,87.1,78.85
4216,Plastic,PET,42.54,6.32,94.45,0.857,0.925,0.021,1.853,86.6,137.78
4217,Sustainable,Hemp Fiber Board,28.63,5.19,61.85,0.415,0.459,0.94,0.634,88.3,97.11
4218,Paper,Corrugated Board,29.15,7.04,64.32,0.373,0.252,0.981,0.734,100,80.51
4219,Metal,Aluminum Alloy 3003,107.89,1.21,46.57,0.932,0.88,0,8.108,97.1,265.6
4220,Paper,Molded Pulp,16.26,6.46,56.07,0.198,0.156,0.918,0.557,88.6,82.17
4221,Glass,Soda-Lime Glass,71.75,5.18,127.63,0.923,0.87,0,0.941,99.7,67.23
4222,Glass,Soda-Lime Glass,70.08,2.41,83.32,1,0.803,0,0.893,100,56.44
4223,Metal,Aluminum Foil (Thin Gauge),65.54,7.26,188.46,1,0.879,0,6.72,97.2,239.87
4224,Glass,Borosilicate Glass,76.35,6.86,203.61,1,0.805,0,0.99,100,77.19
4225,Paper,Corrugated Board,38.26,2.37,27.35,0.344,0.209,1,1.081,90.8,101.26
4226,Metal,Tinplate (Coated Steel),255.76,1.17,143.14,1,0.827,0,2.241,92.7,112.05
4227,Bioplastic,PLA,49.74,2.55,48.99,0.656,0.805,0.813,1.052,61.2,224.1
4228,Sustainable,Seaweed-based Film,18.19,5.29,48.96,0.628,0.61,1,0.575,73,132.8
4229,Plastic,PP,32.16,4.11,54.19,0.935,0.826,0.038,1.629,74.3,126.16
4230,Plastic,HDPE,25.25,4.4,54.97,0.955,0.995,0.05,1.86,65.9,131.97
4231,Plastic,HDPE,23.1,1.69,20.89,1,1,0.052,1.649,70.9,123.67
4232,Glass,Soda-Lime Glass,71.25,4.2,146.58,1,0.847,0,1.137,92.4,71.38
4233,Metal,Steel (304 Grade),399.8,6.42,1309.01,0.962,0.973,0,2.549,89,141.1
4234,Plastic,HDPE,21.78,5.86,46.03,0.939,0.801,0.053,1.507,74.3,171.81
4235,Paper,Kraft Paper,26.67,1.89,24.4,0.297,0.177,1,0.787,90.6,60.59
4236,Bioplastic,PLA,50.07,4.51,107.63,0.652,0.822,0.859,1.257,54.6,215.8
4237,Metal,Aluminum Rigid (Can Grade),93.03,2.16,77.46,1,1,0,6.317,100,200.86
4238,Metal,Steel (304 Grade),393.56,5.45,1022.6,0.983,0.84,0,2.513,89.6,185.09
4239,Sustainable,Seaweed-based Film,18.3,0.58,4.02,0.667,0.668,0.909,0.617,70.3,161.02
4240,Plastic,HDPE,19.37,4.68,35.07,0.978,0.853,0.048,1.366,77.6,175.13
4241,Sustainable,Hemp Fiber Board,28.06,1.69,19.97,0.459,0.547,0.916,0.769,81.6,108.73
4242,Plastic,PP,27.33,4.59,41.85,0.921,1,0.041,1.39,80.2,141.1
4243,Metal,Aluminum Rigid (Can Grade),96.45,3.93,166.81,0.97,0.904,0,8.466,95.2,199.2
4244,Sustainable,Hemp Fiber Board,27.95,3.72,30.79,0.437,0.49,1,0.699,85,133.63
4245,Glass,Borosilicate Glass,75.82,4.92,123.49,1,0.901,0,1.204,93.9,97.94
4246,Glass,Tempered Glass,79.19,2.42,70.51,1,0.912,0,1.091,94.3,87.98
4247,Sustainable,Hemp Fiber Board,27.93,2.97,27.33,0.464,0.541,1,0.697,85.1,122.84
4248,Paper,Kraft Paper,25.3,1.16,12.63,0.298,0.194,0.9,0.721,93.9,70.55
4249,Sustainable,Seaweed-based Film,17.49,7.91,56.5,0.638,0.675,1,0.513,77,133.63
4250,Plastic,PP,34.44,6.17,86.94,0.976,0.91,0.039,1.792,70.2,179.28
4251,Glass,Soda-Lime Glass,71.65,2.9,69.96,0.951,0.925,0,0.804,100,48.97
4252,Paper,Corrugated Board,37.64,4.21,51.03,0.354,0.214,0.88,1.009,93.7,95.45
4253,Metal,Aluminum Foil (Thin Gauge),63.29,5.99,175.85,0.938,0.843,0,6.611,97.8,241.53
4254,Sustainable,Hemp Fiber Board,27.99,4.32,38.65,0.442,0.47,1,0.661,87,102.92
4255,Bioplastic,PLA,49.77,7.19,190.73,0.651,0.824,0.873,1.031,61.9,258.13
4256,Metal,Aluminum Alloy 3003,108.61,5.23,308.02,1,0.928,0,5.986,100,285.52
4257,Metal,Aluminum Alloy 3003,112.84,7.66,464.42,0.953,1,0,8.669,94.2,322.87
4258,Metal,Steel (304 Grade),394.61,4.85,941.78,0.984,0.811,0,2.781,85.3,130.31
4259,Metal,Aluminum Rigid (Can Grade),95.9,7.81,255.33,0.96,0.916,0,7.14,100,253.15
4260,Paper,Kraft Paper,21.95,6.92,46.68,0.284,0.22,0.927,0.617,99.1,57.27
4261,Plastic,HDPE,18.99,5.07,40.11,0.915,0.824,0.051,1.314,78.9,172.64
4262,Metal,Tinplate (Coated Steel),250.6,2.98,245.78,0.928,1,0,1.939,98.1,153.55
4263,Metal,Aluminum Foil (Thin Gauge),63.34,2.41,48.84,0.928,0.997,0,6.698,97.3,287.18
4264,Glass,Tempered Glass,79.31,7.98,319.65,0.927,1,0,1.36,86.8,120.35
4265,Metal,Steel (304 Grade),392.73,7.13,1180.06,0.98,0.999,0,2.736,86,171.81
4266,Plastic,PP,29.01,6.29,81.96,0.929,0.941,0.04,1.446,78.9,136.12
4267,Bioplastic,PLA,49.08,6.85,101.14,0.648,0.663,0.904,1.324,52.4,180.11
4268,Glass,Soda-Lime Glass,68.99,4.66,159.97,1,0.813,0,1.108,93.5,58.1
4269,Plastic,PP,31.68,7.66,103.93,0.877,0.841,0.037,1.571,75.7,113.71
4270,Plastic,PET,42.19,4.15,86.44,0.909,1,0.02,1.858,86.6,159.36
4271,Plastic,PP,26.96,2.89,25.46,0.985,0.845,0.043,1.305,82.4,165.17
4272,Plastic,HDPE,24.9,1.5,14.54,0.903,0.793,0.049,1.787,67.7,131.97
4273,Sustainable,Bagasse,19.54,1.08,7.48,0.328,0.353,1,0.562,72.8,100.43
4274,Paper,Corrugated Board,36.06,6.58,128.61,0.376,0.219,1,0.947,96.3,84.66
4275,Glass,Borosilicate Glass,76.58,7.83,183.25,1,1,0,1.471,85.9,99.6
4276,Glass,Borosilicate Glass,76.68,2.33,92.28,0.948,1,0,1.43,87.1,102.09
4277,Glass,Soda-Lime Glass,70.11,5.21,153.69,1,1,0,1.077,94.6,61.42
4278,Metal,Steel (304 Grade),394.23,6.32,1339.84,0.967,1,0,2.051,97,151.06
4279,Metal,Aluminum Foil (Thin Gauge),66.9,5.55,174.53,0.966,0.864,0,7.949,90.3,281.37
4280,Plastic,HDPE,24.08,4.67,61.2,0.952,0.917,0.05,1.75,68.5,141.1
4281,Metal,Tinplate (Coated Steel),251.63,4.79,449.95,0.932,1,0,1.773,100,100.43
4282,Sustainable,Mycelium Packaging,14.63,4.55,30.46,0.189,0.222,1,0.324,68.5,107.07
4283,Metal,Aluminum Alloy 3003,109.71,5.81,281.32,0.984,0.881,0,7.357,100,268.92
4284,Glass,Borosilicate Glass,76.51,0.71,22.15,1,0.942,0,1.261,92.2,72.21
4285,Glass,Tempered Glass,79.81,4.61,135.44,0.952,0.862,0,1.543,81.6,86.32
4286,Sustainable,Bagasse,19.62,5.87,35.92,0.348,0.438,0.971,0.494,77.9,80.51
4287,Sustainable,Bagasse,19.46,6.48,61.49,0.372,0.399,1,0.524,75.7,107.07
4288,Metal,Aluminum Alloy 3003,106.8,7.01,344.45,1,1,0,6.936,100,300.46
4289,Plastic,PET,45.19,6.65,118.64,0.894,1,0.021,1.972,84.5,146.91
4290,Sustainable,Bagasse,19.82,7.74,77.8,0.343,0.403,0.974,0.512,76.6,78.02
4291,Bioplastic,PLA,51.04,7.55,197.23,0.74,0.633,0.913,1.164,57.6,181.77
4292,Paper,Molded Pulp,17.78,4.28,39.56,0.215,0.126,0.911,0.606,85.9,83.83
4293,Sustainable,Seaweed-based Film,17.94,1.77,15.8,0.688,0.606,0.988,0.494,78.2,123.67
4294,Sustainable,Mycelium Packaging,15.29,0.71,5.25,0.205,0.255,0.954,0.291,72.3,104.58
4295,Metal,Steel (304 Grade),410.02,0.65,113.59,1,1,0,2.538,89.2,184.26
4296,Metal,Steel (304 Grade),394.31,5.13,906.17,0.924,1,0,2.416,91.2,122.01
4297,Sustainable,Seaweed-based Film,18.13,4.67,30.38,0.661,0.709,0.959,0.68,66.3,121.18
4298,Metal,Aluminum Foil (Thin Gauge),64.74,5.96,155.45,1,0.96,0,7.482,92.9,252.32
4299,Metal,Tinplate (Coated Steel),247.08,7.79,705.6,1,1,0,2.458,88.8,151.06
4300,Bioplastic,PLA,49.75,5.61,119.69,0.657,0.795,0.836,1.163,57.6,170.15
4301,Glass,Soda-Lime Glass,69.67,6.67,231.97,1,0.967,0,0.957,99.1,67.23
4302,Glass,Tempered Glass,80.01,2.44,105.44,1,0.865,0,1.461,83.9,111.22
4303,Bioplastic,PLA,49.33,7.24,189.78,0.725,0.719,0.865,1.281,53.8,205.84
4304,Glass,Tempered Glass,81.09,1.67,49.09,1,0.971,0,1.261,89.5,98.77
4305,Paper,Molded Pulp,19.75,3.79,40.25,0.197,0.156,0.911,0.697,80.8,65.57
4306,Sustainable,Mycelium Packaging,15.4,7.24,51.67,0.191,0.222,1,0.311,70,94.62
4307,Plastic,PP,28.62,1.11,12.95,0.848,0.92,0.039,1.408,79.8,125.33
4308,Sustainable,Bagasse,19.57,2.51,17.65,0.343,0.366,1,0.463,80.3,97.94
4309,Paper,Kraft Paper,23.02,1.81,19.12,0.303,0.218,1,0.667,96.6,74.7
4310,Bioplastic,PLA,50.1,5.15,85.74,0.664,0.76,0.917,1.018,62.3,211.65
4311,Sustainable,Mycelium Packaging,15.01,2.83,20.99,0.216,0.235,0.964,0.314,69.7,97.11
4312,Plastic,HDPE,21.08,1.7,17.39,0.975,0.944,0.054,1.467,75.3,120.35
4313,Metal,Tinplate (Coated Steel),249.66,0.31,33.64,1,0.868,0,2.245,92.6,127.82
4314,Metal,Tinplate (Coated Steel),249.7,0.98,107.79,1,0.95,0,2.198,93.4,138.61
4315,Metal,Aluminum Foil (Thin Gauge),63.87,7,197.33,1,0.886,0,7.165,94.7,283.86
4316,Sustainable,Bagasse,20.24,6.56,65.04,0.366,0.418,0.925,0.436,82.3,68.89
4317,Glass,Borosilicate Glass,74.26,7.25,246.02,0.94,1,0,1.281,91.6,89.64
4318,Metal,Aluminum Foil (Thin Gauge),63.13,7.67,245.01,1,0.868,0,7.088,95.1,289.67
4319,Plastic,PP,35.07,3.58,42.44,0.939,0.896,0.041,1.793,70.2,137.78
4320,Sustainable,Bagasse,19.94,2.61,26.41,0.328,0.371,1,0.421,83.4,74.7
4321,Sustainable,Hemp Fiber Board,28.41,4.92,57.22,0.428,0.541,1,0.638,88.1,99.6
4322,Sustainable,Bagasse,20.07,3.1,27.86,0.375,0.391,0.976,0.471,79.7,80.51
4323,Metal,Steel (304 Grade),395.72,4.88,569.2,1,1,0,2.656,87.3,140.27
4324,Paper,Molded Pulp,19.65,0.28,2.81,0.192,0.149,0.905,0.701,80.6,70.55
4325,Metal,Steel (304 Grade),399.87,7.16,1178.77,1,1,0,2.447,90.7,134.46
4326,Plastic,PET,44.88,7.81,168.93,0.931,0.838,0.019,2.005,83.9,165.17
4327,Sustainable,Hemp Fiber Board,27.53,5.13,57.17,0.415,0.431,1,0.71,84.5,123.67
4328,Paper,Corrugated Board,29.35,7.26,70.6,0.341,0.243,0.962,0.783,100,91.3
4329,Sustainable,Bagasse,19.8,0.6,6.04,0.332,0.389,0.957,0.562,72.8,109.56
4330,Paper,Molded Pulp,18.39,6.85,59.29,0.199,0.136,0.936,0.655,83.2,88.81
4331,Plastic,PP,28.75,5.69,84.33,0.986,0.812,0.039,1.478,78,126.99
4332,Paper,Molded Pulp,17.51,3.64,26.19,0.193,0.121,1,0.611,85.6,70.55
4333,Plastic,PP,35.79,7.48,104.41,0.855,0.928,0.042,1.799,70,147.74
4334,Plastic,PP,30.39,1.67,21.02,0.899,1,0.039,1.548,76.3,117.03
4335,Plastic,PET,53.31,5.34,111.83,0.878,0.923,0.021,2.442,76,152.72
4336,Paper,Molded Pulp,18.83,6.29,50.31,0.187,0.136,1,0.657,83,83.83
4337,Paper,Molded Pulp,17.62,0.4,2.69,0.192,0.157,1,0.635,84.3,67.23
4338,Paper,Kraft Paper,25.51,7.41,72.37,0.305,0.185,0.954,0.726,93.7,70.55
4339,Paper,Corrugated Board,35.32,4.9,90.23,0.358,0.238,0.906,0.935,96.7,120.35
4340,Sustainable,Seaweed-based Film,17.58,6.99,37.5,0.665,0.711,1,0.535,75.6,147.74
4341,Glass,Borosilicate Glass,76.15,7.61,236.94,1,1,0,1.076,97.7,77.19
4342,Sustainable,Bagasse,19.5,2.84,18.99,0.343,0.37,0.996,0.577,71.7,102.92
4343,Plastic,HDPE,22.72,5.34,42.52,1,0.967,0.049,1.575,72.7,136.95
4344,Metal,Aluminum Alloy 3003,108.01,2.08,86.17,1,0.899,0,8.519,94.9,234.06
4345,Metal,Aluminum Rigid (Can Grade),96.05,3.05,127.42,0.995,1,0,5.875,100,190.9
4346,Metal,Tinplate (Coated Steel),246.02,2.84,362.69,0.984,0.846,0,2.071,95.7,131.14
4347,Bioplastic,PLA,50.13,5.42,101.66,0.652,0.786,0.804,1.314,52.8,242.36
4348,Metal,Aluminum Alloy 3003,112.8,2.77,129.24,1,0.874,0,8.23,96.4,239.87
4349,Sustainable,Seaweed-based Film,18.48,0.47,3.07,0.644,0.658,0.908,0.662,67.4,118.69
4350,Glass,Soda-Lime Glass,68.48,0.46,15.22,0.93,0.836,0,1.144,92.1,62.25
4351,Paper,Corrugated Board,33.86,1.72,17.23,0.346,0.231,0.921,0.902,98.1,115.37
4352,Metal,Aluminum Foil (Thin Gauge),63.26,3.94,97.4,0.961,0.858,0,7.696,91.7,238.21
4353,Plastic,PP,26.23,2.65,35.84,0.879,0.941,0.042,1.248,83.8,216.63
4354,Paper,Corrugated Board,31.98,4.56,68.85,0.36,0.242,1,0.828,100,109.56
4355,Plastic,PP,32.94,5.38,67.62,0.864,0.953,0.038,1.626,74.4,171.81
4356,Plastic,PP,26.69,5.87,58.39,0.879,0.971,0.04,1.304,82.4,186.75
4357,Sustainable,Seaweed-based Film,17.83,3.55,19.8,0.641,0.686,0.906,0.66,67.6,144.42
4358,Metal,Aluminum Foil (Thin Gauge),63.98,7.1,183.37,1,0.9,0,7.062,95.3,214.14
4359,Paper,Kraft Paper,25.92,4.31,40.08,0.32,0.192,1,0.769,91.6,67.23
4360,Sustainable,Bagasse,19.84,5.17,37.88,0.326,0.388,0.954,0.434,82.4,87.15
4361,Sustainable,Seaweed-based Film,17.85,5.91,31.05,0.692,0.76,0.989,0.55,74.6,111.22
4362,Plastic,HDPE,23.16,6.35,52.47,0.923,0.927,0.047,1.648,71,175.13
4363,Metal,Steel (304 Grade),398.77,5.17,1062.66,0.966,0.935,0,2.417,91.2,141.93
4364,Glass,Tempered Glass,81.2,4.91,156.17,0.953,0.965,0,1.061,95.2,81.34
4365,Sustainable,Mycelium Packaging,15.34,7.61,40.55,0.208,0.275,0.938,0.391,61,102.09
4366,Bioplastic,PLA,50.31,2.22,54.07,0.655,0.819,0.798,1.393,50.2,226.59
4367,Metal,Aluminum Foil (Thin Gauge),66.7,5.36,161.55,0.927,0.789,0,6.07,100,206.67
4368,Metal,Steel (304 Grade),406.36,0.89,137.86,0.973,1,0,2.505,89.7,145.25
4369,Metal,Steel (304 Grade),407.35,5.69,943.38,1,0.826,0,2.389,91.6,170.98
4370,Paper,Molded Pulp,19.19,5.57,55.74,0.19,0.12,0.941,0.696,80.9,85.49
4371,Plastic,HDPE,24.12,7.48,62.93,1,0.848,0.052,1.751,68.5,128.65
4372,Paper,Corrugated Board,36.58,3.79,41.67,0.367,0.26,0.963,0.96,95.7,111.22
4373,Bioplastic,PLA,50.85,3.61,80.52,0.726,0.814,0.785,1.182,57,177.62
4374,Sustainable,Seaweed-based Film,18.07,6.09,55.01,0.663,0.769,0.978,0.64,68.9,144.42
4375,Plastic,HDPE,22.22,5.68,46.48,0.907,0.887,0.05,1.603,72,161.02
4376,Glass,Borosilicate Glass,75.08,4.55,185.5,0.928,1,0,1.363,89.1,81.34
4377,Paper,Corrugated Board,29.84,3.9,59.02,0.362,0.234,0.889,0.757,100,98.77
4378,Sustainable,Mycelium Packaging,15.16,0.31,1.5,0.197,0.217,0.93,0.396,60.5,136.12
4379,Paper,Molded Pulp,18.74,5.94,36.23,0.206,0.163,0.962,0.654,83.2,63.08
4380,Metal,Aluminum Foil (Thin Gauge),63.09,4.56,113.33,1,0.942,0,6.019,100,254.81
4381,Metal,Aluminum Rigid (Can Grade),94.41,4.78,244.25,0.946,0.85,0,6.215,100,208.33
4382,Sustainable,Hemp Fiber Board,27.89,4.9,71.1,0.468,0.487,0.89,0.831,78.5,115.37
4383,Glass,Borosilicate Glass,72.89,2.39,92.89,1,0.86,0,1.396,88.1,68.89
4384,Metal,Steel (304 Grade),392.09,4.95,785.65,0.964,1,0,2.023,97.5,157.7
4385,Paper,Corrugated Board,31.55,3.37,33.56,0.341,0.206,0.946,0.851,100,84.66
4386,Bioplastic,PLA,48.82,2.95,66.95,0.713,0.647,0.875,0.984,63.4,322.04
4387,Metal,Aluminum Foil (Thin Gauge),64.86,3.86,88.72,0.94,0.871,0,7.36,93.6,281.37
4388,Plastic,PP,27.05,5.32,55.99,0.986,0.773,0.038,1.29,82.8,150.23
4389,Metal,Aluminum Alloy 3003,112.13,1.99,119.85,0.942,1,0,8.679,94.1,275.56
4390,Sustainable,Bagasse,19.67,7.91,82.62,0.375,0.332,0.958,0.59,70.7,81.34
4391,Sustainable,Hemp Fiber Board,27.97,5.99,68.41,0.434,0.487,0.944,0.735,83.3,121.18
4392,Sustainable,Hemp Fiber Board,28.27,2.45,36.51,0.428,0.449,0.944,0.848,77.6,127.82
4393,Plastic,HDPE,20.33,2.53,21.93,1,0.99,0.047,1.449,75.7,154.38
4394,Paper,Molded Pulp,18.3,6.13,50.87,0.206,0.122,1,0.645,83.7,81.34
4395,Sustainable,Mycelium Packaging,15.27,3.77,24.09,0.209,0.24,0.984,0.376,62.7,109.56
4396,Sustainable,Hemp Fiber Board,27.55,7.67,63.26,0.45,0.511,0.956,0.853,77.3,128.65
4397,Metal,Aluminum Alloy 3003,108.22,2.29,97.24,0.967,0.97,0,8.046,97.4,262.28
4398,Metal,Aluminum Rigid (Can Grade),92.19,5.66,172.4,0.976,1,0,7.208,100,208.33
4399,Metal,Tinplate (Coated Steel),248.37,4.15,438.46,0.969,0.87,0,1.774,100,122.84
4400,Glass,Tempered Glass,80.29,2.38,67.59,0.951,1,0,1.164,92.3,79.68
4401,Glass,Borosilicate Glass,73.82,7.53,272.14,0.969,1,0,1.337,89.9,71.38
4402,Metal,Aluminum Alloy 3003,112.27,2.48,146.95,1,0.882,0,7.691,99.2,258.96
4403,Sustainable,Hemp Fiber Board,27.35,3.83,50.07,0.474,0.505,0.921,0.817,79.2,117.86
4404,Sustainable,Mycelium Packaging,14.63,7.33,46.25,0.185,0.216,1,0.307,70.5,104.58
4405,Metal,Steel (304 Grade),389.27,4.23,757.37,0.982,1,0,2.069,96.8,125.33
4406,Plastic,PET,48.33,7.4,105.62,0.881,0.801,0.02,2.11,82,164.34
4407,Glass,Soda-Lime Glass,68.44,4.82,146.07,0.932,1,0,0.862,100,43.99
4408,Paper,Kraft Paper,22.13,2.89,26.53,0.309,0.179,0.995,0.644,97.8,64.74
4409,Plastic,HDPE,25.33,6.4,62.32,0.968,0.776,0.048,1.846,66.3,154.38
4410,Plastic,PET,45.37,4.25,84.98,0.855,0.927,0.02,1.957,84.8,137.78
4411,Sustainable,Bagasse,20.02,0.7,6.08,0.338,0.423,0.904,0.529,75.3,107.07
4412,Paper,Molded Pulp,16.69,1.56,12.58,0.213,0.154,0.953,0.575,87.7,75.53
4413,Metal,Aluminum Rigid (Can Grade),94.14,1.86,94.37,0.924,1,0,7.827,98.6,242.36
4414,Sustainable,Bagasse,20.35,7.48,69.73,0.325,0.394,0.98,0.446,81.6,88.81
4415,Metal,Aluminum Rigid (Can Grade),97.65,5.54,160.94,0.989,1,0,8.276,96.2,296.31
4416,Glass,Tempered Glass,78.81,0.73,25.65,0.966,0.907,0,1.576,80.7,84.66
4417,Metal,Aluminum Foil (Thin Gauge),66.08,7.56,252.91,0.999,1,0,7.798,91.1,214.97
4418,Bioplastic,PLA,48.68,7.28,183.04,0.744,0.729,0.844,1.156,57.8,166.83
