product_id,product_category_name,product_weight_kg,product_volume_inch,length_inch,width_inch,height_inch,final_category
P018422,Folded Apparel,1.18,300.85,9.14,8.44,3.9,Apparel & Fashion
P018423,Folded Apparel,0.26,114.49,10.28,6.75,1.65,Apparel & Fashion
P018424,Consumer Electronic Device,11.54,506.78,8.11,28.93,2.16,Electronics
P018425,Cosmetic Kit,1.27,161.63,5.59,3.95,7.32,Cosmetics & Beauty
P018426,Toy Action Figure,0.92,72.18,8.21,7.85,1.12,Toys
P018427,Medicine Box,0.63,46.26,5.5,3.15,2.67,Pharmaceuticals
P018428,Industrial Equipment Part,79.68,27709.65,32.39,25,34.22,Industrial Goods
P018429,Industrial Equipment Part,31.71,7587.18,21.96,27.64,12.5,Industrial Goods
P018430,Packaged Snack Box,4.91,186.54,4.66,6.89,5.81,Food & Beverages
P018431,Toy Action Figure,0.36,46.05,6.45,6.8,1.05,Toys
P018432,Packaged Snack Box,2.34,245.17,13.12,8.02,2.33,Food & Beverages
P018433,Home Utility Item,12.16,3685.81,25.78,11.32,12.63,Home & Living
P018434,Industrial Equipment Part,49.87,3785.55,7.59,49.09,10.16,Industrial Goods
P018435,Consumer Electronic Device,24.86,12456.09,47.92,24.18,10.75,Electronics
P018436,Toy Action Figure,1.05,265.97,6.37,7.39,5.65,Toys
P018437,Folded Apparel,3.22,1169.99,14.54,13.97,5.76,Apparel & Fashion
P018438,Medicine Box,0.48,55.14,7.46,4.4,1.68,Pharmaceuticals
P018439,Folded Apparel,3.07,92.12,10.64,6.51,1.33,Apparel & Fashion
P018440,Medicine Box,0.69,68.6,3.99,4.32,3.98,Pharmaceuticals
P018441,Personal Care Product,0.23,145.27,7.19,6.69,3.02,Personal Care
P018442,Toy Action Figure,0.49,73.04,10.01,2.01,3.63,Toys
P018443,Personal Care Product,1.01,100.88,6.76,6.35,2.35,Personal Care
P018444,Consumer Electronic Device,21.4,12737.34,45.78,24.11,11.54,Electronics
P018445,Consumer Electronic Device,12.75,3540.78,36.66,29.81,3.24,Electronics
P018446,Toy Action Figure,0.99,128.25,6.71,6.73,2.84,Toys
P018447,Packaged Snack Box,1.4,135.35,4.25,4.84,6.58,Food & Beverages
P018448,Packaged Snack Box,2.75,255.61,7.74,7.68,4.3,Food & Beverages
P018449,Personal Care Product,0.86,597.08,9.17,7.58,8.59,Personal Care
P018450,Consumer Electronic Device,3.96,4426.33,42.29,17.74,5.9,Electronics
P018451,Consumer Electronic Device,24.18,1552.25,12.33,10.76,11.7,Electronics
P018452,Cosmetic Kit,0.47,356.45,8.63,6.11,6.76,Cosmetics & Beauty
P018453,Packaged Snack Box,3.93,400.57,5.7,9.72,7.23,Food & Beverages
P018454,Cosmetic Kit,2.86,100.1,4.07,8.09,3.04,Cosmetics & Beauty
P018455,Medicine Box,0.21,71.21,5.01,4.32,3.29,Pharmaceuticals
P018456,Toy Action Figure,1.47,143.55,7.38,7.51,2.59,Toys
P018457,Cosmetic Kit,0.46,327.54,9.24,5.6,6.33,Cosmetics & Beauty
P018458,Home Utility Item,18.39,3919.85,13.31,17.53,16.8,Home & Living
P018459,Toy Action Figure,1.49,138.32,8.87,4.43,3.52,Toys
P018460,Home Utility Item,13.93,881.8,8.62,23.79,4.3,Home & Living
P018461,Home Utility Item,9.25,2976.2,11.22,28.99,9.15,Home & Living
P018462,Industrial Equipment Part,21.72,21754.11,47.44,26.43,17.35,Industrial Goods
P018463,Home Utility Item,11.28,1857.17,8.67,18.79,11.4,Home & Living
P018464,Consumer Electronic Device,12.88,16439.68,47.16,23.73,14.69,Electronics
P018465,Packaged Snack Box,3.56,444.52,11.88,10.63,3.52,Food & Beverages
P018466,Folded Apparel,3.87,462.23,17.04,12.33,2.2,Apparel & Fashion
P018467,Cosmetic Kit,0.2,180.93,9.53,3.73,5.09,Cosmetics & Beauty
P018468,Cosmetic Kit,2.49,322.62,9.71,8.98,3.7,Cosmetics & Beauty
P018469,Packaged Snack Box,3.34,746.52,10.69,11.12,6.28,Food & Beverages
P018470,Toy Action Figure,1.34,44.93,3.91,7.61,1.51,Toys
P018471,Medicine Box,0.59,59.68,3.36,5.96,2.98,Pharmaceuticals
P018472,Folded Apparel,0.28,338.55,14.72,13.45,1.71,Apparel & Fashion
P018473,Packaged Snack Box,4.14,719.03,10.09,11.1,6.42,Food & Beverages
P018474,Medicine Box,0.39,57.85,4.86,4.65,2.56,Pharmaceuticals
P018475,Medicine Box,0.85,126.15,6.27,5.97,3.37,Pharmaceuticals
P018476,Consumer Electronic Device,15.19,2522.48,33.76,29.65,2.52,Electronics
P018477,Medicine Box,0.09,32.15,3.91,5.34,1.54,Pharmaceuticals
P018478,Packaged Snack Box,4.35,590.54,11.38,5.55,9.35,Food & Beverages
P018479,Personal Care Product,1.58,155.18,4.26,6.86,5.31,Personal Care
P018480,Personal Care Product,0.57,58.91,3.56,5.22,3.17,Personal Care
P018481,Packaged Snack Box,4.96,499.2,7.83,8.06,7.91,Food & Beverages
P018482,Consumer Electronic Device,14.62,2681.32,6.69,29.17,13.74,Electronics
P018483,Medicine Box,0.2,58.37,4.76,3.27,3.75,Pharmaceuticals
P018484,Medicine Box,0.38,33.64,5.59,2.95,2.04,Pharmaceuticals
P018485,Cosmetic Kit,1.89,201.73,6.07,5.81,5.72,Cosmetics & Beauty
P018486,Packaged Snack Box,4.34,418.47,12.59,8.77,3.79,Food & Beverages
P018487,Industrial Equipment Part,68.78,783.78,11.11,15.01,4.7,Industrial Goods
P018488,Medicine Box,0.88,59.3,7.03,3.09,2.73,Pharmaceuticals
P018489,Consumer Electronic Device,17.01,705.4,38.98,3.22,5.62,Electronics
P018490,Industrial Equipment Part,47.09,32737.26,19.55,45.79,36.57,Industrial Goods
P018491,Packaged Snack Box,2.51,165.51,5.51,9.69,3.1,Food & Beverages
P018492,Medicine Box,0.5,56.17,7.7,4.03,1.81,Pharmaceuticals
P018493,Folded Apparel,1.69,633.56,12.1,8.8,5.95,Apparel & Fashion
P018494,Consumer Electronic Device,7.06,151.06,8.99,24.71,0.68,Electronics
P018495,Folded Apparel,0.76,562.08,16.53,12.41,2.74,Apparel & Fashion
P018496,Cosmetic Kit,2.11,227.38,8.7,4.84,5.4,Cosmetics & Beauty
P018497,Personal Care Product,0.59,113.57,5.27,5.54,3.89,Personal Care
P018498,Toy Action Figure,0.71,21.72,3.12,4.12,1.69,Toys
P018499,Cosmetic Kit,2.23,107.19,3.55,7.53,4.01,Cosmetics & Beauty
P018500,Packaged Snack Box,4.93,581.11,12.4,5.05,9.28,Food & Beverages
P018501,Home Utility Item,17.02,9052.49,35.12,20.28,12.71,Home & Living
P018502,Folded Apparel,3.53,830.96,15.79,12.53,4.2,Apparel & Fashion
P018503,Consumer Electronic Device,11.37,590.56,12.07,8.8,5.56,Electronics
P018504,Consumer Electronic Device,5.77,1463.47,11.12,22.73,5.79,Electronics
P018505,Cosmetic Kit,0.96,240.39,7.98,5.08,5.93,Cosmetics & Beauty
P018506,Home Utility Item,11.63,3207.38,8.6,14.93,24.98,Home & Living
P018507,Home Utility Item,14.25,1835.38,27.93,8.59,7.65,Home & Living
P018508,Cosmetic Kit,1.01,109.53,9.09,4.53,2.66,Cosmetics & Beauty
P018509,Consumer Electronic Device,5.95,1662.17,8.86,17.85,10.51,Electronics
P018510,Industrial Equipment Part,64.11,73374.72,56.38,44.97,28.94,Industrial Goods
P018511,Packaged Snack Box,2.02,177.83,8.96,4.46,4.45,Food & Beverages
P018512,Toy Action Figure,0.92,29.87,4.66,4.39,1.46,Toys
P018513,Cosmetic Kit,2.1,204.26,9.08,3.7,6.08,Cosmetics & Beauty
P018514,Cosmetic Kit,2.91,95.34,3.23,4.7,6.28,Cosmetics & Beauty
P018515,Packaged Snack Box,3.24,462.04,13.08,8.01,4.41,Food & Beverages
P018516,Medicine Box,0.75,33.59,7.2,3.43,1.36,Pharmaceuticals
P018517,Medicine Box,0.92,30.61,5.21,2.26,2.6,Pharmaceuticals
P018518,Home Utility Item,16.43,3050.82,31.14,6.88,14.24,Home & Living
P018519,Industrial Equipment Part,76.95,60561.41,53.06,38.56,29.6,Industrial Goods
P018520,Packaged Snack Box,3.63,697.67,10.33,7.43,9.09,Food & Beverages
P018521,Home Utility Item,12.74,2405.15,9.6,11.44,21.9,Home & Living
P018522,Personal Care Product,0.89,40.23,3.36,4.77,2.51,Personal Care
P018523,Folded Apparel,3.22,413.7,17.64,9.09,2.58,Apparel & Fashion
P018524,Industrial Equipment Part,5.46,15096.23,17.14,22.36,39.39,Industrial Goods
P018525,Home Utility Item,11.18,4804.03,26.06,22.9,8.05,Home & Living
P018526,Home Utility Item,10.49,7105.57,21.88,19.67,16.51,Home & Living
P018527,Medicine Box,0.19,49.48,6.69,5.36,1.38,Pharmaceuticals
P018528,Packaged Snack Box,4.29,112.18,4.7,5.85,4.08,Food & Beverages
P018529,Folded Apparel,2.32,337.39,15.44,9.22,2.37,Apparel & Fashion
P018530,Folded Apparel,1.15,180.56,17.38,6.79,1.53,Apparel & Fashion
P018531,Cosmetic Kit,1.98,457.2,7.21,8.41,7.54,Cosmetics & Beauty
P018532,Industrial Equipment Part,52,64397.85,45.08,42.86,33.33,Industrial Goods
P018533,Home Utility Item,1.97,8931.06,16.59,22,24.47,Home & Living
P018534,Toy Action Figure,0.42,35.36,3,3.16,3.73,Toys
P018535,Toy Action Figure,1.21,249.03,6.64,7.13,5.26,Toys
P018536,Cosmetic Kit,0.49,91.39,4.59,8.81,2.26,Cosmetics & Beauty
P018537,Industrial Equipment Part,32.89,6509.38,42.05,10.94,14.15,Industrial Goods
P018538,Personal Care Product,1.3,130,5.64,3.43,6.72,Personal Care
P018539,Industrial Equipment Part,72.19,33693.51,23.41,48.04,29.96,Industrial Goods
P018540,Consumer Electronic Device,8.38,1621.67,27.22,27.71,2.15,Electronics
P018541,Consumer Electronic Device,18.89,477.38,36.55,6.63,1.97,Electronics
P018542,Industrial Equipment Part,68.5,9034.51,32.38,16.5,16.91,Industrial Goods
P018543,Folded Apparel,1.56,661.56,17.09,8.94,4.33,Apparel & Fashion
P018544,Medicine Box,0.17,22.97,4.05,4.14,1.37,Pharmaceuticals
P018545,Personal Care Product,1.14,164.01,4.47,6.72,5.46,Personal Care
P018546,Packaged Snack Box,3.95,579.74,13.91,4.72,8.83,Food & Beverages
P018547,Industrial Equipment Part,4.11,38309.78,35.03,31.81,34.38,Industrial Goods
P018548,Industrial Equipment Part,72.62,6347.64,10.07,19.33,32.61,Industrial Goods
P018549,Home Utility Item,14.86,4289.71,18.73,19.36,11.83,Home & Living
P018550,Folded Apparel,2.4,331.57,11.88,7.71,3.62,Apparel & Fashion
P018551,Home Utility Item,5.71,3506.83,14.49,22.94,10.55,Home & Living
P018552,Industrial Equipment Part,16.51,16930.49,24.78,19.41,35.2,Industrial Goods
P018553,Industrial Equipment Part,44.98,15256.84,57.66,17.64,15,Industrial Goods
P018554,Personal Care Product,0.68,109.51,6.92,4.81,3.29,Personal Care
P018555,Folded Apparel,2.1,102.26,15.61,6.36,1.03,Apparel & Fashion
P018556,Toy Action Figure,1.25,40.82,5.93,2.54,2.71,Toys
P018557,Toy Action Figure,1.02,28,7.24,2.33,1.66,Toys
P018558,Consumer Electronic Device,23.68,4306.89,16.04,24.06,11.16,Electronics
P018559,Medicine Box,0.86,122.43,7.43,4.28,3.85,Pharmaceuticals
P018560,Packaged Snack Box,1.8,418.45,7.73,6.28,8.62,Food & Beverages
P018561,Consumer Electronic Device,21.33,879.83,33.63,10.3,2.54,Electronics
P018562,Medicine Box,0.28,89.98,7.17,4.7,2.67,Pharmaceuticals
P018563,Toy Action Figure,1.49,99.99,9.78,6.43,1.59,Toys
P018564,Packaged Snack Box,4.85,203.99,10.28,9.36,2.12,Food & Beverages
P018565,Industrial Equipment Part,37.22,89170.93,59.53,39.87,37.57,Industrial Goods
P018566,Consumer Electronic Device,14.14,360.13,27.81,3.82,3.39,Electronics
P018567,Home Utility Item,11.35,2741.4,34.31,6.09,13.12,Home & Living
P018568,Home Utility Item,3.17,6772.15,24.39,22.32,12.44,Home & Living
P018569,Industrial Equipment Part,47.8,10247.65,42.67,7.47,32.15,Industrial Goods
P018570,Personal Care Product,1.06,529.25,11.09,5.87,8.13,Personal Care
P018571,Toy Action Figure,1.11,45.94,5.29,4.5,1.93,Toys
P018572,Folded Apparel,2.45,592.2,15.55,10.85,3.51,Apparel & Fashion
P018573,Consumer Electronic Device,1.99,82.71,16.79,2.17,2.27,Electronics
P018574,Industrial Equipment Part,52.86,12267.76,57.8,46.75,4.54,Industrial Goods
P018575,Home Utility Item,10.05,2041.97,30.99,13.53,4.87,Home & Living
P018576,Packaged Snack Box,2.58,355.63,11.86,9.4,3.19,Food & Beverages
P018577,Personal Care Product,1.12,167.12,4.91,5.73,5.94,Personal Care
P018578,Home Utility Item,12.29,1416.04,6.37,28.87,7.7,Home & Living
P018579,Personal Care Product,0.45,94.33,7.75,4.14,2.94,Personal Care
P018580,Personal Care Product,0.83,422.56,11.65,4.76,7.62,Personal Care
P018581,Packaged Snack Box,0.63,410.42,11.99,11.26,3.04,Food & Beverages
P018582,Cosmetic Kit,1.15,209.08,8.26,4.48,5.65,Cosmetics & Beauty
P018583,Folded Apparel,3.75,826.45,17.57,13.25,3.55,Apparel & Fashion
P018584,Consumer Electronic Device,7.79,2937,22.38,18.38,7.14,Electronics
P018585,Folded Apparel,0.48,919.87,11.71,13.83,5.68,Apparel & Fashion
P018586,Toy Action Figure,0.87,221.07,8.79,5.02,5.01,Toys
P018587,Toy Action Figure,0.19,79.5,5.43,6.1,2.4,Toys
P018588,Industrial Equipment Part,29.79,27984.44,59.89,20.86,22.4,Industrial Goods
P018589,Toy Action Figure,1.22,79.1,10.84,6.82,1.07,Toys
P018590,Cosmetic Kit,2.8,178.65,8.36,3.71,5.76,Cosmetics & Beauty
P018591,Folded Apparel,3.69,200.23,8.8,8.49,2.68,Apparel & Fashion
P018592,Packaged Snack Box,2.56,307.94,7.59,8.05,5.04,Food & Beverages
P018593,Cosmetic Kit,1.37,223.03,5.91,5.99,6.3,Cosmetics & Beauty
P018594,Home Utility Item,1.19,4873.5,6.84,29.43,24.21,Home & Living
P018595,Folded Apparel,1.06,831.75,11.88,12.24,5.72,Apparel & Fashion
P018596,Home Utility Item,14.95,2952.66,23.87,12.52,9.88,Home & Living
P018597,Packaged Snack Box,2.03,274.25,10.16,4.63,5.83,Food & Beverages
P018598,Medicine Box,0.74,71.18,6.59,3.14,3.44,Pharmaceuticals
P018599,Toy Action Figure,0.49,135.04,5.62,5.79,4.15,Toys
P018600,Medicine Box,0.88,54.56,5.83,3.13,2.99,Pharmaceuticals
P018601,Industrial Equipment Part,8.29,19924.55,30.98,27.52,23.37,Industrial Goods
P018602,Packaged Snack Box,2.68,99.07,4.41,8.32,2.7,Food & Beverages
P018603,Industrial Equipment Part,14.56,31344.55,37.33,36.13,23.24,Industrial Goods
P018604,Packaged Snack Box,3.56,530.25,11.42,7.83,5.93,Food & Beverages
P018605,Cosmetic Kit,0.53,70.38,8.21,3.04,2.82,Cosmetics & Beauty
P018606,Home Utility Item,11.04,17490.66,37.28,24.06,19.5,Home & Living
P018607,Home Utility Item,10.85,2656.53,18.86,19.7,7.15,Home & Living
P018608,Consumer Electronic Device,3.32,1654.21,45.91,4.31,8.36,Electronics
P018609,Personal Care Product,1.32,120.39,5.14,4.78,4.9,Personal Care
P018610,Cosmetic Kit,0.56,405.77,8.54,7.21,6.59,Cosmetics & Beauty
P018611,Industrial Equipment Part,20.97,50119.11,46.04,38.48,28.29,Industrial Goods
P018612,Consumer Electronic Device,13.3,1077.19,14.84,5.77,12.58,Electronics
P018613,Consumer Electronic Device,12.27,1146.78,26.76,7.68,5.58,Electronics
P018614,Folded Apparel,1.35,409.78,8.89,8.78,5.25,Apparel & Fashion
P018615,Personal Care Product,1.33,124.24,9.47,3.87,3.39,Personal Care
P018616,Packaged Snack Box,3.95,614.6,10.07,8.43,7.24,Food & Beverages
P018617,Toy Action Figure,0.49,27.82,9.4,2.53,1.17,Toys
P018618,Folded Apparel,1.4,514.37,17.69,9.66,3.01,Apparel & Fashion
P018619,Consumer Electronic Device,13.6,861.67,30.09,11.23,2.55,Electronics
P018620,Packaged Snack Box,2.28,170.81,9.23,7.01,2.64,Food & Beverages
P018621,Industrial Equipment Part,2.28,5988.67,20.44,30.33,9.66,Industrial Goods
P018622,Personal Care Product,1.58,193.59,3.45,6.54,8.58,Personal Care
P018623,Medicine Box,0.87,81.16,3.48,5.98,3.9,Pharmaceuticals
P018624,Medicine Box,0.87,19.93,5.3,2,1.88,Pharmaceuticals
P018625,Medicine Box,0.99,44.6,7.57,5.72,1.03,Pharmaceuticals
P018626,Consumer Electronic Device,4.37,197.39,39.44,3.68,1.36,Electronics
P018627,Industrial Equipment Part,5.84,9839.85,24.02,29.24,14.01,Industrial Goods
P018628,Personal Care Product,1.04,111.08,3.18,3.83,9.12,Personal Care
P018629,Consumer Electronic Device,15.17,2424.57,33.07,17.13,4.28,Electronics
P018630,Folded Apparel,2.5,443.74,11.93,10.08,3.69,Apparel & Fashion
P018631,Cosmetic Kit,2.48,276.34,8.48,4.38,7.44,Cosmetics & Beauty
P018632,Personal Care Product,0.82,159.77,9.79,4.25,3.84,Personal Care
P018633,Home Utility Item,7.45,4484.37,19.55,23.43,9.79,Home & Living
P018634,Consumer Electronic Device,3.7,248.37,39.56,2.18,2.88,Electronics
P018635,Personal Care Product,0.74,223.58,7.76,5.53,5.21,Personal Care
P018636,Consumer Electronic Device,14.15,3796.17,35.21,10.02,10.76,Electronics
P018637,Consumer Electronic Device,9.68,939.26,22.77,15,2.75,Electronics
P018638,Consumer Electronic Device,9.36,1803.86,26.38,11.81,5.79,Electronics
P018639,Medicine Box,0.57,47.75,6.85,3.65,1.91,Pharmaceuticals
P018640,Consumer Electronic Device,9.47,5985.48,34.25,19.68,8.88,Electronics
P018641,Cosmetic Kit,1.89,292.15,5.83,9.28,5.4,Cosmetics & Beauty
P018642,Folded Apparel,3.15,300.13,8.65,7.85,4.42,Apparel & Fashion
P018643,Medicine Box,0.84,35.03,5.33,4.16,1.58,Pharmaceuticals
P018644,Folded Apparel,1,149.19,9.89,6.01,2.51,Apparel & Fashion
P018645,Packaged Snack Box,3.01,172.7,4.16,11.16,3.72,Food & Beverages
P018646,Packaged Snack Box,2.49,268.19,5.24,8.15,6.28,Food & Beverages
P018647,Industrial Equipment Part,36.63,33257.25,37.4,34.32,25.91,Industrial Goods
P018648,Home Utility Item,15.23,3300.2,14.32,28.7,8.03,Home & Living
P018649,Personal Care Product,0.84,301.17,9.14,3.39,9.72,Personal Care
P018650,Toy Action Figure,0.34,81.33,6.86,3.04,3.9,Toys
P018651,Consumer Electronic Device,13.75,1202.96,9.16,12.85,10.22,Electronics
P018652,Toy Action Figure,0.34,108.27,9.09,4.3,2.77,Toys
P018653,Toy Action Figure,0.5,238.99,8.2,7.59,3.84,Toys
P018654,Folded Apparel,0.88,374.54,14.37,9.05,2.88,Apparel & Fashion
P018655,Cosmetic Kit,1.49,129.43,7.57,4.83,3.54,Cosmetics & Beauty
P018656,Industrial Equipment Part,20.71,3197.47,17.48,6.73,27.18,Industrial Goods
P018657,Consumer Electronic Device,2.73,958.05,48.44,17.05,1.16,Electronics
P018658,Medicine Box,0.66,32.68,4.26,2.82,2.72,Pharmaceuticals
P018659,Packaged Snack Box,0.23,184.67,5.62,4.17,7.88,Food & Beverages
P018660,Toy Action Figure,0.55,103.22,11.01,2.27,4.13,Toys
P018661,Cosmetic Kit,2.8,210.74,8.84,4.62,5.16,Cosmetics & Beauty
P018662,Consumer Electronic Device,4.35,2264.82,6.24,25.56,14.2,Electronics
P018663,Folded Apparel,2.75,230.69,8.63,12.79,2.09,Apparel & Fashion
P018664,Cosmetic Kit,0.28,236.17,7.57,5.92,5.27,Cosmetics & Beauty
P018665,Toy Action Figure,1.32,149.88,6.08,5.29,4.66,Toys
P018666,Cosmetic Kit,2.22,337.7,9.98,6.13,5.52,Cosmetics & Beauty
P018667,Home Utility Item,14.07,14699.6,37.91,16.5,23.5,Home & Living
P018668,Home Utility Item,11.09,3137.71,16.99,9.72,19,Home & Living
P018669,Packaged Snack Box,0.67,249.08,10.82,4.06,5.67,Food & Beverages
P018670,Consumer Electronic Device,19.66,301.48,5.51,9.45,5.79,Electronics
P018671,Consumer Electronic Device,12.12,191.28,4,15.94,3,Electronics
P018672,Medicine Box,0.75,56.65,4.93,5.04,2.28,Pharmaceuticals
P018673,Toy Action Figure,0.87,168.35,5.21,6.25,5.17,Toys
P018674,Packaged Snack Box,4.18,631.9,10.68,7.48,7.91,Food & Beverages
P018675,Industrial Equipment Part,34.23,35739.24,51.78,31.91,21.63,Industrial Goods
P018676,Folded Apparel,0.6,764.46,15.65,8.35,5.85,Apparel & Fashion
P018677,Home Utility Item,15.76,2486.7,7.74,22.42,14.33,Home & Living
P018678,Industrial Equipment Part,41.18,49226.54,48.52,33.74,30.07,Industrial Goods
P018679,Cosmetic Kit,1.76,98.9,4.44,4.77,4.67,Cosmetics & Beauty
P018680,Medicine Box,0.82,24.25,3.57,2.15,3.16,Pharmaceuticals
P018681,Personal Care Product,1.3,74.96,7.17,3.34,3.13,Personal Care
P018682,Packaged Snack Box,1.07,832.66,12.39,10.6,6.34,Food & Beverages
P018683,Medicine Box,0.51,25.43,3.43,5.66,1.31,Pharmaceuticals
P018684,Consumer Electronic Device,17.97,4153.67,17.6,21.3,11.08,Electronics
P018685,Consumer Electronic Device,1.62,2246.66,13.34,25.91,6.5,Electronics
P018686,Cosmetic Kit,1.57,340.93,8.86,9.25,4.16,Cosmetics & Beauty
P018687,Home Utility Item,8.89,13652.74,35.22,22.42,17.29,Home & Living
P018688,Cosmetic Kit,1.75,183.26,7.99,4.88,4.7,Cosmetics & Beauty
P018689,Home Utility Item,3.97,6207.92,22.05,27.82,10.12,Home & Living
P018690,Medicine Box,0.92,43.71,7.11,2.97,2.07,Pharmaceuticals
P018691,Cosmetic Kit,2.9,320.55,6.18,7.73,6.71,Cosmetics & Beauty
P018692,Folded Apparel,0.73,492.05,12.25,13.57,2.96,Apparel & Fashion
P018693,Consumer Electronic Device,3.33,7740.5,21.78,28.5,12.47,Electronics
P018694,Industrial Equipment Part,71.5,14580.25,44.11,8.55,38.66,Industrial Goods
P018695,Folded Apparel,1.82,278.84,9.93,7.91,3.55,Apparel & Fashion
P018696,Consumer Electronic Device,11.29,3238.92,27.55,10.17,11.56,Electronics
P018697,Medicine Box,0.43,37.16,6.89,3.03,1.78,Pharmaceuticals
P018698,Folded Apparel,3.17,261.89,8.45,8.78,3.53,Apparel & Fashion
P018699,Folded Apparel,3.42,194.39,12.54,10.84,1.43,Apparel & Fashion
P018700,Cosmetic Kit,1.05,119.2,6.07,7.3,2.69,Cosmetics & Beauty
P018701,Consumer Electronic Device,3.16,7953.11,49.63,26.4,6.07,Electronics
P018702,Packaged Snack Box,0.24,430.08,11.87,9.56,3.79,Food & Beverages
P018703,Folded Apparel,3.75,330.7,16.88,7.15,2.74,Apparel & Fashion
P018704,Folded Apparel,1.84,193.18,9.41,6.24,3.29,Apparel & Fashion
P018705,Industrial Equipment Part,54.44,36222.57,58.64,24.61,25.1,Industrial Goods
P018706,Industrial Equipment Part,2.72,10645.62,17.08,16.8,37.1,Industrial Goods
P018707,Industrial Equipment Part,52.7,15164.13,27.32,36.16,15.35,Industrial Goods
P018708,Home Utility Item,15.69,1481.17,10.83,23.22,5.89,Home & Living
P018709,Packaged Snack Box,1.86,205.62,7.18,7.4,3.87,Food & Beverages
P018710,Home Utility Item,13.14,11050.35,37.77,12.16,24.06,Home & Living
P018711,Home Utility Item,13.43,678.11,13.21,7.1,7.23,Home & Living
P018712,Personal Care Product,0.69,122.23,9.46,3.33,3.88,Personal Care
P018713,Packaged Snack Box,0.7,255.57,4.83,6.81,7.77,Food & Beverages
P018714,Industrial Equipment Part,68.1,59321.56,53.14,40.52,27.55,Industrial Goods
P018715,Toy Action Figure,1.31,87,9.99,4.92,1.77,Toys
P018716,Folded Apparel,1.5,415.08,17.28,7.53,3.19,Apparel & Fashion
P018717,Home Utility Item,11.98,4445.97,9.23,26.82,17.96,Home & Living
P018718,Toy Action Figure,0.17,109.33,5.09,5.33,4.03,Toys
P018719,Packaged Snack Box,3.94,698.77,10.02,11.78,5.92,Food & Beverages
P018720,Cosmetic Kit,0.43,80.76,7.59,4.75,2.24,Cosmetics & Beauty
P018721,Consumer Electronic Device,6.79,2759.67,47.15,12.56,4.66,Electronics
P018722,Medicine Box,0.81,87.58,7.79,2.89,3.89,Pharmaceuticals
P018723,Cosmetic Kit,0.27,208.02,3.84,8.78,6.17,Cosmetics & Beauty
P018724,Consumer Electronic Device,19.25,2697.76,18.97,16.93,8.4,Electronics
P018725,Packaged Snack Box,2.19,444.2,5.63,10.3,7.66,Food & Beverages
P018726,Toy Action Figure,1.4,220.34,11.73,6.04,3.11,Toys
P018727,Medicine Box,0.96,68.24,7.1,5.79,1.66,Pharmaceuticals
P018728,Medicine Box,0.72,23.26,4.81,2.43,1.99,Pharmaceuticals
P018729,Consumer Electronic Device,18.14,4311.07,13.6,26.46,11.98,Electronics
P018730,Personal Care Product,0.13,165.82,9.33,5.66,3.14,Personal Care
P018731,Consumer Electronic Device,23.15,3004.58,28.84,7.26,14.35,Electronics
P018732,Folded Apparel,3.51,621.68,15.2,10,4.09,Apparel & Fashion
P018733,Toy Action Figure,0.55,85.61,3.35,6.87,3.72,Toys
P018734,Personal Care Product,0.52,219.12,8.24,4.8,5.54,Personal Care
P018735,Industrial Equipment Part,18.73,31045.2,27.96,35.35,31.41,Industrial Goods
P018736,Medicine Box,0.51,27.55,4.92,3.01,1.86,Pharmaceuticals
P018737,Medicine Box,0.99,63.01,3.53,5.95,3,Pharmaceuticals
P018738,Cosmetic Kit,2.44,409.13,9.77,7.22,5.8,Cosmetics & Beauty
P018739,Packaged Snack Box,0.38,274.29,5.17,8.1,6.55,Food & Beverages
P018740,Folded Apparel,3.97,773.78,17.87,13.79,3.14,Apparel & Fashion
P018741,Folded Apparel,0.48,174.36,11.58,12.98,1.16,Apparel & Fashion
P018742,Packaged Snack Box,4.82,190.89,12.46,7.51,2.04,Food & Beverages
P018743,Consumer Electronic Device,9.77,762.36,44.45,21.71,0.79,Electronics
P018744,Cosmetic Kit,2.77,259.18,4.45,7.41,7.86,Cosmetics & Beauty
P018745,Cosmetic Kit,0.19,135.43,6.24,6.74,3.22,Cosmetics & Beauty
P018746,Folded Apparel,1.66,599.62,14.28,8.84,4.75,Apparel & Fashion
P018747,Cosmetic Kit,2.47,189.7,8.36,7.99,2.84,Cosmetics & Beauty
P018748,Consumer Electronic Device,4.29,194.39,13.46,2.9,4.98,Electronics
P018749,Personal Care Product,0.99,195.38,9.89,4.5,4.39,Personal Care
P018750,Consumer Electronic Device,17.76,3943.16,35.21,16.69,6.71,Electronics
P018751,Personal Care Product,0.68,404.37,11,5.32,6.91,Personal Care
P018752,Personal Care Product,0.47,418.43,6.86,6.63,9.2,Personal Care
P018753,Toy Action Figure,0.5,81.69,3.24,7.64,3.3,Toys
P018754,Consumer Electronic Device,19.75,7007.94,29.16,19.78,12.15,Electronics
P018755,Personal Care Product,0.37,83.35,4.01,5.71,3.64,Personal Care
P018756,Consumer Electronic Device,18.37,3834.26,11.14,26.64,12.92,Electronics
P018757,Home Utility Item,6.32,1449.33,13.4,7.66,14.12,Home & Living
P018758,Home Utility Item,16.98,3032.33,22.92,21.76,6.08,Home & Living
P018759,Consumer Electronic Device,1.62,1338.46,7.95,23.19,7.26,Electronics
P018760,Industrial Equipment Part,13.7,37764.5,36.14,49.43,21.14,Industrial Goods
